Ngày,KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND)
12/26/2022,26.287.816,"766.959.008,50",15.170.153,"429.209.968,42",18.014.200,"551.587.530,00",11.614.200,"431.981.230,00"
12/23/2022,31.726.320,"815.768.386,90",20.417.463,"505.698.008,20",8.710.000,"246.167.065,00",9.160.000,"308.057.065,00"
12/22/2022,35.438.950,"917.111.224,65",20.931.775,"569.803.602,55",3.202.700,"111.520.440,00",105.249.189,"2.964.811.732,00"
12/21/2022,43.517.048,"1.021.516.962,95",23.370.742,"576.126.661,99",46.241.036,"1.289.790.568,40",2.841.036,"70.552.268,40"
12/20/2022,69.152.505,"1.641.274.116,90",21.212.403,"559.271.187,57",34.519.300,"930.648.940,00",6.489.300,"142.661.840,00"
12/19/2022,45.026.780,"1.116.853.414,25",34.765.121,"992.435.252,35",9.745.000,"127.549.650,00",22.495.000,"315.679.650,00"
12/16/2022,99.605.670,"2.408.136.725,40",80.693.053,"2.144.707.563,58",4.870.780,"139.157.039,00",4.870.780,"139.157.039,00"
12/15/2022,42.686.309,"1.043.365.124,80",24.639.564,"724.036.494,50",4.210.800,"59.440.640,00",4.210.800,"59.440.640,00"
12/14/2022,43.681.663,"1.180.716.181,80",42.942.614,"1.149.941.179,65",11.665.100,"368.733.290,00",11.665.100,"368.733.290,00"
12/13/2022,87.707.446,"2.230.977.334,80",41.867.832,"1.356.537.475,35",6.455.200,"201.241.684,20",6.194.200,"179.811.660,20"
12/12/2022,37.810.149,"1.097.810.469,60",30.966.184,"991.255.399,94",11.976.900,"490.937.039,50",9.828.300,"299.295.769,50"
12/09/2022,46.078.898,"1.289.850.368,00",27.076.479,"840.302.071,05",7.678.200,"189.010.094,00",7.596.200,"186.956.668,00"
12/08/2022,48.367.690,"1.440.480.421,20",24.936.382,"819.409.242,80",7.819.800,"173.431.060,00",8.999.800,"202.435.060,00"
12/07/2022,61.767.353,"1.749.341.621,15",22.845.656,"715.458.892,75",4.385.100,"93.963.154,00",4.400.400,"94.436.661,00"
12/06/2022,72.538.511,"1.921.123.844,35",42.486.955,"1.079.307.064,33",10.637.400,"234.135.679,10",10.412.400,"229.596.179,10"
12/05/2022,81.480.489,"2.217.440.676,00",41.406.194,"881.448.093,62",6.881.100,"198.958.794,20",6.359.500,"148.981.773,80"
12/02/2022,92.583.434,"2.592.196.833,00",16.901.221,"422.998.469,13",21.420.500,"566.418.442,90",19.380.400,"544.913.488,40"
12/01/2022,84.284.641,"2.294.255.803,00",51.617.990,"1.317.292.762,23",12.934.500,"294.604.500,00",13.217.700,"255.322.100,00"
11/30/2022,104.336.064,"2.649.506.298,60",66.739.051,"1.015.853.801,47",12.703.000,"277.043.486,00",12.529.200,"264.804.280,00"
11/29/2022,129.725.080,"3.104.194.001,85",23.670.122,"552.643.894,90",17.192.400,"501.457.560,00",16.670.000,"422.139.640,00"
11/28/2022,88.603.280,"2.294.373.318,88",23.309.098,"626.036.177,92",9.223.900,"393.243.543,00",9.123.900,"389.543.543,00"
11/25/2022,54.402.572,"1.446.673.116,61",17.629.199,"487.106.774,98",6.822.500,"402.777.860,00",6.522.500,"392.277.860,00"
11/24/2022,38.287.865,"1.003.069.208,15",26.043.146,"697.082.672,33",19.411.700,"608.947.770,20",21.406.700,"631.729.020,20"
11/23/2022,33.936.605,"810.918.136,98",35.993.014,"767.206.149,77",9.697.700,"262.249.085,00",9.615.800,"260.273.870,00"
11/22/2022,51.118.756,"1.302.660.712,80",48.691.376,"1.136.820.711,65",13.935.200,"272.201.064,70",9.778.700,"202.565.989,70"
11/21/2022,37.358.245,"876.919.935,55",38.226.942,"901.061.117,79",10.331.400,"199.628.419,30",7.901.600,"151.134.749,30"
11/18/2022,85.619.743,"1.744.756.382,47",92.496.875,"1.836.049.249,95",16.286.838,"364.453.939,35",18.864.400,"339.742.347,60"
11/17/2022,93.848.414,"2.217.895.007,80",31.655.185,"796.517.751,70",40.891.538,"657.233.257,90",38.262.938,"586.880.657,90"
11/16/2022,69.265.118,"1.458.665.018,65",32.864.405,"865.771.195,05",29.685.900,"726.545.578,10",27.933.600,"695.245.980,70"
11/15/2022,88.810.338,"1.671.314.673,47",25.259.626,"544.924.092,25",42.490.977,"1.148.814.188,48",38.913.477,"1.090.832.644,08"
11/14/2022,128.973.963,"2.253.475.997,75",28.507.992,"633.767.824,85",12.700.900,"370.703.487,80",11.762.200,"338.757.936,20"
11/11/2022,123.861.383,"2.406.291.808,05",16.351.997,"405.091.371,27",41.796.000,"829.237.081,40",16.632.700,"370.723.921,40"
11/10/2022,40.133.565,"964.193.313,20",49.481.948,"920.428.394,22",22.408.707,"704.277.042,35",25.339.707,"762.385.982,35"
11/09/2022,42.860.182,"1.252.655.464,77",41.317.024,"917.946.369,31",26.324.278,"394.280.595,70",9.026.000,"182.496.947,50"
11/08/2022,65.196.073,"1.394.756.169,46",39.688.196,"880.379.792,40",17.048.800,"430.107.850,80",16.898.300,"411.100.546,30"
11/07/2022,48.059.209,"1.160.731.422,65",30.206.109,"644.699.184,62",23.292.800,"572.031.775,30",24.937.700,"589.590.008,20"
11/04/2022,26.246.322,"805.015.025,20",34.581.653,"819.960.463,56",20.086.200,"619.422.770,20",20.343.600,"640.667.825,20"
11/03/2022,19.234.540,"612.983.069,80",15.352.930,"365.527.378,55",4.568.600,"110.166.623,00",4.544.700,"109.708.938,00"
11/02/2022,20.269.271,"586.317.879,11",35.867.645,"843.939.243,38",12.276.100,"262.674.510,60",12.296.100,"264.767.470,60"
11/01/2022,24.310.642,"689.604.380,52",71.521.635,"1.413.605.626,21",2.455.700,"78.761.362,40",3.040.700,"128.778.862,40"
10/31/2022,20.898.493,"656.415.344,50",39.315.623,"792.250.434,50",32.533.665,"615.976.368,35",8.333.665,"259.778.768,35"
10/28/2022,22.956.742,"794.637.673,51",37.194.614,"877.520.337,83",11.672.840,"320.755.512,40",86.063.940,"3.656.368.900,30"
10/27/2022,34.115.007,"872.613.280,25",45.922.905,"1.052.040.453,05",9.281.460,"224.750.217,60",9.261.660,"223.129.617,60"
10/26/2022,16.945.119,"415.542.395,05",22.362.841,"509.943.602,60",6.081.188,"169.250.875,55",5.962.200,"160.021.672,00"
10/25/2022,42.344.217,"935.207.735,70",49.227.692,"1.022.765.626,44",12.860.700,"287.439.277,20",12.840.000,"285.990.277,20"
10/24/2022,25.790.593,"651.076.453,50",23.163.855,"598.787.707,72",15.040.900,"486.426.217,20",15.522.600,"523.372.607,20"
10/21/2022,19.336.549,"669.774.398,50",49.762.499,"1.107.958.211,39",22.482.200,"661.040.253,20",23.403.600,"668.682.293,20"
10/20/2022,28.387.858,"851.667.854,85",26.402.467,"704.443.439,76",6.355.593,"179.066.666,15",6.915.593,"156.985.586,15"
10/19/2022,22.984.874,"675.395.774,85",32.024.939,"733.696.627,80",8.513.200,"296.740.019,20",8.813.200,"321.340.019,20"
10/18/2022,29.929.910,"921.758.149,00",37.509.448,"947.285.391,10",7.516.300,"301.659.267,00",7.504.100,"301.826.667,00"
10/17/2022,25.875.235,"733.846.037,75",19.419.562,"488.921.684,78",3.294.900,"121.178.400,00",3.408.700,"128.882.660,00"
10/14/2022,43.813.339,"1.114.576.810,00",35.674.404,"906.322.796,65",4.090.000,"113.017.070,90",4.135.600,"116.397.900,50"
10/13/2022,38.662.352,"1.070.981.041,20",23.063.019,"614.020.117,32",11.860.600,"191.264.318,40",11.577.700,"182.784.129,00"
10/12/2022,68.699.584,"1.727.111.687,40",18.933.548,"500.047.313,23",9.563.512,"198.128.650,80",9.398.020,"192.823.093,00"
10/11/2022,22.134.900,"823.507.644,00",26.518.849,"694.196.160,73",17.595.015,"489.936.886,75",17.428.815,"478.094.316,75"
10/10/2022,32.313.067,"821.004.626,70",14.496.127,"413.349.753,70",17.646.426,"600.403.585,20",15.395.226,"405.757.692,50"
10/07/2022,46.455.069,"1.328.469.923,14",45.098.752,"1.088.200.859,25",33.669.470,"1.047.764.877,60",33.674.470,"1.046.581.697,60"
10/06/2022,17.556.540,"556.596.718,90",28.758.612,"708.346.897,03",9.317.900,"293.871.657,00",5.390.200,"199.753.061,00"
10/05/2022,35.478.113,"1.093.496.457,00",30.558.021,"913.936.926,46",3.540.900,"95.273.033,00",754.000,"12.426.283,00"
10/04/2022,27.556.840,"802.721.382,00",47.754.664,"1.253.202.987,83",12.537.600,"358.583.921,80",6.053.500,"235.644.541,80"
10/03/2022,11.663.688,"451.046.979,95",34.029.476,"998.485.071,65",12.707.740,"459.712.416,60",9.872.740,"384.231.796,60"
09/30/2022,44.431.396,"1.357.046.864,70",33.479.658,"1.074.166.012,67",19.597.700,"553.992.138,40",7.878.160,"422.862.858,40"
09/29/2022,13.479.601,"470.035.808,20",21.092.640,"633.228.327,07",7.954.700,"193.103.874,40",3.481.200,"159.440.076,60"
09/28/2022,17.356.571,"540.503.376,10",17.093.075,"573.263.943,40",4.887.200,"202.583.927,40",4.507.200,"169.426.527,40"
09/27/2022,13.793.986,"382.981.629,50",22.914.413,"764.183.963,10",8.530.947,"295.866.186,85",8.752.147,"299.215.436,85"
09/26/2022,24.732.127,"741.551.490,00",43.605.737,"1.314.728.539,17",9.506.840,"306.521.165,00",4.976.840,"194.652.165,00"
09/23/2022,11.390.354,"365.242.981,80",20.142.973,"610.885.078,55",8.495.696,"373.369.540,80",11.745.696,"474.514.540,80"
09/22/2022,16.058.770,"495.411.734,00",26.663.848,"895.523.424,66",6.373.500,"254.801.324,30",7.252.200,"334.007.574,30"
09/21/2022,11.691.188,"404.907.305,00",18.031.649,"535.619.030,70",5.352.900,"260.469.173,80",4.102.900,"235.249.873,80"
09/20/2022,21.813.483,"758.250.196,95",11.328.928,"349.594.414,90",10.894.500,"364.011.128,00",8.944.500,"324.959.328,00"
09/19/2022,18.288.350,"673.341.170,30",16.185.147,"515.426.492,65",4.888.819,"133.435.325,00",4.288.819,"118.187.025,00"
09/16/2022,50.294.663,"1.979.144.328,55",73.970.016,"2.326.149.241,33",1.276.000,"101.697.500,00",6.184.000,"180.900.500,00"
09/15/2022,14.217.211,"561.232.636,55",25.426.558,"892.216.548,12",6.182.027,"244.305.514,40",6.082.027,"241.585.514,40"
09/14/2022,26.791.322,"722.146.675,20",20.305.387,"712.795.328,60",2.278.260,"98.164.869,50",2.778.260,"108.420.969,50"
09/13/2022,22.190.076,"795.019.902,30",32.278.515,"1.071.097.925,30",3.057.200,"132.625.864,00",1.480.200,"94.268.310,00"
09/12/2022,20.240.162,"686.716.569,10",14.300.033,"529.301.695,23",1.489.000,"85.831.185,00",436.000,"23.176.830,00"
09/09/2022,19.429.100,"652.543.782,00",15.328.300,"485.032.158,00",1.493.300,"50.695.152,10",123.300,"16.016.402,10"
09/08/2022,17.450.300,"554.868.178,00",16.815.600,"470.088.253,00",1.931.500,"140.566.913,00",881.500,"59.418.913,00"
09/07/2022,12.997.400,"457.921.888,00",31.044.900,"922.830.531,00",2.150.100,"110.666.228,50",2.150.100,"110.666.228,50"
09/06/2022,14.234.800,"472.756.083,00",21.776.200,"716.184.599,00",1.347.100,"91.997.080,00",1.249.100,"84.725.480,00"
09/05/2022,14.882.500,"541.094.350,00",20.355.700,"704.319.920,00",1.928.000,"165.070.537,00",3.657.900,"301.094.577,00"
08/31/2022,18.737.100,"606.783.023,00",18.532.700,"688.464.832,00",1.279.300,"99.731.695,20",3.515.100,"205.637.015,20"
08/30/2022,14.504.300,"563.056.740,00",16.289.000,"563.631.008,00",783.200,"63.555.640,00",898.384,"72.952.280,80"
08/29/2022,11.546.700,"430.029.371,00",22.753.900,"772.469.564,00",3.266.100,"171.279.915,00",3.866.100,"200.467.515,00"
08/26/2022,9.480.000,"397.911.780,00",15.669.900,"487.578.838,00",7.178.100,"148.901.690,00",7.278.100,"152.853.590,00"
08/25/2022,15.997.400,"559.123.381,00",12.649.800,"514.288.491,00",6.713.896,"119.452.876,60",2.388.896,"69.437.296,60"
08/24/2022,13.716.200,"520.093.208,00",19.725.400,"714.101.160,00",1.802.600,"167.903.192,00",1.892.700,"97.911.264,60"
08/23/2022,19.915.000,"666.267.129,00",21.233.000,"726.683.897,00",2.076.300,"114.969.492,00",2.591.010,"98.699.419,10"
08/22/2022,11.412.800,"427.614.096,00",22.186.000,"635.177.206,00",559.595,"52.743.610,80",184.595,"10.556.110,80"
08/19/2022,18.416.400,"717.283.487,00",25.548.000,"833.670.054,00",2.162.200,"127.344.281,00",5.697.000,"170.625.281,00"
08/18/2022,25.320.400,"955.013.365,00",18.583.100,"799.801.752,00",3.980.400,"217.282.952,60",3.640.529,"210.676.409,96"
08/17/2022,24.846.700,"846.863.663,00",23.851.300,"862.561.623,00",146.820,"11.478.640,00",146.820,"11.478.640,00"
08/16/2022,35.010.800,"1.005.933.455,00",15.897.300,"578.042.183,00",5.790.278,"258.656.108,40",4.930.334,"229.285.039,20"
08/15/2022,23.375.900,"770.704.663,00",20.198.000,"795.877.193,00",3.929.300,"282.782.692,00",2.749.373,"172.493.981,50"
08/12/2022,22.963.800,"738.730.892,00",14.525.400,"597.728.430,00",3.254.200,"131.284.580,00",3.354.200,"138.449.980,00"
08/11/2022,27.729.200,"908.583.198,00",24.007.000,"819.868.184,00",4.749.900,"234.178.247,80",3.569.940,"205.802.363,80"
08/10/2022,12.060.700,"423.167.586,00",11.494.700,"398.908.975,00",4.276.200,"170.301.639,80",1.936.200,"123.550.819,80"
08/09/2022,16.699.500,"547.775.520,00",15.722.800,"572.038.923,00",3.640.500,"128.610.215,90",4.525.900,"159.145.734,40"
08/08/2022,15.701.200,"552.936.110,00",20.907.300,"767.938.269,00",8.353.200,"236.508.088,40",2.931.300,"135.914.120,40"
08/05/2022,25.746.700,"844.972.910,00",36.361.900,"1.146.789.551,00",12.557.800,"357.220.970,00",7.499.661,"350.935.893,20"
08/04/2022,33.880.300,"1.237.968.383,00",29.789.700,"982.135.358,00",3.129.900,"126.885.101,00",11.849.960,"354.781.201,00"
08/03/2022,38.509.600,"1.224.549.216,00",15.127.200,"571.544.596,00",5.706.240,"307.954.857,00",9.001.240,"325.558.957,00"
08/02/2022,38.796.300,"1.232.101.369,00",18.285.100,"669.235.931,00",2.386.500,"127.218.257,40",9.986.500,"320.909.957,40"
08/01/2022,39.374.700,"1.282.262.317,00",16.501.600,"639.646.377,00",2.877.700,"156.685.746,30",2.217.700,"145.076.586,30"
07/29/2022,28.906.600,"964.228.388,00",15.344.400,"567.032.010,00",7.081.800,"544.132.394,40",9.173.200,"608.297.134,40"
07/28/2022,25.203.200,"814.929.757,00",15.817.400,"498.485.703,00",8.917.100,"577.667.082,90",3.617.100,"233.167.082,90"
07/27/2022,11.149.500,"360.539.579,00",13.487.000,"360.953.528,00",14.606.732,"866.616.802,40",5.113.832,"247.677.835,24"
07/26/2022,9.999.200,"368.914.377,00",10.123.100,"323.899.546,00",6.031.400,"157.814.908,90",3.331.400,"155.939.108,90"
07/25/2022,14.248.800,"571.785.392,00",14.207.100,"420.008.969,00",3.791.700,"216.500.422,80",2.191.700,"174.741.922,80"
07/22/2022,19.691.700,"774.020.503,00",13.355.000,"438.526.325,00",4.610.731,"241.441.207,35",3.251.276,"205.422.128,40"
07/21/2022,25.213.000,"882.946.443,00",14.776.600,"513.086.438,00",3.549.800,"221.666.342,00",2.480.320,"196.813.102,00"
07/20/2022,21.146.900,"760.100.235,00",16.922.300,"575.504.906,00",4.236.540,"194.739.340,30",3.068.580,"183.520.333,18"
07/19/2022,11.676.100,"479.712.364,00",23.657.000,"759.496.097,00",2.602.600,"208.028.567,20",3.642.740,"234.272.248,20"
07/18/2022,14.207.800,"495.855.942,00",16.234.500,"598.613.667,00",3.349.560,"178.282.351,76",3.199.560,"189.907.301,76"
07/15/2022,19.753.800,"608.365.884,00",25.253.500,"795.153.733,00",1.566.740,"102.552.562,20",12.631.230,"421.149.847,20"
07/14/2022,16.771.300,"527.764.648,00",12.515.600,"386.167.645,00",10.473.700,"216.135.339,90",2.193.920,"145.916.767,90"
07/13/2022,13.658.800,"434.738.658,00",23.281.100,"793.530.955,00",2.836.900,"91.241.919,30",9.836.900,"295.641.919,30"
07/12/2022,15.139.500,"467.854.819,00",23.363.700,"753.510.038,00",4.945.180,"201.818.930,60",3.542.680,"164.305.670,00"
07/11/2022,14.214.300,"542.759.331,00",15.852.200,"536.029.539,00",2.657.900,"134.989.573,20",2.057.900,"119.543.573,20"
07/08/2022,18.825.700,"661.272.513,00",36.204.100,"1.090.574.302,00",2.765.800,"147.690.486,60",1.634.500,"123.152.946,60"
07/07/2022,26.614.900,"933.049.472,00",14.118.200,"450.464.556,00",2.737.300,"164.528.541,00",1.637.300,"138.104.641,00"
07/06/2022,19.072.500,"652.953.075,00",40.434.400,"1.420.094.954,00",11.556.900,"504.870.470,70",9.283.916,"450.610.498,30"
07/05/2022,14.919.100,"586.055.021,00",21.231.100,"876.905.387,00",12.959.700,"350.238.404,80",7.779.759,"260.484.946,50"
07/04/2022,15.011.600,"605.752.074,00",17.992.500,"734.151.783,00",1.359.800,"130.171.100,00",1.159.800,"124.210.800,00"
07/01/2022,21.598.600,"714.252.059,00",18.807.500,"779.961.367,00",7.779.200,"277.337.887,60",7.543.800,"294.796.097,60"
06/30/2022,22.719.100,"810.373.228,00",22.129.400,"810.342.045,00",2.144.300,"136.245.133,40",2.089.466,"129.778.879,80"
06/29/2022,22.726.700,"868.459.078,00",23.261.900,"912.671.031,00",4.851.208,"423.182.610,41",8.446.248,"569.317.354,41"
06/28/2022,30.917.100,"1.125.077.335,00",26.215.700,"1.033.915.706,00",3.124.500,"214.379.605,00",2.269.000,"162.000.980,00"
06/27/2022,26.879.500,"923.796.620,00",15.448.800,"691.750.615,00",1.859.300,"181.135.881,00",2.009.300,"185.211.981,00"
06/24/2022,20.198.000,"712.706.107,00",23.664.600,"808.626.023,00",2.611.500,"155.631.638,20",2.371.500,"122.517.138,20"
06/23/2022,28.142.500,"905.165.182,00",16.390.300,"548.172.323,00",10.616.725,"461.318.102,38",3.559.709,"234.726.742,88"
06/22/2022,26.919.700,"924.675.635,00",21.284.100,"908.463.723,00",7.615.700,"380.247.483,00",7.615.700,"380.247.483,00"
06/21/2022,47.150.200,"1.532.940.422,00",35.624.900,"1.078.998.334,00",4.858.100,"210.432.326,00",5.473.100,"219.435.311,00"
06/20/2022,28.542.400,"1.135.264.411,00",53.634.600,"1.739.583.739,00",2.323.219,"169.439.429,60",2.403.469,"170.688.148,10"
06/17/2022,61.399.400,"1.830.637.179,00",39.091.900,"1.490.384.850,00",17.910.000,"726.874.640,00",18.230.060,"762.956.320,00"
06/16/2022,37.873.000,"1.425.970.833,00",19.792.400,"765.475.719,00",3.524.400,"216.654.620,80",3.874.400,"222.219.270,80"
06/15/2022,24.937.300,"972.956.631,00",33.781.300,"1.209.288.810,00",11.911.100,"555.489.934,20",11.771.700,"535.276.934,20"
06/14/2022,90.118.300,"3.579.281.941,00",65.000.300,"2.788.686.368,00",7.303.200,"791.970.192,80",7.303.200,"791.970.192,80"
06/13/2022,63.567.500,"2.705.855.136,00",88.095.800,"2.914.996.142,00",17.105.100,"933.706.790,00",16.401.000,"824.571.290,00"
06/10/2022,19.972.400,"778.240.386,00",18.772.200,"681.913.046,00",1.853.700,"198.805.800,00",1.830.600,"198.119.730,00"
06/09/2022,26.431.800,"1.003.019.856,00",20.029.300,"863.226.354,00",3.585.000,"204.311.360,00",2.705.085,"178.413.410,00"
06/08/2022,30.038.600,"1.290.540.219,00",23.168.300,"1.039.620.140,00",3.883.800,"175.212.823,00",2.154.100,"140.884.113,00"
06/07/2022,32.630.300,"1.372.770.037,00",28.813.400,"1.204.144.318,00",5.167.400,"353.000.915,00",4.007.515,"321.815.489,00"
06/06/2022,32.348.000,"1.528.658.771,00",37.475.100,"1.524.440.229,00",7.778.640,"513.985.043,00",5.498.642,"449.168.595,00"
06/03/2022,12.703.800,"521.861.260,00",17.703.900,"711.458.671,00",2.098.860,"214.947.468,00",2.098.860,"214.947.468,00"
06/02/2022,15.989.200,"711.507.993,00",33.409.100,"1.293.347.100,00",4.318.550,"319.604.278,90",4.123.633,"295.105.500,64"
06/01/2022,32.255.500,"1.473.722.269,00",23.284.600,"905.904.952,00",4.120.300,"281.768.705,40",3.420.300,"260.962.705,40"
05/31/2022,29.247.300,"1.173.673.625,00",26.866.600,"1.036.677.566,00",20.566.800,"821.776.812,80",12.056.957,"584.588.411,10"
05/30/2022,27.318.100,"976.221.691,00",17.020.100,"699.458.109,00",51.968.700,"2.336.964.180,00",13.202.400,"933.400.700,00"
05/27/2022,24.140.600,"1.011.696.719,00",24.230.300,"990.995.730,00",8.684.100,"297.320.575,00",5.281.600,"214.950.975,00"
05/26/2022,25.090.300,"927.723.386,00",32.776.500,"1.210.414.701,00",4.634.200,"209.115.334,50",4.534.400,"205.069.770,00"
05/25/2022,26.528.900,"915.071.142,00",23.272.100,"891.914.873,00",2.329.100,"89.104.170,00",2.349.141,"89.798.590,65"
05/24/2022,62.715.800,"2.272.615.256,00",60.262.400,"1.877.688.636,00",6.080.000,"144.475.200,00",6.200.242,"145.915.153,50"
05/23/2022,21.282.500,"715.222.874,00",33.012.800,"1.174.238.454,00",4.325.100,"180.172.880,00",2.865.046,"144.614.777,20"
05/20/2022,21.668.500,"742.621.431,00",31.637.800,"1.151.104.667,00",4.016.800,"133.434.270,00",4.016.800,"133.434.270,00"
05/19/2022,26.314.800,"1.056.563.389,00",30.673.000,"1.145.734.255,00",11.766.785,"507.695.540,15",11.806.785,"511.775.540,15"
05/18/2022,41.422.700,"1.560.492.396,00",40.190.800,"1.364.131.473,00",3.081.700,"88.574.970,00",3.601.720,"135.616.511,00"
05/17/2022,42.728.200,"1.439.722.654,00",42.115.500,"1.509.311.457,00",7.342.300,"176.367.505,00",7.342.300,"176.367.505,00"
05/16/2022,39.285.100,"1.303.717.754,00",30.581.400,"1.107.756.377,00",1.737.400,"113.524.989,80",1.737.400,"113.524.989,80"
05/13/2022,41.589.000,"1.585.925.153,00",43.039.700,"1.615.669.216,00",34.555.400,"1.141.850.904,50",13.297.464,"561.459.190,70"
05/12/2022,16.391.500,"721.736.375,00",23.470.000,"829.283.226,00",14.741.800,"844.558.214,40",14.761.806,"845.055.363,50"
05/11/2022,22.544.800,"923.148.608,00",28.419.300,"1.065.578.241,00",6.656.700,"326.029.099,80",5.940.700,"283.507.104,80"
05/10/2022,48.699.600,"1.683.526.059,00",25.078.900,"933.116.516,00",10.785.500,"467.964.149,00",12.525.612,"482.554.719,85"
05/09/2022,31.035.700,"1.279.932.034,00",18.161.800,"686.961.311,00",11.353.800,"533.899.580,00",11.873.820,"547.669.074,00"
05/06/2022,29.029.900,"1.177.084.292,00",28.352.800,"1.150.940.114,00",2.414.800,"179.210.960,00",2.315.000,"205.322.610,00"
05/05/2022,27.784.500,"1.176.154.456,00",21.452.100,"824.148.609,00",3.872.740,"358.752.198,00",4.372.740,"401.752.198,00"
05/04/2022,9.950.000,"378.494.476,00",18.134.800,"656.385.175,00",2.533.000,"206.365.526,00",3.533.000,"254.265.526,00"
04/29/2022,24.318.800,"1.021.492.082,00",23.921.900,"1.117.207.151,00",32.459.800,"2.710.073.226,00",29.777.210,"2.521.132.256,00"
04/28/2022,19.665.200,"882.944.256,00",33.485.000,"1.230.951.716,00",4.368.900,"290.456.780,00",4.039.600,"283.969.570,00"
04/27/2022,22.703.500,"1.116.881.255,00",36.608.800,"1.386.598.971,00",8.047.206,"475.046.414,90",8.127.406,"479.950.644,90"
04/26/2022,61.876.800,"2.271.639.110,00",25.684.600,"1.249.246.133,00",9.883.520,"507.641.528,00",9.923.620,"512.825.528,00"
04/25/2022,26.527.400,"1.137.754.167,00",27.991.400,"1.033.494.314,00",25.326.800,"1.034.249.875,00",19.026.272,"907.580.775,00"
04/22/2022,45.380.500,"2.073.374.586,00",25.418.800,"1.176.923.079,00",18.859.600,"1.247.859.240,00",17.486.600,"1.229.931.740,00"
04/21/2022,55.851.700,"2.106.166.594,00",23.721.200,"1.190.925.572,00",8.042.200,"241.669.917,00",6.562.299,"217.113.448,83"
04/20/2022,44.507.900,"1.585.912.682,00",20.983.600,"1.142.725.789,00",6.803.000,"233.759.977,00",7.323.040,"244.596.041,00"
04/19/2022,34.370.200,"1.418.882.156,00",22.685.800,"1.143.881.514,00",13.605.578,"838.698.353,00",13.605.578,"838.698.353,00"
04/18/2022,26.736.900,"1.057.539.030,00",23.969.400,"1.097.274.070,00",7.926.100,"340.769.785,00",4.916.100,"267.358.735,00"
04/15/2022,17.166.800,"835.149.780,00",16.881.000,"770.634.553,00",4.727.000,"381.031.470,00",4.372.286,"326.437.503,88"
04/14/2022,14.221.700,"796.437.932,00",22.196.400,"1.027.877.415,00",1.978.400,"215.593.430,00",1.978.400,"215.593.430,00"
04/13/2022,21.492.000,"893.324.190,00",16.974.400,"898.752.713,00",11.022.000,"1.636.701.334,40",1.662.400,"140.869.234,40"
04/12/2022,15.467.800,"717.192.882,00",26.279.000,"1.083.109.366,00",11.940.790,"644.920.453,00",7.630.740,"538.992.188,00"
04/08/2022,14.607.700,"758.707.056,00",25.333.600,"1.068.677.155,00",7.034.000,"577.046.017,00",7.364.024,"586.339.130,55"
04/07/2022,15.072.200,"737.485.131,00",29.795.100,"1.217.250.773,00",10.670.600,"981.921.070,00",11.048.700,"978.238.770,00"
04/06/2022,22.504.200,"1.153.486.556,00",22.227.500,"1.052.892.231,00",1.812.000,"161.575.385,50",1.704.300,"148.500.605,50"
04/05/2022,13.923.400,"602.639.865,00",20.237.300,"857.671.438,00",4.792.200,"260.988.350,50",5.792.200,"283.061.350,50"
04/04/2022,19.860.600,"1.078.253.665,00",24.686.500,"1.139.729.309,00",12.328.950,"478.810.857,90",11.239.550,"428.231.631,60"
04/01/2022,25.995.000,"1.300.311.081,00",19.920.500,"881.493.429,00",10.042.400,"336.661.444,00",10.840.946,"354.210.073,40"
03/31/2022,17.660.400,"1.041.252.446,00",16.052.800,"720.883.165,00",4.036.500,"168.896.880,00",4.042.200,"166.801.730,00"
03/30/2022,18.758.500,"1.088.107.497,00",19.755.100,"997.623.533,00",7.402.600,"424.416.758,90",5.864.900,"367.542.986,80"
03/29/2022,17.720.300,"902.830.331,00",20.021.900,"1.088.700.201,00",7.011.970,"532.054.554,30",4.377.880,"291.517.590,30"
03/28/2022,17.799.200,"901.631.934,00",20.230.900,"951.548.975,00",5.149.800,"349.046.668,10",5.619.500,"387.125.568,10"
03/25/2022,21.274.900,"1.020.250.087,00",18.089.800,"1.041.588.597,00",9.029.900,"334.116.395,80",9.529.900,"345.037.395,80"
03/24/2022,20.027.300,"1.224.337.693,00",24.994.600,"1.311.723.343,00",4.019.200,"177.731.400,00",4.539.208,"190.189.002,40"
03/23/2022,33.020.500,"1.806.678.649,00",19.085.700,"982.968.628,00",34.288.609,"2.059.973.706,70",32.058.634,"1.862.433.375,85"
03/22/2022,22.820.300,"1.360.973.563,00",19.414.300,"933.540.746,00",6.830.400,"308.464.905,00",5.413.500,"217.216.405,00"
03/21/2022,29.145.900,"1.285.572.148,00",7.405.300,"355.233.187,00",7.700.400,"363.899.640,00",4.150.400,"214.437.140,00"
03/18/2022,70.649.400,"3.322.766.554,00",71.087.000,"3.545.344.397,00",2.304.500,"105.961.574,00",2.804.500,"120.961.574,00"
03/17/2022,26.095.800,"1.158.719.280,00",22.773.800,"1.023.448.171,00",4.389.200,"317.112.064,00",4.642.100,"327.060.204,20"
03/16/2022,18.425.600,"854.583.369,00",25.938.800,"1.146.901.974,00",4.012.203,"310.017.165,00",4.092.277,"320.814.385,48"
