Ngày,KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND)
01/08/2021,27.254.800,"957.636.734,00",34.828.500,"1.276.934.676,00",9.973.360,"303.963.890,50",8.427.153,"303.369.944,50"
01/07/2021,29.688.900,"911.754.564,00",32.956.000,"1.255.282.404,00",10.070.000,"306.592.645,40",6.770.000,"264.823.745,40"
01/06/2021,27.613.600,"1.091.124.369,00",24.459.900,"869.159.357,00",16.523.100,"787.314.672,00",14.775.900,"770.042.172,00"
01/05/2021,32.659.400,"1.199.369.552,00",19.877.800,"653.931.022,00",7.388.800,"290.707.629,70",6.508.830,"276.668.620,70"
01/04/2021,15.397.200,"547.455.233,00",27.035.700,"967.913.929,00",8.214.690,"256.716.805,40",6.800.924,"193.892.859,20"
12/31/2020,13.811.850,"378.484.791,00",7.589.280,"243.485.189,60",4.725.430,"121.393.197,50",572.580,"51.748.476,00"
12/30/2020,15.842.640,"500.353.275,70",22.977.510,"806.575.282,40",5.268.460,"203.223.677,76",3.904.180,"180.631.316,66"
12/29/2020,19.624.180,"644.096.544,10",18.203.300,"567.246.899,80",3.359.510,"96.981.195,67",8.941.820,"530.521.236,67"
12/28/2020,16.911.460,"540.282.583,90",31.325.160,"978.847.610,20",9.521.420,"190.995.353,42",4.768.420,"98.561.853,42"
12/25/2020,11.472.550,"271.232.209,50",15.898.310,"506.057.388,70",48.000,"1.420.656,00",48.000,"1.420.656,00"
12/24/2020,16.105.680,"542.411.134,00",21.298.240,"636.840.106,50",2.197.440,"101.120.869,16",1.427.440,"69.813.269,16"
12/23/2020,17.334.380,"671.966.547,40",29.989.380,"852.234.781,60",8.364.023,"288.964.931,00",7.169.606,"264.977.217,30"
12/22/2020,20.324.550,"611.177.045,70",25.146.020,"679.444.654,70",4.738.780,"155.323.643,81",4.438.780,"154.704.893,81"
12/21/2020,20.092.010,"700.058.885,70",24.895.920,"680.016.008,90",10.146.630,"186.269.963,13",4.096.630,"88.957.263,13"
12/18/2020,33.557.590,"1.268.500.341,40",34.827.450,"1.319.746.351,10",13.850.930,"285.309.490,85",13.200.930,"277.177.740,85"
12/17/2020,15.726.350,"626.775.001,40",41.494.810,"1.490.851.623,50",10.798.440,"233.336.039,90",6.806.350,"160.735.477,90"
12/16/2020,18.604.010,"709.062.852,50",31.489.240,"998.788.684,60",8.371.930,"136.029.538,04",2.092.605,"61.637.878,04"
12/15/2020,19.641.360,"757.123.647,80",48.387.500,"1.738.358.153,60",17.088.240,"312.878.812,80",4.318.244,"133.186.727,20"
12/14/2020,21.805.810,"865.929.322,80",29.852.840,"950.087.556,70",19.749.300,"434.123.238,50",25.883.574,"811.098.169,64"
12/11/2020,19.228.180,"768.736.557,70",25.282.590,"774.117.830,70",20.893.257,"760.700.982,88",1.457.520,"71.500.357,88"
12/10/2020,14.292.900,"605.064.747,30",28.325.030,"859.227.663,30",23.014.890,"688.596.787,00",4.554.894,"167.785.487,40"
12/09/2020,19.155.510,"662.325.887,90",22.042.490,"665.788.682,20",6.327.600,"187.315.458,00",5.267.600,"157.013.658,00"
12/08/2020,19.212.320,"580.239.753,00",25.732.000,"728.008.316,20",8.517.170,"217.866.108,69",3.317.170,"136.542.108,69"
12/07/2020,22.061.810,"681.682.617,30",18.463.760,"543.447.570,60",3.588.190,"132.144.725,00",748.190,"30.165.125,00"
12/04/2020,23.351.940,"747.465.822,40",28.301.030,"805.894.107,00",4.437.590,"158.419.923,45",4.257.596,"155.336.492,75"
12/03/2020,29.315.650,"887.377.730,80",19.274.250,"526.581.988,10",6.610.530,"215.149.627,11",3.820.530,"160.982.137,11"
12/02/2020,27.917.630,"909.090.650,20",22.511.990,"609.736.113,70",7.001.760,"252.143.117,32",70.393.351,"1.516.151.823,82"
12/01/2020,29.822.740,"921.020.020,60",19.609.700,"603.992.970,00",14.186.890,"310.289.371,48",5.183.510,"215.222.789,48"
11/30/2020,19.123.940,"772.713.315,50",30.047.930,"1.044.339.508,10",23.991.370,"511.325.592,67",2.840.614,"150.574.504,21"
11/27/2020,14.943.380,"539.792.520,90",22.873.100,"696.857.637,60",32.406.141,"922.137.491,26",17.126.148,"672.599.334,16"
11/26/2020,13.093.710,"407.130.412,70",20.490.820,"669.923.381,50",14.166.642,"326.644.558,00",21.373.522,"540.607.358,00"
11/25/2020,17.158.920,"524.381.596,80",23.763.020,"701.391.041,00",5.311.540,"130.790.112,00",4.485.464,"106.094.257,20"
11/24/2020,25.242.360,"772.990.601,30",24.947.030,"719.922.863,80",4.140.314,"154.098.499,63",2.754.056,"67.900.416,77"
11/23/2020,17.008.160,"593.058.267,70",19.208.720,"576.987.685,30",7.689.370,"400.078.357,11",6.187.020,"254.784.884,61"
11/20/2020,18.533.130,"628.820.463,00",19.364.210,"576.789.428,20",3.343.390,"94.998.424,25",1.923.390,"44.462.184,25"
11/19/2020,25.002.560,"944.085.117,50",19.575.480,"636.634.038,40",1.755.000,"119.756.500,00",900.000,"22.794.000,00"
11/18/2020,18.635.820,"639.314.874,30",15.603.240,"429.561.503,30",3.540.520,"348.010.444,00",2.540.520,"86.010.444,00"
11/17/2020,16.607.610,"522.383.626,50",22.777.150,"638.571.762,70",10.769.482,"240.094.709,08",10.246.341,"237.349.679,16"
11/16/2020,18.838.100,"638.615.123,70",30.954.090,"1.046.790.221,20",1.943.331,"53.861.250,80",1.510.331,"52.985.753,80"
11/13/2020,15.020.650,"460.629.089,70",19.007.940,"548.110.785,60",6.783.000,"366.490.150,00",3.727.000,"85.578.750,00"
11/12/2020,10.375.800,"316.506.939,10",15.484.910,"459.020.466,10",2.803.000,"71.325.600,00",2.140.009,"50.472.833,00"
11/11/2020,17.257.600,"546.544.818,70",34.183.550,"1.139.703.727,70",2.150.000,"60.321.350,00",1.770.000,"50.203.850,00"
11/10/2020,18.499.850,"578.719.703,90",39.204.160,"1.304.483.857,70",2.300.197,"79.614.561,61",4.561.163,"120.347.870,23"
11/09/2020,18.029.760,"595.497.860,30",24.128.940,"889.122.563,20",3.066.940,"149.843.295,18",2.506.940,"83.662.855,18"
11/06/2020,10.385.970,"352.970.711,00",17.448.630,"557.775.092,90",1.319.710,"100.015.723,85",639.710,"48.665.623,85"
11/05/2020,10.881.120,"361.673.957,50",12.771.450,"416.029.588,80",3.379.714,"206.187.667,55",2.484.714,"130.845.667,55"
11/04/2020,8.359.970,"228.231.258,80",26.493.790,"851.981.583,10",1.889.420,"60.029.292,32",3.008.294,"71.824.999,63"
11/03/2020,8.835.010,"244.587.684,10",24.526.170,"935.915.977,40",1.428.229,"122.372.416,77",1.389.299,"96.809.777,16"
11/02/2020,8.714.860,"245.390.695,80",17.653.110,"737.435.250,20",272.900,"9.564.750,00",337.900,"9.296.250,00"
10/30/2020,13.127.230,"424.090.670,80",26.832.410,"975.398.458,10",2.537.290,"156.560.343,60",2.737.290,"169.545.343,60"
10/29/2020,16.712.780,"469.858.279,60",15.994.060,"807.581.815,00",2.868.660,"109.585.204,60",2.868.660,"109.585.204,60"
10/28/2020,12.991.460,"347.240.278,50",21.006.230,"828.775.756,70",11.460.849,"359.055.172,52",10.860.849,"350.759.172,52"
10/27/2020,12.376.090,"379.872.168,80",15.479.580,"583.833.818,60",23.010.721,"557.787.347,70",21.774.721,"521.175.347,70"
10/26/2020,7.453.670,"247.145.055,20",15.497.130,"590.987.495,60",2.415.740,"77.639.931,74",3.984.050,"151.884.581,07"
10/23/2020,10.214.270,"332.629.593,20",19.652.370,"714.161.895,30",35.700.907,"832.807.945,79",34.438.907,"702.418.845,79"
10/22/2020,9.736.110,"259.246.197,10",22.425.390,"860.789.069,30",18.436.561,"280.912.340,59",18.462.561,"284.284.540,59"
10/21/2020,13.597.280,"376.696.958,50",20.112.930,"678.894.694,70",7.928.040,"199.085.391,25",10.545.990,"268.375.449,75"
10/20/2020,18.425.510,"466.434.343,80",21.638.830,"844.152.162,90",7.553.807,"257.909.248,11",38.829.733,"805.084.839,79"
10/19/2020,11.153.370,"334.634.455,60",22.845.460,"727.894.575,60",9.008.910,"334.421.013,66",7.301.549,"319.013.680,31"
10/16/2020,11.902.190,"384.484.591,30",22.008.100,"705.365.056,60",16.133.660,"447.301.213,87",18.615.669,"509.921.488,99"
10/15/2020,16.707.450,"668.296.108,50",27.122.990,"940.872.271,40",13.872.717,"407.985.130,20",11.732.717,"402.730.470,20"
10/14/2020,8.657.830,"285.043.016,90",29.713.690,"867.755.314,70",56.561.971,"5.655.356.601,80",55.121.971,"5.613.535.001,80"
10/13/2020,11.548.310,"303.219.493,40",11.415.510,"371.667.797,10",2.314.081,"109.427.416,40",1.714.081,"65.078.416,40"
10/12/2020,11.205.460,"350.458.685,10",20.779.370,"614.383.715,50",4.381.900,"120.182.415,60",7.911.903,"213.669.656,52"
10/09/2020,10.956.740,"288.347.660,70",11.625.810,"315.808.302,10",5.352.210,"139.907.038,28",5.392.217,"141.124.859,94"
10/08/2020,14.763.970,"361.556.432,30",18.604.440,"421.953.685,30",8.115.162,"275.751.063,28",7.880.162,"275.925.833,28"
10/07/2020,9.653.150,"272.333.367,00",16.709.360,"458.702.936,50",4.524.960,"143.849.484,18",4.864.967,"150.198.445,18"
10/06/2020,14.422.390,"386.767.923,20",13.556.970,"482.826.838,30",8.725.250,"351.476.697,66",8.750.378,"352.626.978,06"
10/05/2020,16.283.640,"340.764.753,80",18.374.860,"530.076.769,30",8.914.570,"176.423.460,00",4.754.581,"125.960.928,70"
10/02/2020,6.730.980,"219.597.147,10",18.575.560,"477.874.340,80",3.582.450,"79.464.640,44",3.582.450,"79.464.640,44"
10/01/2020,5.573.080,"168.575.044,90",15.646.610,"397.301.236,20",2.278.940,"117.352.040,36",2.722.198,"161.965.656,36"
09/30/2020,6.805.120,"153.150.231,20",13.286.590,"419.777.390,10",4.402.272,"93.158.942,66",3.552.272,"81.846.292,66"
09/29/2020,8.913.600,"232.183.216,00",29.339.400,"849.260.365,60",10.410.420,"255.274.791,34",3.167.754,"107.330.947,40"
09/28/2020,9.255.560,"205.024.860,30",18.990.970,"616.964.696,20",6.307.600,"145.871.703,00",5.430.600,"132.999.000,00"
09/25/2020,6.461.060,"219.102.505,80",15.833.620,"404.551.002,10",2.690.550,"38.063.700,00",605.830,"19.707.617,15"
09/24/2020,12.504.730,"291.427.347,50",15.661.890,"423.068.757,60",6.201.520,"168.420.842,06",4.725.520,"143.991.042,06"
09/23/2020,11.952.560,"304.961.523,70",12.178.440,"270.183.576,80",10.192.277,"258.920.858,71",5.622.037,"195.362.178,55"
09/22/2020,13.568.170,"434.562.142,50",11.086.170,"384.599.769,30",4.034.370,"73.033.378,09",534.370,"33.400.678,09"
09/21/2020,13.950.230,"483.409.441,70",13.941.800,"419.512.893,30",3.820.570,"153.214.930,30",2.422.690,"86.412.233,58"
09/18/2020,16.806.600,"539.398.306,70",23.046.400,"673.788.852,00",6.390.450,"229.030.763,45",4.513.120,"193.180.172,34"
09/17/2020,10.770.680,"338.298.972,70",16.440.830,"433.859.719,60",10.371.050,"266.885.448,08",7.622.190,"246.801.311,08"
09/16/2020,6.346.720,"180.720.816,90",13.996.060,"359.032.524,80",823.680,"28.344.163,19",723.680,"27.282.763,19"
09/15/2020,6.882.930,"218.501.119,70",16.035.690,"579.694.690,60",5.361.650,"121.057.253,25",4.470.285,"200.484.990,24"
09/14/2020,10.879.780,"282.623.104,20",24.931.590,"716.310.566,60",1.835.060,"67.912.305,00",2.803.336,"98.659.573,00"
09/11/2020,8.072.220,"217.814.149,60",20.785.670,"619.217.257,20",9.435.480,"283.811.830,40",8.000.760,"254.050.872,50"
09/10/2020,4.469.980,"134.944.388,10",25.115.150,"832.380.829,00",73.414.056,"5.460.904.805,10",5.527.100,"117.664.255,10"
09/09/2020,12.866.640,"328.429.232,60",18.389.220,"550.533.990,00",4.324.810,"70.962.112,74",3.828.210,"54.755.741,74"
09/08/2020,11.709.060,"262.721.044,70",16.315.850,"620.692.874,10",2.749.043,"210.093.993,54",5.959.040,"311.266.199,74"
09/07/2020,11.933.700,"383.971.687,30",16.664.410,"487.456.825,00",2.233.670,"158.765.214,05",1.852.000,"172.000.352,60"
09/04/2020,18.437.380,"616.907.458,80",20.471.680,"768.832.210,80",5.507.610,"262.255.232,07",6.891.670,"309.250.652,15"
09/03/2020,11.426.330,"416.244.076,20",27.969.910,"815.185.605,30",26.049.453,"701.806.641,36",4.150.867,"194.784.170,33"
09/01/2020,8.588.430,"220.061.922,20",16.564.530,"579.770.802,90",5.634.644,"130.280.151,32",6.164.646,"174.612.447,52"
08/31/2020,6.671.700,"278.017.943,10",20.366.880,"563.065.754,90",1.667.600,"53.310.117,71",2.755.789,"152.394.189,36"
08/28/2020,5.973.760,"159.557.360,60",22.660.480,"726.282.483,40",5.234.610,"216.754.577,55",31.655.908,"944.117.342,79"
08/27/2020,8.202.710,"242.626.241,30",15.398.680,"553.559.337,50",13.907.890,"376.942.075,80",6.401.207,"329.092.120,80"
08/26/2020,9.079.340,"364.428.326,70",19.739.130,"706.579.812,50",6.264.650,"184.519.765,82",6.314.650,"193.473.465,82"
08/25/2020,4.475.270,"160.447.937,60",16.748.970,"581.245.324,10",7.785.660,"176.637.671,44",6.974.250,"226.076.191,44"
08/24/2020,8.569.840,"271.251.961,20",20.722.800,"718.583.371,10",11.244.931,"316.122.466,83",7.176.711,"267.205.798,83"
08/21/2020,7.965.510,"235.922.911,90",11.435.410,"470.572.332,70",5.559.571,"149.835.672,88",7.019.579,"173.323.296,80"
08/20/2020,8.448.760,"280.121.620,10",13.394.600,"370.915.604,90",26.123.070,"1.836.028.448,12",10.084.270,"287.368.758,12"
08/19/2020,9.583.210,"259.826.946,40",8.973.420,"273.113.741,60",417.270,"18.870.224,63",617.270,"21.512.224,63"
08/18/2020,8.385.220,"153.042.917,00",10.408.870,"355.555.745,10",1.927.430,"107.269.044,40",5.255.840,"178.772.926,98"
08/17/2020,3.272.270,"92.340.714,30",6.077.850,"162.926.853,30",472.500,"24.584.634,55",572.500,"28.634.634,55"
08/14/2020,4.871.970,"172.841.262,70",18.649.140,"411.611.776,00",3.904.360,"92.440.224,95",1.532.510,"55.494.124,95"
08/13/2020,7.536.130,"247.414.536,90",14.307.620,"402.817.403,10",5.741.000,"186.812.160,00",3.091.000,"150.627.160,00"
08/12/2020,5.646.960,"232.525.640,10",14.679.610,"345.814.629,80",4.987.810,"116.938.664,26",4.093.810,"99.301.634,26"
08/11/2020,6.059.400,"188.290.346,10",13.886.110,"313.827.012,00",7.126.390,"266.514.096,56",7.236.400,"269.025.823,51"
08/10/2020,7.674.510,"192.943.540,20",10.618.140,"375.408.403,60",6.980.644,"164.320.524,50",6.022.044,"151.375.820,10"
08/07/2020,8.506.490,"302.052.068,70",8.054.830,"213.406.886,90",1.157.000,"45.572.842,57",7.179.000,"234.806.942,57"
08/06/2020,10.594.620,"300.766.534,80",10.733.730,"267.144.538,50",1.953.330,"57.489.448,00",1.893.330,"52.815.448,00"
08/05/2020,13.326.570,"337.809.864,10",11.774.320,"334.755.948,20",4.401.520,"184.497.159,50",4.401.520,"181.811.959,50"
08/04/2020,8.387.270,"232.763.143,10",10.637.420,"276.500.486,70",4.800.449,"160.410.410,46",6.700.449,"237.673.350,46"
08/03/2020,14.325.100,"307.858.631,70",8.711.780,"289.140.597,00",537.280,"56.601.690,00",2.003.280,"71.793.290,00"
07/31/2020,7.843.990,"232.797.019,40",11.312.220,"320.956.698,70",7.478.040,"208.476.261,81",9.078.040,"246.080.761,81"
07/30/2020,10.884.450,"348.474.864,60",13.245.520,"358.943.685,60",2.663.691,"120.973.042,14",1.403.696,"92.462.468,14"
07/29/2020,15.866.040,"437.080.133,50",11.693.190,"345.352.847,90",12.424.606,"217.149.731,40",1.400.000,"19.027.400,00"
07/28/2020,21.414.540,"542.070.469,40",10.598.290,"357.312.888,00",2.395.460,"73.670.317,04",1.247.740,"61.107.493,24"
07/27/2020,21.976.970,"521.025.971,10",5.663.500,"256.441.425,80",7.209.038,"184.659.570,44",4.550.908,"163.037.929,44"
07/24/2020,18.700.670,"501.584.704,90",13.408.220,"301.915.897,90",7.053.730,"180.595.262,32",2.593.730,"111.649.662,32"
07/23/2020,7.538.200,"299.335.983,40",12.493.070,"373.780.643,20",5.054.610,"120.642.004,95",2.027.610,"95.066.604,95"
07/22/2020,7.435.590,"266.638.941,40",14.278.270,"422.484.170,10",1.680.030,"73.312.410,81",1.744.380,"78.699.633,31"
07/21/2020,9.590.690,"355.351.655,70",22.631.760,"684.098.020,30",4.103.070,"177.609.313,14",3.603.070,"163.864.813,14"
07/20/2020,4.121.800,"152.313.825,40",14.263.140,"376.283.658,40",3.911.200,"158.951.525,72",3.811.200,"155.811.525,72"
07/17/2020,8.480.390,"224.957.842,90",7.600.780,"240.881.775,50",1.790.580,"64.308.727,11",1.570.580,"57.559.727,11"
07/16/2020,8.433.020,"354.388.565,60",11.706.020,"380.794.436,60",6.702.719,"204.786.278,14",4.438.109,"176.680.936,14"
07/15/2020,6.648.510,"303.503.243,80",14.001.000,"486.953.122,20",7.130.000,"224.415.730,00",3.380.000,"141.005.530,00"
07/14/2020,5.025.440,"190.983.748,70",10.114.950,"266.436.887,20",1.812.964,"75.895.345,21",2.232.972,"72.402.746,81"
07/13/2020,8.361.320,"294.929.718,00",17.217.880,"426.893.988,00",7.713.212,"222.616.020,71",7.773.162,"205.784.096,81"
07/10/2020,8.448.400,"235.062.293,50",15.099.600,"407.521.556,50",12.113.404,"470.349.095,87",12.698.804,"544.572.525,87"
07/09/2020,11.722.900,"424.786.311,50",13.966.580,"544.662.489,10",5.488.588,"282.818.788,60",7.738.588,"334.318.788,60"
07/08/2020,4.482.200,"166.804.738,30",10.255.880,"356.140.555,90",4.855.898,"198.736.171,78",8.740.274,"329.139.798,58"
07/07/2020,14.283.780,"511.571.491,00",15.607.860,"496.379.057,10",8.733.599,"336.597.473,97",8.260.299,"282.439.388,67"
07/06/2020,12.274.900,"491.511.783,10",14.519.610,"469.195.601,10",3.863.768,"180.446.645,30",3.323.783,"176.784.347,19"
07/03/2020,11.261.250,"369.225.965,70",13.641.410,"317.114.092,30",5.212.956,"199.237.813,49",5.522.936,"112.011.872,30"
07/02/2020,7.081.000,"220.310.281,70",13.616.830,"332.108.856,70",5.316.070,"305.173.320,50",7.764.370,"364.210.650,50"
07/01/2020,10.809.740,"215.035.104,20",9.266.600,"221.635.975,00",23.100.022,"760.859.069,54",22.316.082,"632.665.902,34"
06/30/2020,11.778.260,"327.070.414,60",14.421.770,"363.236.264,80",3.427.932,"68.222.655,06",1.648.820,"48.599.515,90"
06/29/2020,12.062.430,"287.515.931,60",16.595.120,"447.053.391,00",2.779.370,"76.336.923,22",1.574.385,"61.078.725,72"
06/26/2020,7.441.760,"201.911.261,40",17.490.480,"339.830.290,70",4.195.180,"223.097.366,50",2.068.910,"107.856.752,00"
06/25/2020,10.358.970,"240.106.067,70",11.540.050,"329.747.652,10",4.025.000,"79.448.545,00",2.243.000,"41.779.545,00"
06/24/2020,8.322.700,"238.383.254,00",10.879.770,"303.262.585,00",7.121.690,"225.698.243,85",1.643.670,"112.277.173,50"
06/23/2020,9.983.890,"330.573.446,20",15.307.510,"473.524.950,20",7.005.980,"245.029.580,00",6.725.982,"234.772.533,59"
06/22/2020,8.147.890,"330.694.932,40",12.085.450,"354.596.600,00",1.687.025,"132.246.454,41",2.200.483,"137.846.610,41"
06/19/2020,18.519.260,"678.829.348,90",21.519.520,"741.563.715,10",7.360.654,"332.910.649,10",6.877.029,"355.814.364,30"
06/18/2020,11.581.020,"425.504.967,80",8.363.460,"307.971.476,80",13.831.960,"202.081.988,65",6.077.960,"323.210.428,65"
06/17/2020,9.218.700,"310.987.480,50",9.224.400,"242.494.749,20",3.863.360,"121.843.958,48",1.803.360,"96.062.184,48"
06/16/2020,12.767.240,"346.715.794,90",11.341.490,"305.451.431,20",9.629.240,"310.317.470,44",8.871.240,"300.618.990,44"
06/15/2020,13.375.510,"391.622.005,60",21.535.800,"598.733.897,10",204.479.666,"15.159.503.920,00",4.022.560,"69.557.692,00"
06/12/2020,18.064.660,"443.809.287,30",12.133.740,"501.792.319,00",2.801.540,"111.251.963,78",13.850.271,"285.168.342,98"
06/11/2020,17.061.370,"646.212.882,00",22.655.680,"492.671.916,80",16.683.640,"229.507.388,80",3.583.640,"107.060.388,80"
06/10/2020,16.733.450,"491.674.709,80",15.936.830,"394.334.040,90",15.487.460,"438.057.084,56",5.009.940,"306.531.938,56"
06/09/2020,9.442.580,"281.785.942,70",20.431.790,"630.996.172,60",13.041.889,"184.102.902,10",1.061.889,"35.616.342,10"
06/08/2020,15.006.620,"444.953.840,60",16.578.070,"301.688.155,00",17.498.556,"290.810.403,60",2.774.566,"127.874.754,60"
06/05/2020,11.471.950,"346.231.263,10",13.780.450,"363.117.798,60",5.378.938,"139.891.605,60",16.296.798,"286.287.840,60"
06/04/2020,13.891.370,"425.737.574,60",17.394.080,"456.157.823,70",3.189.940,"136.031.714,64",14.259.947,"290.067.877,54"
06/03/2020,12.231.860,"421.849.385,60",14.744.080,"405.456.927,10",3.066.650,"128.951.571,09",13.101.650,"273.959.471,09"
06/02/2020,16.067.250,"517.606.470,60",20.871.920,"486.006.183,30",3.716.740,"144.742.451,80",5.337.270,"179.884.875,30"
06/01/2020,10.522.610,"342.061.660,50",10.611.710,"312.067.745,20",9.418.340,"193.740.307,46",2.943.450,"124.777.232,46"
05/29/2020,13.497.950,"475.280.773,40",24.107.070,"524.189.883,60",13.687.900,"232.081.868,87",6.509.950,"203.697.314,37"
05/28/2020,16.726.140,"539.256.588,20",10.108.180,"254.652.866,70",4.434.720,"122.550.234,50",6.168.017,"149.670.778,00"
05/27/2020,10.519.230,"377.390.160,10",18.214.370,"475.154.654,10",1.976.580,"70.794.260,59",3.766.530,"87.848.526,84"
05/26/2020,8.669.620,"305.712.132,80",11.234.000,"326.579.189,40",3.178.800,"102.140.356,67",4.008.800,"120.508.056,67"
05/25/2020,8.124.520,"309.059.590,80",11.497.040,"342.818.028,30",6.026.990,"490.905.119,71",12.004.950,"570.196.219,71"
05/22/2020,11.335.510,"362.179.643,50",13.297.540,"309.678.174,30",10.130.850,"318.122.214,55",13.344.313,"355.843.943,70"
05/21/2020,8.455.290,"321.809.785,40",17.438.450,"435.800.099,10",5.241.277,"186.081.438,40",3.117.664,"161.537.340,34"
05/20/2020,11.633.190,"411.473.472,30",16.411.150,"367.145.874,90",7.684.690,"189.890.922,45",3.903.150,"137.978.088,15"
05/19/2020,13.017.970,"358.225.518,20",18.474.960,"522.050.193,70",22.471.690,"1.575.638.048,14",21.270.839,"1.551.378.009,64"
05/18/2020,10.562.870,"324.513.053,40",16.763.350,"427.316.629,00",7.271.570,"224.610.702,95",5.965.840,"203.251.839,35"
05/15/2020,8.197.350,"344.112.747,70",14.114.880,"417.747.027,00",24.854.346,"521.480.235,87",6.246.280,"315.706.974,82"
05/14/2020,11.989.220,"336.857.267,10",17.671.830,"407.009.332,50",55.356.118,"2.695.959.739,29",7.282.275,"279.755.727,01"
05/13/2020,14.080.960,"513.319.100,10",17.787.020,"481.355.522,50",6.915.155,"239.279.222,60",2.499.226,"192.062.755,73"
05/12/2020,13.972.030,"489.522.755,70",16.793.310,"376.903.772,40",4.389.770,"150.489.113,00",5.567.072,"181.556.379,40"
05/11/2020,13.220.540,"465.270.412,10",11.562.150,"291.941.769,70",3.376.260,"75.205.360,00",9.336.763,"267.970.935,90"
05/08/2020,17.786.760,"529.931.227,80",18.085.530,"487.142.131,10",8.427.950,"272.649.297,12",8.592.733,"305.807.080,33"
05/07/2020,9.024.880,"282.916.506,90",14.934.930,"361.153.284,90",3.451.310,"257.228.024,84",4.583.580,"302.359.131,84"
05/06/2020,11.625.100,"309.185.160,70",20.965.100,"503.002.124,40",4.827.010,"291.085.715,04",41.382.298,"2.453.760.383,04"
05/05/2020,8.694.670,"281.351.066,50",15.847.470,"370.922.597,10",2.694.990,"231.683.813,72",2.850.770,"235.565.813,72"
05/04/2020,10.460.000,"307.218.356,50",21.466.550,"396.358.980,00",2.477.896,"168.447.820,30",2.609.896,"170.876.620,30"
04/29/2020,12.688.890,"350.495.780,60",21.347.620,"546.470.465,80",3.673.043,"125.118.069,75",21.110.462,"467.089.331,25"
04/28/2020,6.246.290,"168.225.986,00",21.382.000,"552.955.735,20",3.349.540,"96.578.931,04",4.926.020,"122.833.367,04"
04/27/2020,4.917.060,"160.454.287,40",26.053.320,"621.795.462,70",1.371.340,"28.092.891,00",1.631.340,"32.848.891,00"
04/24/2020,7.139.870,"187.974.628,70",17.453.600,"499.389.697,50",3.685.890,"126.466.145,64",6.585.890,"170.245.145,64"
04/23/2020,7.582.330,"148.448.558,70",18.881.910,"466.589.673,80",4.941.340,"107.569.806,50",6.439.170,"130.586.255,50"
04/22/2020,12.821.040,"239.379.070,10",24.282.450,"610.401.499,40",4.616.210,"233.111.913,63",3.989.210,"187.094.013,63"
04/21/2020,12.289.650,"364.836.127,30",22.257.500,"554.466.080,80",5.940.411,"444.932.358,92",8.833.661,"496.072.362,92"
04/20/2020,8.593.330,"198.205.096,80",19.818.610,"502.480.010,30",5.611.790,"175.636.021,62",5.572.740,"175.201.776,12"
04/17/2020,10.589.620,"299.394.467,50",26.383.190,"710.943.542,70",5.632.470,"225.527.364,06",5.354.070,"218.206.481,56"
04/16/2020,12.272.690,"275.150.485,00",15.960.210,"445.975.812,60",5.628.160,"202.764.741,80",6.028.356,"212.589.524,80"
04/15/2020,9.121.800,"190.675.186,20",14.380.430,"384.082.936,00",3.313.490,"146.212.123,92",3.533.490,"152.298.123,92"
04/14/2020,9.989.530,"260.649.289,90",19.546.060,"410.896.211,90",6.312.770,"142.374.233,84",5.866.080,"147.545.529,54"
04/13/2020,14.721.510,"302.036.847,20",18.025.320,"463.014.897,30",5.747.845,"202.861.062,72",9.166.408,"293.821.930,84"
04/10/2020,8.141.080,"223.557.589,30",13.526.540,"311.467.478,20",2.737.683,"159.950.864,92",2.687.683,"157.792.414,92"
04/09/2020,9.919.030,"293.191.213,40",24.992.200,"576.645.789,80",5.381.135,"183.163.064,76",6.051.545,"182.182.523,76"
04/08/2020,9.441.760,"263.744.914,00",17.661.900,"447.036.833,40",10.549.140,"268.487.394,42",19.595.880,"312.527.459,42"
04/07/2020,10.603.050,"369.855.815,00",24.248.750,"741.364.634,50",3.610.860,"148.777.693,72",5.186.240,"169.801.071,72"
04/06/2020,6.459.090,"135.456.228,60",26.916.410,"779.095.866,50",3.612.800,"68.039.008,90",5.983.607,"95.246.191,75"
04/03/2020,6.333.160,"242.349.729,90",27.852.680,"568.533.283,70",3.394.492,"87.239.609,99",6.989.492,"155.796.109,99"
04/01/2020,10.880.050,"225.186.114,20",19.264.050,"346.573.597,00",5.581.830,"121.570.786,00",6.341.830,"136.680.786,00"
03/31/2020,7.960.560,"151.487.048,90",23.326.430,"530.862.064,40",5.052.230,"183.680.220,35",5.162.350,"194.227.580,35"
03/30/2020,9.113.980,"197.407.811,60",12.867.660,"277.013.788,50",7.720.870,"311.926.972,34",7.490.870,"318.449.222,34"
03/27/2020,13.651.760,"460.423.696,50",14.162.280,"412.515.211,80",7.879.000,"179.490.804,00",10.530.000,"200.051.780,00"
03/26/2020,9.963.770,"380.162.459,20",13.248.310,"420.489.827,30",11.296.150,"434.332.642,52",11.771.150,"439.487.142,52"
03/25/2020,9.515.030,"355.388.994,80",25.438.410,"657.966.641,30",12.334.600,"233.799.423,40",13.435.670,"279.928.121,40"
