Ngày,KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND)
07/24/2023,32.989.200,"906.081.656,00",36.044.104,"836.345.798,75",10.058.544,"208.024.852,80",3.383.580,"34.197.382,65"
07/21/2023,36.055.214,"1.039.434.207,65",57.929.277,"1.281.477.066,82",16.144.000,"272.116.288,00",17.727.713,"243.684.503,60"
07/20/2023,39.806.958,"1.223.627.940,50",47.107.723,"1.187.754.240,50",8.694.162,"179.256.019,40",1.744.977,"20.797.020,75"
07/19/2023,41.979.987,"1.084.346.758,70",20.436.267,"550.793.884,45",27.600.600,"436.304.700,00",26.164.161,"463.487.528,05"
07/18/2023,29.807.806,"782.373.338,05",25.060.432,"700.885.874,70",3.762.000,"72.097.060,00",6.656.908,"198.550.053,55"
07/17/2023,33.639.484,"933.759.737,50",24.087.816,"666.733.449,10",5.691.800,"111.192.060,00",4.717.013,"208.744.727,15"
07/14/2023,35.250.340,"996.641.730,00",29.329.776,"811.177.240,14",2.889.900,"101.988.287,60",2.824.557,"52.145.292,90"
07/13/2023,40.254.025,"1.187.567.910,75",27.412.637,"683.795.744,05",6.274.190,"118.805.589,00",5.674.192,"139.350.738,60"
07/12/2023,28.288.400,"870.451.528,00",31.114.666,"775.594.401,25",10.798.200,"217.111.200,00",6.251.004,"131.061.600,45"
07/11/2023,38.844.900,"1.069.348.515,00",36.340.110,"1.093.904.642,00",10.489.600,"275.883.680,00",19.866.601,"405.990.819,30"
07/10/2023,37.173.580,"1.006.302.116,10",42.841.730,"1.222.919.881,21",4.042.429,"58.115.403,00",7.937.469,"238.688.507,80"
07/07/2023,38.897.520,"1.037.604.327,00",29.088.357,"801.994.698,85",165.000,"4.185.000,00",5.960.502,"184.268.111,90"
07/06/2023,37.115.600,"1.020.124.579,00",33.387.682,"885.566.122,75",8.017.712,"247.042.843,20",18.390.523,"385.495.566,00"
07/05/2023,45.655.700,"1.149.848.819,00",36.686.512,"1.081.874.576,02",1.179.000,"34.567.794,00",8.677.783,"186.973.232,60"
07/04/2023,26.787.272,"748.268.993,15",27.951.480,"780.008.533,30",8.909.900,"250.425.380,00",7.050.001,"216.724.640,00"
07/03/2023,16.836.400,"471.402.088,00",24.320.394,"641.403.073,86",9.685.000,"251.067.200,00",6.255.005,"159.283.085,90"
06/30/2023,28.720.615,"742.712.236,20",24.629.220,"595.898.834,15",9.439.714,"190.259.296,00",21.642.714,"492.709.896,00"
06/29/2023,24.973.647,"668.547.346,25",32.372.188,"738.112.381,35",18.744.000,"380.331.944,00",24.669.347,"514.256.884,80"
06/28/2023,30.316.495,"787.683.215,00",35.593.993,"914.161.746,89",30.937.893,"999.913.475,60",40.001.747,"1.196.447.655,65"
06/27/2023,29.892.965,"774.206.360,55",30.543.192,"771.238.859,00",24.328.370,"541.727.110,00",38.360.103,"621.151.273,70"
06/26/2023,38.173.459,"1.007.288.517,70",46.807.759,"1.040.420.299,25",14.544.300,"304.185.013,30",10.095.404,"192.218.074,00"
06/23/2023,33.873.300,"915.700.254,00",50.335.692,"1.301.784.730,37",2.988.700,"66.688.408,00",3.102.370,"76.974.178,00"
06/22/2023,38.951.481,"1.057.740.806,00",45.540.498,"1.124.632.658,45",12.569.800,"187.457.120,00",21.760.001,"449.070.739,75"
06/21/2023,33.097.771,"867.423.460,50",47.246.551,"1.167.567.221,50",11.701.300,"347.199.320,00",7.836.250,"180.008.403,50"
06/20/2023,22.496.900,"597.866.454,00",34.708.256,"849.391.157,27",39.181.236,"797.071.019,00",40.666.139,"942.428.118,70"
06/19/2023,31.285.084,"791.256.828,20",33.883.389,"871.880.824,20",7.887.850,"224.882.470,00",15.374.002,"275.539.624,70"
06/16/2023,50.828.700,"1.417.559.752,00",41.397.919,"1.103.108.251,90",33.786.133,"811.024.516,30",42.357.598,"1.048.074.415,20"
06/15/2023,50.253.481,"1.388.033.830,35",35.407.444,"972.261.455,50",2.172.100,"86.398.557,20",429.401,"8.913.702,15"
06/14/2023,48.871.129,"1.346.387.656,75",29.643.485,"749.702.841,04",19.733.851,"369.020.402,20",12.892.004,"249.864.931,95"
06/13/2023,41.771.409,"1.054.601.751,90",23.635.148,"635.278.751,88",5.742.268,"133.669.179,60",5.868.944,"140.389.203,95"
06/12/2023,27.717.761,"740.027.873,40",35.861.311,"892.007.242,38",11.510.100,"220.509.300,00",15.429.938,"281.345.747,03"
06/09/2023,35.377.295,"976.722.965,10",25.971.614,"649.528.571,80",10.625.300,"255.074.397,40",7.832.601,"122.274.513,95"
06/08/2023,45.673.542,"1.092.137.854,75",38.543.031,"906.698.392,50",19.710.790,"409.497.879,00",34.220.536,"565.541.712,80"
06/07/2023,34.708.181,"860.191.571,85",45.275.802,"1.235.901.221,45",4.793.500,"100.649.230,00",11.889.768,"250.179.629,60"
06/06/2023,33.414.150,"815.659.369,00",31.643.153,"813.005.446,70",11.980.200,"193.263.040,00",10.251.834,"153.158.390,54"
06/05/2023,38.667.698,"902.556.063,40",36.403.573,"991.650.339,19",6.693.434,"108.917.661,55",3.630.006,"46.390.216,80"
06/02/2023,36.598.587,"768.161.213,40",37.923.481,"1.040.106.224,35",5.030.000,"103.347.820,00",6.064.000,"202.156.450,00"
06/01/2023,27.354.761,"538.698.197,29",26.501.332,"663.468.690,63",2.060.000,"63.047.930,00",982.000,"40.877.850,00"
05/31/2023,23.149.729,"555.154.257,95",52.128.232,"1.101.168.853,35",2.819.000,"69.300.100,00",5.382.011,"137.131.198,10"
05/30/2023,27.953.200,"691.453.691,40",40.357.502,"1.013.962.909,48",7.958.750,"104.083.925,00",14.837.351,"441.611.524,60"
05/29/2023,26.617.832,"662.589.413,47",34.741.306,"800.846.905,62",27.286.960,"599.283.186,00",12.073.135,"188.431.796,40"
05/26/2023,14.866.749,"340.801.555,50",23.861.519,"548.282.477,75",5.065.900,"117.123.650,00",1.739.901,"88.355.901,75"
05/25/2023,24.724.237,"671.758.855,05",21.398.718,"534.528.048,60",6.925.718,"122.728.116,40",4.498.002,"82.757.529,20"
05/24/2023,22.145.407,"517.732.393,80",27.318.835,"673.504.162,05",15.166.835,"289.565.836,00",12.579.952,"219.394.331,85"
05/23/2023,22.227.280,"509.924.444,00",46.674.155,"1.183.867.880,26",7.613.000,"103.159.350,00",9.194.801,"160.005.321,30"
05/22/2023,19.310.300,"454.143.892,00",32.792.155,"851.630.055,00",16.094.000,"225.452.800,00",28.135.585,"436.289.461,18"
05/19/2023,18.567.328,"436.327.932,00",26.136.390,"707.166.063,55",8.678.000,"192.019.810,00",35.207.787,"1.437.106.183,02"
05/18/2023,33.396.320,"946.813.778,00",22.824.661,"657.933.670,75",3.299.722,"111.022.270,60",26.685.900,"434.079.700,00"
05/17/2023,28.303.900,"726.640.200,24",21.269.681,"498.808.386,75",7.541.860,"166.819.074,60",30.696.400,"587.630.303,00"
05/16/2023,22.832.615,"539.693.832,20",16.385.529,"401.657.762,00",19.998.900,"293.956.929,00",16.662.701,"222.199.951,30"
05/15/2023,19.987.958,"474.451.927,65",29.077.465,"706.188.539,19",4.726.000,"82.636.495,00",7.760.905,"116.951.622,85"
05/12/2023,20.332.845,"507.024.654,80",17.079.079,"439.077.098,70",7.294.000,"271.858.600,00",9.850.002,"339.427.006,90"
05/11/2023,18.702.713,"413.279.858,90",22.109.705,"524.503.937,30",7.721.400,"205.994.898,00",8.078.201,"219.278.022,20"
05/10/2023,16.821.472,"411.937.533,20",20.067.610,"432.591.799,75",2.879.000,"66.806.000,00",774.803,"27.918.607,55"
05/09/2023,19.110.807,"435.166.284,40",16.472.341,"382.773.867,15",3.234.440,"41.829.585,00",5.596.898,"269.108.667,05"
05/08/2023,22.826.709,"525.389.229,50",15.639.094,"342.286.653,80",691.000,"15.116.000,00",4.596.473,"122.609.372,60"
05/05/2023,10.516.382,"235.255.270,00",10.680.020,"256.618.412,50",37.826.010,"911.480.807,60",38.590.360,"1.103.130.145,90"
05/04/2023,13.378.884,"349.045.993,85",17.176.101,"346.761.414,05",34.752.200,"694.270.884,70",31.236.105,"571.514.607,80"
04/28/2023,34.349.802,"826.347.928,00",43.319.682,"923.251.573,23",11.461.795,"240.183.385,00",11.153.297,"230.355.050,80"
04/27/2023,14.408.381,"387.909.138,25",18.405.408,"394.715.889,42",17.552.495,"570.476.326,50",15.471.483,"303.868.820,20"
04/26/2023,16.437.090,"445.836.198,50",28.218.015,"696.567.054,45",20.723.897,"478.580.883,99",15.221.000,"317.531.141,50"
04/25/2023,16.461.805,"401.764.297,00",29.519.986,"766.011.895,12",12.818.500,"208.858.725,00",16.514.792,"260.635.880,80"
04/24/2023,14.063.340,"345.202.640,95",20.276.764,"518.769.700,44",11.371.000,"152.037.300,00",43.005.614,"532.801.514,30"
04/21/2023,13.444.932,"308.450.667,20",27.369.600,"565.807.600,00",6.841.100,"130.243.325,00",8.235.678,"157.798.374,30"
04/20/2023,11.848.288,"296.375.078,90",13.274.880,"290.284.969,45",2.855.829,"48.604.046,15",3.851.000,"71.061.050,00"
04/19/2023,15.157.115,"390.422.605,50",18.858.191,"448.387.221,70",30.950.004,"418.981.054,00",2.772.900,"59.735.570,00"
04/18/2023,20.655.371,"514.571.748,00",19.558.055,"462.929.282,45",10.579.454,"331.602.053,02",7.404.200,"138.512.460,00"
04/17/2023,17.150.759,"423.223.753,90",11.159.481,"252.912.957,50",3.530.500,"141.984.280,00",8.156.800,"134.109.255,00"
04/14/2023,22.593.710,"563.077.904,50",20.854.277,"437.909.542,24",2.652.500,"65.985.275,00",2.278.600,"53.853.850,00"
04/13/2023,16.086.267,"405.374.772,90",21.695.593,"453.518.985,50",9.128.008,"142.636.000,00",9.905.500,"153.256.540,00"
04/12/2023,24.213.829,"525.183.143,75",31.062.094,"742.522.229,25",12.120.416,"291.839.128,00",16.931.618,"321.826.245,30"
04/11/2023,21.742.300,"560.441.252,00",23.930.132,"485.222.919,90",2.125.000,"51.001.300,00",3.118.300,"91.679.190,00"
04/10/2023,20.960.000,"498.382.197,50",29.632.229,"703.994.651,80",4.505.518,"189.066.440,40",2.185.016,"48.099.623,20"
04/07/2023,20.483.554,"503.275.998,20",21.138.734,"434.875.344,01",8.739.500,"275.601.900,00",8.362.000,"155.350.900,00"
04/06/2023,26.928.457,"602.876.597,10",36.849.932,"750.898.847,24",7.259.950,"216.355.782,50",5.405.350,"88.445.122,50"
04/05/2023,25.957.601,"610.264.869,84",32.845.775,"750.931.554,66",10.945.280,"215.646.460,00",12.434.854,"220.986.653,00"
04/04/2023,36.441.948,"785.101.516,55",29.916.588,"755.016.493,79",5.104.800,"162.389.815,00",22.861.100,"377.447.945,00"
04/03/2023,45.629.319,"1.085.514.877,87",36.143.374,"860.121.835,02",2.397.000,"75.566.500,00",2.781.500,"76.811.930,00"
03/31/2023,37.673.340,"947.284.608,45",23.565.624,"635.797.483,95",416.900,"15.906.730,00",1.103.600,"28.844.425,00"
03/30/2023,21.299.436,"521.229.039,75",19.454.408,"439.347.961,94",2.377.033,"36.229.488,35",1.560.000,"26.604.000,00"
03/29/2023,16.375.700,"390.783.617,00",20.833.587,"495.650.402,95",9.214.604,"157.367.397,20",7.338.400,"102.813.180,00"
03/28/2023,23.083.015,"602.167.311,35",26.518.166,"675.201.130,42",5.783.500,"78.914.200,00",23.340.253,"219.827.055,99"
03/27/2023,18.334.657,"409.301.830,25",28.549.319,"659.227.205,85",11.132.890,"437.432.570,00",14.814.890,"514.384.210,00"
03/24/2023,14.680.630,"388.651.396,00",29.754.960,"582.509.594,40",1.106.500,"23.238.700,00",1.566.500,"33.675.250,00"
03/23/2023,11.658.650,"298.327.818,50",25.885.515,"602.320.104,20",9.618.600,"272.433.390,00",31.069.200,"532.894.986,00"
03/22/2023,19.977.460,"473.272.279,00",29.341.762,"774.899.147,75",9.187.500,"179.770.650,00",12.971.500,"207.820.450,00"
03/21/2023,21.294.503,"458.653.664,45",36.981.545,"863.079.901,05",2.295.600,"45.206.180,00",4.039.049,"128.403.515,00"
03/20/2023,19.376.031,"470.366.174,40",29.776.839,"770.806.770,30",1.777.000,"35.403.875,00",2.397.000,"43.871.125,00"
03/17/2023,14.353.160,"366.936.290,10",28.316.874,"574.152.964,90",5.670.000,"101.689.600,00",4.615.300,"83.228.900,00"
03/16/2023,28.681.524,"742.043.458,50",35.026.178,"885.593.921,85",6.920.012,"90.845.068,00",6.283.000,"87.357.390,00"
03/15/2023,30.872.291,"833.251.102,80",14.957.180,"287.148.912,40",2.534.000,"54.747.855,00",242.600,"5.690.300,00"
03/14/2023,22.535.440,"569.476.244,20",20.652.143,"420.013.273,34",18.826.500,"255.191.650,00",14.363.000,"182.672.550,00"
03/13/2023,28.295.239,"706.965.479,26",20.115.200,"485.706.205,00",8.194.700,"212.780.650,00",3.123.000,"85.899.175,00"
03/10/2023,17.187.070,"385.035.371,50",24.050.859,"621.233.443,00",6.150.800,"72.334.975,00",1.135.000,"21.080.450,00"
03/09/2023,28.748.000,"705.377.090,00",28.713.730,"713.835.586,00",5.352.025,"55.658.975,00",4.366.000,"59.074.800,00"
03/08/2023,18.088.454,"403.751.120,14",27.095.447,"674.854.503,15",1.758.100,"23.883.960,00",30.000,"2.529.000,00"
03/07/2023,30.829.220,"803.642.814,80",22.525.568,"531.773.106,64",11.233.800,"171.825.562,00",4.927.800,"76.678.420,00"
03/06/2023,18.010.242,"464.910.852,18",27.083.082,"636.320.702,13",690.000,"16.227.000,00",2.802.100,"41.530.550,00"
03/03/2023,12.925.200,"293.608.664,00",25.562.322,"565.337.779,74",8.897.500,"136.959.128,10",10.945.000,"156.331.000,00"
03/02/2023,16.624.150,"402.663.041,50",19.720.046,"499.064.791,81",1.435.000,"28.062.650,00",3.200.000,"43.140.000,00"
03/01/2023,28.384.038,"754.020.762,60",16.616.652,"383.565.036,60",2.928.047,"45.399.185,50",13.561.200,"288.066.400,00"
02/28/2023,14.141.600,"318.997.964,00",25.125.669,"600.814.914,37",2.870.000,"63.432.100,00",16.520.000,"220.446.600,00"
02/27/2023,37.011.520,"905.366.019,50",27.122.234,"659.384.550,24",11.665.400,"176.212.436,80",15.706.300,"202.707.780,00"
02/24/2023,12.150.184,"306.747.663,00",26.017.175,"690.645.335,95",1.386.000,"28.450.000,00",7.408.648,"93.070.124,80"
02/23/2023,27.114.811,"694.841.532,30",27.615.188,"692.581.386,19",10.326.000,"193.297.700,00",9.195.000,"165.949.000,00"
02/22/2023,20.713.121,"527.185.920,25",24.624.840,"523.444.371,40",5.828.000,"83.699.900,00",7.894.400,"128.279.460,00"
02/21/2023,21.033.285,"511.447.093,80",20.273.494,"459.385.165,00",15.188.500,"212.529.500,00",15.762.200,"238.862.950,00"
02/20/2023,30.077.100,"766.979.066,00",22.980.229,"503.432.414,15",7.393.000,"89.149.500,00",9.751.100,"159.698.440,00"
02/17/2023,12.995.685,"335.727.489,50",16.870.268,"440.009.107,30",1.010.000,"44.351.000,00",251.500,"4.926.900,00"
02/16/2023,20.118.540,"470.423.039,95",18.493.123,"471.756.032,90",4.582.800,"112.143.050,00",15.205.400,"339.929.170,00"
02/15/2023,24.614.854,"629.907.904,60",21.562.240,"497.184.374,00",7.057.500,"133.587.900,00",3.476.000,"60.726.120,00"
02/14/2023,14.040.600,"346.558.135,00",24.571.720,"593.913.979,80",4.367.400,"71.747.800,00",3.330.000,"56.590.000,00"
02/13/2023,32.498.400,"811.879.379,00",20.837.264,"473.790.792,57",11.337.500,"143.033.850,00",10.029.600,"121.510.850,00"
02/10/2023,15.851.213,"417.895.536,00",20.896.230,"576.853.190,66",4.050.000,"79.313.400,00",3.472.300,"55.111.000,00"
02/09/2023,22.790.159,"644.959.191,80",26.970.780,"767.854.772,10",15.266.700,"367.248.189,30",12.405.000,"167.624.700,00"
02/08/2023,27.356.391,"729.520.174,28",13.716.332,"358.671.115,80",14.333.000,"193.253.255,00",19.341.682,"255.736.607,60"
02/07/2023,24.135.005,"570.141.506,25",26.124.967,"671.525.655,95",36.234.900,"1.130.545.330,20",25.460.068,"651.090.690,80"
02/06/2023,18.409.490,"552.504.192,50",22.618.718,"648.237.216,30",20.697.800,"331.907.200,00",19.798.100,"318.050.080,00"
02/03/2023,42.514.214,"1.194.907.712,00",63.219.527,"1.615.693.377,40",12.530.000,"248.666.250,00",12.707.900,"269.234.750,00"
02/02/2023,35.965.659,"972.184.814,90",23.144.583,"549.058.216,67",3.531.500,"76.382.480,00",3.733.200,"66.949.390,00"
02/01/2023,32.485.264,"781.821.478,75",46.955.884,"1.270.536.228,38",2.007.960,"31.790.501,00",25.130.454,"375.001.405,20"
01/31/2023,24.312.419,"638.849.873,05",30.624.654,"797.183.886,70",25.172.000,"307.432.760,00",24.645.200,"312.960.073,40"
01/30/2023,21.557.291,"545.079.762,55",38.891.732,"964.741.493,04",7.228.000,"96.669.950,00",7.599.500,"98.042.800,00"
01/27/2023,30.147.640,"907.564.269,80",18.445.063,"524.500.792,56",1.870.000,"48.034.000,00",730.000,"14.850.000,00"
01/19/2023,38.480.548,"1.101.260.071,95",38.991.795,"1.018.054.504,88",688.000,"9.635.000,00",2.307.000,"31.893.400,00"
01/18/2023,29.586.537,"758.945.583,60",20.644.071,"471.803.455,10",1.150.000,"19.750.000,00",12.465.000,"155.044.700,00"
01/17/2023,40.393.030,"937.586.960,00",21.930.024,"549.971.543,81",13.635.783,"421.797.131,00",24.709.994,"282.197.187,80"
01/16/2023,25.498.300,"646.555.350,00",13.992.013,"313.346.087,10",12.134.500,"180.132.135,00",15.220.500,"222.060.735,00"
01/13/2023,29.282.619,"720.401.501,45",20.388.781,"463.826.106,00",10.258.594,"168.859.346,90",2.473.194,"45.503.646,90"
01/12/2023,19.947.445,"464.179.328,00",16.819.481,"424.348.335,55",2.098.000,"50.418.650,00",24.576.614,"600.091.034,00"
01/11/2023,25.115.658,"641.423.463,90",15.974.995,"380.213.522,01",280.000,"13.814.000,00",7.414.076,"81.169.779,24"
01/10/2023,28.385.203,"734.183.368,40",24.180.384,"546.423.128,70",4.091.565,"88.261.782,50",6.460.000,"125.368.000,00"
01/09/2023,21.344.715,"525.171.285,00",18.626.327,"455.759.516,00",5.233.950,"124.579.100,00",18.003.000,"299.765.210,00"
01/06/2023,29.171.073,"628.786.399,90",21.817.759,"514.727.155,42",12.467.000,"246.855.900,00",20.900.874,"394.427.587,40"
01/05/2023,30.422.110,"786.075.134,95",16.814.351,"376.025.165,24",4.082.600,"75.169.800,00",7.681.300,"209.004.570,00"
01/04/2023,20.306.800,"463.378.546,00",17.908.974,"449.284.894,60",3.405.600,"153.728.270,00",13.735.000,"379.635.700,00"
01/03/2023,25.755.767,"636.041.213,10",17.088.952,"449.504.318,25",602.000,"6.123.200,00",3.258.600,"104.428.900,00"
12/30/2022,15.617.410,"371.032.624,90",23.768.908,"514.767.677,35",2.998.500,"128.144.455,00",20.778.500,"553.729.915,00"
12/29/2022,11.273.350,"273.003.189,00",28.131.964,"482.078.587,13",20.728.669,"380.488.066,40",9.773.600,"161.724.280,00"
12/28/2022,17.936.510,"384.115.489,00",26.443.058,"688.793.525,24",52.914.000,"1.488.353.000,00",24.912.400,"621.576.540,00"
12/27/2022,25.979.510,"589.011.871,00",20.350.568,"495.059.559,57",17.497.800,"508.564.288,00",13.280.033,"464.628.999,00"
12/26/2022,24.590.108,"583.049.516,00",18.621.689,"461.381.955,75",6.309.000,"117.635.840,00",13.679.917,"263.521.139,20"
12/23/2022,29.026.349,"721.905.925,70",19.195.714,"509.032.084,94",9.445.560,"334.106.692,00",7.931.600,"155.374.740,00"
12/22/2022,19.676.488,"489.984.055,60",24.144.978,"565.453.486,85",72.876.267,"1.836.033.010,74",20.708.320,"340.167.660,24"
12/21/2022,27.917.483,"667.374.589,55",32.881.868,"640.445.225,04",15.498.600,"336.056.380,00",19.872.400,"380.078.630,00"
12/20/2022,33.649.130,"868.961.497,90",40.944.729,"891.630.821,08",10.187.907,"74.782.093,14",27.890.118,"676.912.941,64"
12/19/2022,40.387.583,"1.033.373.614,82",39.690.534,"927.850.948,85",5.115.450,"72.744.095,00",4.823.600,"77.833.800,00"
12/16/2022,32.744.889,"890.888.389,20",33.237.811,"789.557.283,70",1.484.000,"35.604.900,00",27.506.394,"432.061.283,40"
12/15/2022,45.036.705,"1.184.759.533,00",27.027.886,"732.728.749,05",625.124,"26.677.379,00",26.685.400,"396.516.500,00"
12/14/2022,36.290.427,"889.394.032,60",32.391.359,"865.416.883,19",23.511.105,"424.053.590,00",31.964.700,"509.625.175,00"
12/13/2022,56.989.773,"1.336.050.944,50",29.927.767,"738.247.552,85",3.385.000,"69.723.500,00",3.716.000,"70.238.645,00"
12/12/2022,46.105.110,"1.164.692.769,00",38.732.819,"1.042.534.722,35",11.423.700,"217.163.450,00",12.491.462,"351.309.252,30"
12/09/2022,38.053.650,"1.128.331.391,80",27.879.286,"757.152.378,80",28.694.673,"499.849.205,45",10.010.427,"172.094.844,55"
12/08/2022,45.216.400,"1.270.170.552,00",51.873.863,"1.308.450.014,38",3.370.000,"78.979.500,00",4.952.900,"129.747.250,00"
12/07/2022,40.998.384,"979.989.401,50",40.573.025,"1.156.320.010,96",4.596.500,"109.771.713,00",7.934.358,"111.863.864,00"
12/06/2022,44.732.570,"1.176.048.757,00",70.566.158,"1.597.295.255,45",2.847.900,"62.651.170,00",28.902.000,"311.286.250,00"
12/05/2022,43.297.571,"1.077.951.188,80",43.511.926,"1.012.986.501,58",7.122.100,"296.520.510,00",48.361.084,"1.212.852.640,00"
12/02/2022,46.097.500,"1.439.671.803,15",32.569.553,"800.853.187,94",6.286.300,"108.532.330,00",4.330.400,"76.643.434,50"
12/01/2022,40.584.431,"959.321.968,45",61.112.571,"1.539.984.173,55",4.195.000,"71.130.650,00",7.252.500,"118.668.650,00"
11/30/2022,30.880.102,"728.028.482,90",39.522.970,"913.431.008,49",37.802.161,"933.162.226,35",76.940.161,"1.826.548.576,35"
11/29/2022,52.211.121,"987.403.294,30",53.778.529,"1.277.261.986,17",5.590.401,"184.759.098,00",5.452.201,"151.004.738,00"
11/28/2022,40.757.700,"940.406.710,00",28.053.564,"672.738.505,20",6.073.000,"67.194.000,00",4.880.000,"51.167.900,00"
11/25/2022,31.798.432,"818.951.175,90",18.855.389,"364.684.236,15",3.729.000,"45.888.700,00",8.844.000,"187.339.350,00"
11/24/2022,29.197.698,"705.520.305,45",29.472.927,"590.024.647,55",16.080.899,"306.645.901,00",9.085.240,"125.321.040,00"
11/23/2022,26.744.114,"559.791.169,65",18.714.720,"423.605.508,01",2.410.000,"41.536.500,00",1.875.000,"21.660.000,00"
11/22/2022,41.296.456,"938.620.758,85",60.936.388,"1.333.071.762,41",12.167.000,"215.231.500,00",14.972.600,"212.070.990,00"
11/21/2022,20.505.150,"464.932.814,82",38.015.604,"725.282.937,31",4.555.000,"67.096.000,00",5.865.400,"95.794.450,00"
11/18/2022,34.240.505,"759.469.519,00",38.543.497,"730.474.506,28",46.660.500,"787.188.040,00",21.027.508,"363.132.060,00"
11/17/2022,56.425.701,"1.310.659.189,70",30.753.304,"650.750.414,56",7.488.612,"118.316.576,80",15.649.957,"289.056.461,05"
11/16/2022,58.503.160,"1.345.510.188,80",36.349.186,"725.134.267,70",5.455.000,"111.493.200,00",16.310.800,"241.046.475,00"
11/15/2022,40.303.880,"764.252.932,10",26.456.003,"585.380.143,18",3.835.500,"43.399.514,60",8.419.500,"98.862.763,00"
11/14/2022,64.750.109,"1.233.911.876,25",21.489.776,"432.732.614,70",1.550.200,"18.695.487,20",4.786.000,"73.898.000,00"
11/11/2022,58.268.900,"1.179.812.347,00",24.674.533,"498.169.255,60",6.416.900,"66.249.270,00",15.875.000,"232.259.360,00"
11/10/2022,39.034.884,"923.642.823,70",24.651.100,"496.667.777,50",4.511.000,"73.206.140,00",1.673.000,"37.553.000,00"
11/09/2022,19.818.200,"506.172.592,00",36.697.895,"826.941.652,10",8.519.710,"141.330.540,00",28.259.678,"390.529.648,20"
11/08/2022,40.088.908,"888.417.977,95",28.707.928,"520.734.579,25",45.093.300,"924.895.649,70",40.140.800,"826.363.754,20"
11/07/2022,38.973.034,"1.074.034.802,85",27.108.119,"562.930.264,65",14.960.904,"334.161.325,50",12.384.600,"286.788.575,00"
11/04/2022,73.221.821,"1.677.026.210,35",62.593.796,"1.572.274.188,35",5.780.000,"148.453.500,00",3.850.000,"108.965.000,00"
11/03/2022,20.430.900,"497.237.264,00",15.641.695,"403.146.926,10",150.000,"2.010.000,00",153.900,"2.323.185,00"
11/02/2022,24.236.000,"668.849.832,00",37.637.465,"949.268.246,30",20.854.700,"263.280.060,00",17.418.000,"191.515.080,00"
11/01/2022,24.302.900,"674.359.980,00",23.965.721,"525.884.831,42",3.216.200,"157.010.800,00",6.176.000,"61.549.700,00"
10/31/2022,23.391.747,"612.412.577,86",25.181.056,"516.101.256,83",9.138.000,"163.504.500,00",25.237.000,"323.579.790,00"
10/28/2022,21.634.230,"513.811.404,00",27.705.414,"690.411.842,43",15.285.000,"193.935.000,00",15.378.000,"196.911.000,00"
10/27/2022,39.721.861,"933.008.993,20",28.727.814,"686.150.648,67",181.200,"2.007.840,00",435.000,"23.736.000,00"
10/26/2022,20.590.600,"534.982.292,00",21.782.241,"482.739.201,12",4.706.500,"64.446.625,00",110.000,"2.091.000,00"
10/25/2022,38.427.968,"996.212.841,60",34.771.720,"784.726.944,36",3.569.300,"69.070.070,00",100.000,"1.900.000,00"
10/24/2022,23.045.819,"597.636.143,35",39.044.636,"823.309.479,80",220.000,"3.476.000,00",285.000,"4.232.250,00"
10/21/2022,19.835.112,"536.855.496,80",35.839.824,"812.590.761,34",2.184.000,"34.540.550,00",1.700.200,"38.757.030,00"
10/20/2022,30.468.328,"953.558.247,50",23.096.539,"565.011.177,74",1.690.000,"22.693.750,00",110.335,"1.299.900,94"
10/19/2022,16.188.010,"480.926.444,50",15.668.880,"359.670.760,09",1.084.000,"25.254.400,00",795.000,"11.209.500,00"
10/18/2022,17.352.300,"488.948.557,00",25.262.814,"611.029.473,95",1.065.000,"16.889.000,00",1.580.815,"27.094.486,00"
10/17/2022,19.244.777,"488.021.646,15",34.680.205,"823.389.804,30",238.700,"2.703.100,00",1.097.010,"38.235.676,00"
10/14/2022,18.198.763,"486.743.028,45",23.994.346,"548.203.518,31",150.000,"2.607.000,00",64.718.131,"2.525.292.492,40"
10/13/2022,21.585.110,"626.987.668,95",33.280.620,"826.387.449,37",6.968.871,"102.913.258,40",5.668.021,"70.034.026,40"
10/12/2022,41.152.620,"969.522.536,00",29.827.175,"849.421.283,95",1.606.300,"20.981.600,00",4.145.492,"123.247.857,80"
10/11/2022,28.494.048,"706.759.503,60",47.235.397,"1.329.629.043,66",5.825.000,"127.841.000,00",4.260.000,"157.040.500,00"
10/10/2022,35.671.052,"969.483.875,65",34.975.729,"933.179.908,05",3.969.100,"249.978.548,70",60.430.757,"2.484.491.013,00"
10/07/2022,35.913.082,"985.796.438,85",64.799.523,"1.526.331.006,40",3.188.700,"75.029.495,00",7.522.500,"252.564.951,50"
10/06/2022,25.626.250,"778.346.931,50",40.892.207,"1.114.088.953,30",1.000.000,"29.266.000,00",4.182.700,"103.915.096,00"
10/05/2022,19.281.296,"557.811.228,15",34.102.099,"841.734.631,39",3.097.121,"43.744.513,65",6.235.821,"131.905.248,65"
10/04/2022,41.354.000,"1.201.864.201,00",42.257.922,"980.832.042,45",8.749.000,"190.448.580,00",10.123.100,"174.142.960,00"
10/03/2022,22.889.999,"693.526.510,80",59.061.681,"1.406.777.421,32",4.009.900,"87.151.805,00",5.509.000,"135.791.120,00"
