Ngày,KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND)
01/22/2021,36.851.900,"986.785.780,00",18.415.900,"557.049.261,00",1.053.000,"92.387.300,00",13.823.000,"407.597.750,00"
01/21/2021,35.272.800,"1.190.543.932,00",33.463.200,"1.170.673.761,00",10.100.000,"239.718.900,00",8.425.000,"156.000.400,00"
01/20/2021,50.936.200,"1.395.748.411,00",34.456.700,"1.341.351.986,00",1.342.072,"38.398.871,00",8.867.500,"171.877.900,00"
01/19/2021,37.082.500,"1.115.508.401,00",25.409.400,"925.459.358,00",4.081.700,"131.611.160,00",9.838.276,"164.103.735,70"
01/18/2021,19.460.300,"716.675.915,00",28.121.800,"968.329.708,00",1.054.300,"46.737.250,00",12.886.948,"353.434.102,90"
01/15/2021,20.426.500,"794.638.100,00",25.186.200,"925.430.066,00",993.280,"22.443.448,00",5.292.000,"128.578.700,00"
01/14/2021,17.593.100,"643.192.894,00",19.993.400,"543.890.939,00",1.349.810,"44.665.398,00",21.152.870,"820.853.662,50"
01/13/2021,19.620.500,"767.706.593,00",21.640.400,"618.623.981,00",1.362.010,"56.375.716,00",17.652.184,"382.555.244,70"
01/12/2021,26.626.500,"1.035.231.352,00",16.753.800,"430.070.326,00",1.773.582,"41.304.127,00",15.523.429,"272.809.657,80"
01/11/2021,26.486.300,"991.896.181,00",18.428.400,"461.802.771,00",19.322.400,"810.773.000,00",9.650.000,"180.436.600,00"
01/08/2021,33.370.700,"1.298.448.982,00",23.441.900,"621.786.140,00",2.553.093,"72.236.552,00",13.572.200,"246.312.748,00"
01/07/2021,23.838.000,"875.278.001,00",29.636.100,"902.113.514,00",22.112.900,"707.302.715,00",15.812.900,"610.896.315,00"
01/06/2021,19.908.800,"727.891.101,00",34.268.200,"1.157.536.362,00",4.422.030,"113.919.454,00",8.764.470,"206.090.570,00"
01/05/2021,20.580.300,"698.868.198,00",34.902.500,"956.175.217,00",16.100.030,"417.616.191,00",15.076.251,"321.925.060,10"
01/04/2021,29.147.100,"962.218.367,00",42.828.400,"1.175.083.016,00",3.381.334,"354.295.163,80",20.285.100,"675.658.110,00"
12/31/2020,19.410.790,"662.448.996,60",21.386.160,"581.699.691,00",2.505.000,"67.517.100,00",11.848.556,"220.054.272,30"
12/30/2020,18.918.560,"557.326.828,70",25.878.930,"663.259.665,50",27.586.714,"605.195.796,42",27.649.884,"536.564.031,40"
12/29/2020,21.399.080,"720.505.834,60",20.265.710,"553.024.017,60",4.061.346,"200.135.926,00",2.643.990,"68.764.345,00"
12/28/2020,20.168.200,"764.557.488,40",21.580.210,"530.306.034,80",10.733.626,"307.258.122,00",6.694.570,"141.639.270,40"
12/25/2020,20.642.340,"682.340.674,20",23.607.480,"537.443.342,90",3.406.000,"137.293.850,00",25.109.230,"517.581.935,00"
12/24/2020,27.724.840,"1.019.881.900,10",17.064.300,"427.591.214,10",4.707.100,"92.490.665,00",6.488.938,"104.596.576,60"
12/23/2020,21.217.900,"701.981.259,60",38.779.130,"823.732.698,50",8.435.517,"203.608.097,46",5.012.350,"78.264.653,10"
12/22/2020,21.974.600,"724.457.622,30",32.383.410,"643.422.439,60",26.097.298,"952.293.498,50",22.725.137,"836.100.235,86"
12/21/2020,23.591.040,"759.104.625,50",20.658.900,"531.985.233,50",5.403.382,"118.320.145,50",15.648.384,"266.624.581,00"
12/18/2020,23.471.800,"835.621.139,80",23.597.830,"685.152.581,30",18.424.000,"214.881.650,00",18.807.410,"215.373.625,00"
12/17/2020,22.595.760,"720.283.798,30",48.838.900,"1.719.096.360,20",2.722.500,"49.901.800,00",14.250.471,"345.669.515,90"
12/16/2020,17.744.070,"498.380.469,40",21.788.540,"604.374.688,20",2.430.500,"47.188.050,00",11.007.160,"175.866.913,50"
12/15/2020,24.314.010,"767.652.028,80",23.037.500,"737.671.630,60",3.924.054,"126.277.156,90",18.903.040,"347.850.300,00"
12/14/2020,18.725.890,"581.436.213,50",14.552.370,"385.122.293,20",22.196.754,"660.321.925,14",18.677.790,"293.895.565,50"
12/11/2020,19.524.050,"635.944.862,90",11.829.470,"358.510.581,00",3.953.327,"146.165.677,70",20.606.747,"522.022.197,70"
12/10/2020,28.940.710,"941.476.628,70",17.468.140,"477.824.726,80",6.931.204,"149.475.800,40",32.214.000,"781.443.000,00"
12/09/2020,21.908.190,"678.273.351,30",21.816.310,"595.853.265,50",11.128.648,"195.003.427,20",4.211.800,"87.692.310,00"
12/08/2020,19.393.030,"585.260.826,90",33.974.460,"887.751.144,30",2.285.000,"91.127.150,00",8.101.600,"138.347.419,00"
12/07/2020,17.518.870,"541.071.313,70",12.628.560,"281.643.719,10",30.204.749,"562.026.245,35",35.325.749,"714.327.545,35"
12/04/2020,20.216.720,"642.411.570,50",13.866.760,"401.128.734,40",3.289.766,"56.707.109,30",7.008.020,"150.854.493,64"
12/03/2020,16.654.520,"398.535.000,90",27.561.740,"788.129.814,00",2.654.310,"65.627.444,23",5.624.310,"128.121.934,23"
12/02/2020,20.131.800,"608.995.863,00",13.095.680,"345.852.299,30",99.788.931,"2.157.562.084,50",44.885.909,"1.088.749.661,50"
12/01/2020,21.542.830,"620.684.244,10",18.696.670,"500.631.703,80",3.315.740,"238.201.124,00",27.074.170,"636.731.124,20"
11/30/2020,23.228.310,"732.319.992,80",22.605.800,"722.418.781,20",10.323.088,"88.246.236,34",29.666.790,"416.323.933,00"
11/27/2020,21.588.390,"690.501.139,20",12.791.960,"345.296.658,50",3.193.007,"151.194.442,90",17.507.000,"253.973.800,00"
11/26/2020,24.845.150,"777.842.334,30",15.178.820,"388.414.548,00",10.792.418,"244.591.842,50",27.913.078,"498.534.204,00"
11/25/2020,31.763.700,"929.374.869,50",14.251.420,"385.386.315,70",11.909.010,"555.387.405,00",10.042.990,"359.650.621,55"
11/24/2020,27.352.270,"850.612.909,10",20.520.610,"561.906.709,60",5.796.706,"506.661.174,00",14.209.080,"432.312.078,50"
11/23/2020,17.301.830,"496.594.940,80",18.158.650,"535.588.886,10",6.259.412,"391.018.516,00",4.821.606,"216.762.651,42"
11/20/2020,21.483.980,"565.894.430,00",32.841.370,"433.174.528,40",5.145.550,"419.305.075,00",10.777.502,"202.004.842,95"
11/19/2020,26.297.510,"789.699.167,10",46.230.500,"1.334.596.319,30",5.249.880,"314.675.876,00",5.003.688,"98.958.510,00"
11/18/2020,19.082.390,"511.981.921,00",25.488.960,"849.660.983,50",9.651.178,"274.197.837,45",3.299.510,"74.376.520,00"
11/17/2020,18.376.420,"520.678.150,30",20.228.410,"654.598.248,70",6.721.650,"96.945.791,15",7.699.088,"171.001.190,40"
11/16/2020,24.706.760,"791.601.646,70",58.675.230,"1.112.684.384,30",5.048.000,"104.378.603,00",2.457.100,"48.293.675,60"
11/13/2020,17.552.370,"458.923.995,30",27.921.240,"380.930.823,20",512.000,"14.620.600,00",3.920.000,"298.074.400,00"
11/12/2020,19.471.530,"466.955.684,10",28.977.400,"311.695.316,70",11.135.549,"125.371.813,14",500.000,"12.500.000,00"
11/11/2020,17.291.560,"508.968.515,80",42.563.650,"857.125.612,80",2.805.100,"63.121.200,00",1.485.180,"45.454.340,00"
11/10/2020,17.667.290,"567.332.592,50",49.238.090,"615.439.818,40",13.714.797,"499.496.074,66",11.591.832,"345.246.857,68"
11/09/2020,20.259.400,"677.441.810,70",42.014.490,"763.640.523,50",840.000,"14.482.560,00",2.554.801,"183.762.825,19"
11/06/2020,20.668.920,"337.189.668,40",20.470.460,"641.444.992,40",4.573.000,"87.697.900,00",9.552.894,"217.600.033,00"
11/05/2020,17.141.110,"545.430.929,10",15.384.460,"531.141.815,60",1.586.000,"25.682.500,00",1.830.000,"99.508.500,00"
11/04/2020,24.968.630,"449.907.431,50",17.355.780,"593.885.294,90",6.073.871,"223.879.875,61",5.695.440,"267.472.384,00"
11/03/2020,19.859.280,"529.596.809,90",9.396.650,"360.205.896,20",426.070,"34.003.210,39",2.300.000,"87.580.000,00"
11/02/2020,19.676.970,"474.111.218,10",11.443.270,"286.686.272,30",1.674.000,"176.399.650,00",2.343.650,"182.370.280,00"
10/30/2020,28.119.900,"729.306.751,10",30.093.100,"754.292.314,80",4.810.640,"84.912.996,00",6.401.000,"108.783.840,00"
10/29/2020,26.587.240,"757.247.948,10",20.693.520,"736.651.733,90",477.200,"3.782.011,20",4.311.900,"46.917.123,60"
10/28/2020,39.478.180,"1.004.331.838,10",22.820.860,"625.621.606,20",1.746.398,"109.153.030,20",2.107.518,"114.654.134,20"
10/27/2020,25.770.710,"771.753.765,30",36.888.170,"659.641.549,30",6.563.010,"139.987.411,00",7.089.010,"164.189.681,00"
10/26/2020,14.333.240,"458.203.050,00",22.551.620,"507.921.912,20",7.187.400,"168.471.998,33",1.058.000,"23.669.800,00"
10/23/2020,34.146.690,"876.343.893,90",14.498.420,"421.219.118,80",4.251.717,"346.824.677,03",569.000,"17.378.800,00"
10/22/2020,20.414.210,"694.088.453,20",8.614.620,"209.896.667,50",8.729.800,"115.985.531,00",7.646.890,"133.494.586,00"
10/21/2020,11.839.750,"363.239.832,70",14.263.640,"337.009.098,70",5.748.610,"139.404.330,00",2.583.730,"72.336.887,00"
10/20/2020,16.470.690,"466.335.248,10",16.053.880,"440.640.754,00",15.263.626,"280.797.075,68",874.700,"19.073.834,00"
10/19/2020,15.399.110,"379.726.893,30",11.772.130,"295.903.969,20",3.790.000,"126.074.800,00",11.928.750,"253.454.530,00"
10/16/2020,14.988.470,"356.705.102,80",21.821.610,"593.056.972,30",4.407.389,"130.434.694,12",212.800,"5.757.275,00"
10/15/2020,34.194.910,"521.698.112,80",25.861.430,"676.001.313,10",2.325.000,"90.573.640,00",3.580.000,"92.635.300,00"
10/14/2020,17.319.610,"452.103.362,10",16.895.190,"409.311.356,90",2.078.000,"34.016.400,00",5.217.540,"103.937.652,00"
10/13/2020,26.911.340,"314.412.198,00",14.872.400,"390.101.430,50",6.967.540,"122.461.888,00",3.040.000,"84.599.000,00"
10/12/2020,22.470.800,"468.391.067,20",17.043.550,"392.400.817,10",5.530.003,"149.087.240,92",6.400.000,"241.046.800,00"
10/09/2020,10.184.400,"262.788.141,60",11.778.300,"290.810.079,10",1.521.289,"33.735.485,66",5.675.873,"106.020.437,80"
10/08/2020,14.078.790,"322.408.272,10",18.301.800,"446.507.465,90",555.000,"7.431.700,00",3.313.950,"45.333.064,50"
10/07/2020,30.040.070,"450.572.267,20",20.729.200,"554.085.088,20",1.488.587,"51.104.738,00",2.898.710,"134.300.039,00"
10/06/2020,27.433.090,"395.368.895,60",20.566.600,"480.027.078,40",2.740.873,"75.295.602,20",1.600.000,"20.788.000,00"
10/05/2020,23.777.460,"314.312.973,50",13.945.670,"280.547.060,50",8.589.071,"181.885.669,70",5.672.545,"83.862.540,75"
10/02/2020,38.048.150,"580.718.560,00",18.162.370,"372.563.035,30",1.868.510,"29.526.713,00",5.025.460,"33.188.036,00"
10/01/2020,15.104.580,"359.142.748,60",13.296.650,"314.153.598,50",8.622.450,"394.940.581,50",2.371.000,"312.518.750,00"
09/30/2020,14.007.760,"385.797.605,90",12.637.710,"300.549.146,00",5.000.000,"110.000.000,00",5.323.000,"99.635.500,00"
09/29/2020,16.447.530,"309.051.764,40",14.523.430,"347.049.108,60",430.789,"23.930.096,56",2.878.000,"40.947.400,00"
09/28/2020,17.029.600,"282.756.237,00",14.155.380,"283.611.442,50",5.052.434,"85.320.478,00",4.509.000,"88.495.903,00"
09/25/2020,17.825.060,"341.522.713,50",7.066.070,"152.453.237,10",3.695.280,"81.727.417,15",6.768.000,"118.098.900,00"
09/24/2020,18.586.420,"380.333.491,40",13.011.720,"321.092.258,20",2.064.010,"50.554.919,00",9.271.010,"210.865.719,00"
09/23/2020,14.512.630,"359.749.997,60",11.882.550,"227.912.047,50",6.235.213,"103.620.291,11",26.875.000,"370.149.400,00"
09/22/2020,11.379.610,"257.336.162,60",11.892.880,"313.364.218,50",4.126.470,"65.480.420,00",10.530.000,"109.278.500,00"
09/21/2020,21.081.850,"658.901.992,20",16.308.250,"432.150.928,00",4.681.197,"175.175.277,80",5.542.410,"174.724.083,30"
09/18/2020,11.815.300,"293.277.131,00",10.508.460,"204.962.547,00",17.444.470,"447.243.628,89",22.665.800,"541.733.720,00"
09/17/2020,11.854.170,"291.826.460,40",23.802.860,"744.279.983,00",1.350.470,"54.891.837,50",6.124.330,"105.697.620,00"
09/16/2020,8.277.570,"239.238.076,90",10.836.400,"309.241.018,10",9.535.860,"68.959.810,00",8.721.000,"40.830.400,00"
09/15/2020,12.052.850,"360.779.238,50",17.152.280,"464.241.666,20",5.948.635,"226.637.236,99",2.241.000,"33.595.250,00"
09/14/2020,13.076.090,"358.715.581,90",10.634.100,"235.845.101,40",4.391.899,"140.346.100,60",11.425.000,"230.935.080,00"
09/11/2020,11.280.860,"302.647.298,60",17.568.630,"492.405.518,90",577.830,"44.914.232,50",14.965.550,"361.526.256,40"
09/10/2020,15.666.900,"441.288.112,40",11.203.410,"300.908.176,80",9.291.000,"182.913.500,00",40.938.000,"2.347.834.010,00"
09/09/2020,11.084.290,"353.861.534,00",23.854.600,"710.340.391,60",10.792.940,"293.315.820,00",15.386.310,"271.371.666,00"
09/08/2020,11.625.520,"356.760.619,40",12.965.910,"380.324.968,40",2.865.000,"31.177.500,00",465.000,"14.029.519,00"
09/07/2020,14.152.680,"399.798.236,30",18.916.010,"539.490.312,20",3.846.330,"219.956.258,55",2.695.399,"75.181.570,37"
09/04/2020,13.416.090,"422.369.111,10",10.667.110,"322.541.945,60",8.960.480,"277.599.608,80",2.606.180,"129.539.450,72"
09/03/2020,22.104.250,"672.258.489,20",10.068.440,"269.425.255,90",4.348.004,"113.014.770,00",27.806.590,"673.628.881,03"
09/01/2020,16.640.010,"515.817.970,00",11.798.840,"332.374.137,90",6.932.311,"345.996.863,50",9.925.510,"488.975.820,00"
08/31/2020,11.045.240,"312.415.364,90",11.867.120,"323.976.829,70",2.209.969,"132.613.721,65",1.457.320,"38.674.561,68"
08/28/2020,21.343.300,"666.667.156,40",12.096.310,"325.765.878,10",39.081.292,"858.260.402,64",14.960.000,"155.351.800,00"
08/27/2020,14.183.940,"439.069.973,10",12.670.180,"349.492.701,80",1.069.111,"37.237.926,00",13.549.111,"221.396.526,00"
08/26/2020,12.905.020,"346.230.818,90",12.252.100,"285.818.788,00",2.750.870,"80.691.298,00",3.264.890,"78.808.868,00"
08/25/2020,32.024.420,"953.176.325,50",14.519.350,"297.090.040,70",7.442.590,"221.888.870,00",7.677.650,"140.707.419,50"
08/24/2020,19.036.920,"567.102.452,50",13.712.370,"261.173.785,20",1.369.000,"52.499.060,00",7.345.460,"173.863.336,20"
08/21/2020,9.858.450,"283.624.098,10",7.608.410,"179.580.020,10",3.739.008,"60.887.623,92",300.000,"3.600.000,00"
08/20/2020,21.328.490,"618.569.672,40",20.829.050,"626.118.588,10",6.155.450,"166.769.963,20",5.226.984,"103.945.407,20"
08/19/2020,12.926.730,"305.053.231,40",5.007.300,"122.766.851,40",871.000,"30.435.000,00",3.190.000,"44.338.000,00"
08/18/2020,9.383.530,"263.291.284,60",6.378.890,"193.055.550,80",6.470.786,"181.227.649,38",1.157.716,"38.950.522,80"
08/17/2020,11.129.150,"326.542.545,80",9.297.610,"245.438.343,20",1.687.000,"30.080.880,00",1.500.000,"27.000.000,00"
08/14/2020,17.169.120,"518.617.152,40",13.598.260,"315.858.524,90",3.193.000,"60.946.850,00",5.578.000,"98.253.250,00"
08/13/2020,13.505.840,"369.360.154,60",7.084.960,"156.799.043,10",3.928.000,"79.595.900,00",5.960.000,"97.278.800,00"
08/12/2020,8.713.810,"224.164.780,10",8.312.810,"189.778.895,90",3.965.000,"68.859.000,00",7.068.000,"86.018.030,00"
08/11/2020,7.097.170,"180.212.048,80",6.659.490,"169.530.754,40",202.003,"9.661.072,60",4.762.000,"32.670.200,00"
08/10/2020,17.246.250,"468.606.655,40",8.164.540,"199.534.810,90",0,"0,00",1.625.600,"24.364.894,40"
08/07/2020,6.396.440,"158.611.041,20",12.982.120,"260.665.929,50",5.640.000,"56.282.500,00",1.765.000,"31.770.000,00"
08/06/2020,8.981.030,"225.376.963,90",6.020.130,"147.944.221,10",12.132.600,"147.247.350,00",8.232.600,"123.067.350,00"
08/05/2020,11.134.100,"301.138.477,60",6.003.600,"136.038.203,60",8.252.860,"204.851.293,50",8.022.860,"200.646.493,50"
08/04/2020,5.503.880,"143.075.746,70",4.731.830,"98.214.259,60",2.294.999,"81.519.746,00",5.710.000,"125.930.000,00"
08/03/2020,7.029.810,"143.259.225,10",7.400.220,"129.719.906,00",10.922.487,"378.108.514,70",26.997.047,"649.367.114,70"
07/31/2020,16.464.470,"425.330.955,90",9.619.300,"264.032.646,10",7.971.000,"164.725.200,00",9.570.637,"151.016.901,62"
07/30/2020,6.239.400,"149.827.944,00",3.333.080,"80.003.869,80",9.750.605,"195.745.116,00",9.649.600,"160.686.208,00"
07/29/2020,10.991.220,"198.267.135,30",11.065.170,"222.234.264,50",24.068.487,"323.038.186,00",15.928.487,"196.821.166,00"
07/28/2020,9.299.330,"187.613.485,20",14.871.770,"400.441.241,70",1.386.400,"20.776.904,00",1.297.720,"14.557.323,80"
07/27/2020,21.755.110,"429.393.739,10",9.326.690,"184.699.140,50",7.260.000,"135.214.000,00",6.850.000,"100.013.950,00"
07/24/2020,19.001.290,"434.909.747,30",16.068.900,"410.560.380,30",4.441.500,"57.476.200,00",50.746.372,"327.753.311,52"
07/23/2020,7.083.640,"158.469.690,70",6.326.140,"131.454.974,60",5.929.100,"124.432.485,00",4.447.922,"73.479.076,33"
07/22/2020,4.294.570,"101.984.630,60",4.299.470,"98.324.928,30",1.950.000,"36.413.000,00",45.316.297,"328.216.361,47"
07/21/2020,4.414.890,"112.838.244,60",3.806.550,"80.055.042,30",2.164.000,"41.685.550,00",2.026.000,"60.007.314,00"
07/20/2020,4.619.800,"107.987.964,30",5.760.550,"129.607.799,20",998.422,"16.834.816,04",2.144.100,"34.156.100,00"
07/17/2020,5.528.960,"115.179.081,90",3.899.630,"87.574.969,90",4.673.097,"83.943.719,90",10.169.940,"167.047.820,52"
07/16/2020,8.185.850,"257.249.552,50",5.235.190,"122.734.797,60",1.816.000,"45.892.250,00",7.019.990,"90.247.977,88"
07/15/2020,11.950.340,"375.608.347,70",4.472.620,"88.657.003,30",3.175.280,"66.463.140,00",6.741.500,"110.462.772,00"
07/14/2020,6.026.430,"146.415.903,60",12.844.100,"385.844.225,20",1.215.948,"24.086.759,60",310.000,"6.700.000,00"
07/13/2020,6.265.440,"179.649.738,80",7.576.750,"229.216.176,80",5.953.440,"97.540.343,60",3.069.500,"67.346.375,00"
07/10/2020,4.289.950,"114.145.101,90",5.655.910,"119.422.139,30",543.000,"7.010.550,00",1.387.380,"20.991.975,28"
07/09/2020,11.696.660,"329.694.468,80",6.223.230,"149.334.367,50",3.815.000,"79.404.500,00",1.470.000,"23.199.000,00"
07/08/2020,5.054.780,"124.977.992,90",3.612.350,"98.073.514,50",1.297.000,"32.462.500,00",14.537.588,"301.259.975,60"
07/07/2020,8.298.930,"172.647.213,50",29.143.410,"233.189.364,80",17.694.450,"352.367.320,00",11.505.050,"236.570.860,30"
07/06/2020,5.951.350,"131.185.386,80",10.012.110,"107.156.941,60",3.243.806,"81.417.222,89",4.866.681,"111.064.411,00"
07/03/2020,4.011.410,"113.807.718,60",9.542.490,"130.192.512,10",3.325.000,"47.659.000,00",4.361.003,"143.228.189,46"
07/02/2020,7.684.580,"176.809.043,90",23.649.190,"210.999.038,30",1.232.250,"16.643.600,00",0,"0,00"
07/01/2020,9.735.970,"153.022.150,60",16.709.530,"197.675.926,40",3.451.000,"90.809.050,00",6.263.820,"392.834.362,20"
06/30/2020,9.528.160,"196.736.449,50",16.027.190,"207.585.447,10",17.888.900,"193.709.400,00",15.755.170,"196.827.386,66"
06/29/2020,9.176.550,"215.448.662,80",12.743.390,"185.024.187,30",5.744.550,"114.152.639,00",5.002.474,"78.137.533,30"
06/26/2020,16.750.160,"206.242.999,10",20.540.240,"214.709.441,30",3.231.000,"25.678.100,00",4.349.890,"161.196.201,50"
06/25/2020,7.865.530,"170.785.580,10",11.032.950,"208.664.024,90",2.280.000,"38.520.600,00",7.911.600,"144.539.260,00"
06/24/2020,10.583.460,"222.715.187,10",13.555.920,"203.030.009,70",2.207.000,"43.296.700,00",5.361.830,"99.998.110,85"
06/23/2020,11.553.360,"261.258.387,50",14.081.510,"266.081.971,90",7.084.920,"193.173.165,00",6.883.320,"194.828.125,00"
06/22/2020,13.336.110,"221.195.773,00",11.829.230,"182.183.413,80",1.595.900,"36.921.810,00",397.000,"6.966.100,00"
06/19/2020,20.131.480,"218.874.857,50",7.989.710,"164.763.427,50",2.307.257,"45.825.124,00",18.262.148,"186.732.643,48"
06/18/2020,10.605.560,"148.658.701,00",9.436.680,"213.581.769,00",2.603.770,"66.991.780,00",12.492.000,"147.907.460,00"
06/17/2020,9.059.740,"197.747.660,90",17.033.730,"377.865.595,40",2.197.000,"33.465.766,00",5.762.000,"84.918.840,00"
06/16/2020,17.930.490,"245.314.466,80",11.067.280,"248.087.853,90",6.547.890,"42.707.716,90",13.866.850,"262.933.718,60"
06/15/2020,16.625.040,"212.207.451,10",12.761.100,"193.023.723,20",3.558.000,"81.343.050,00",23.954.000,"1.573.683.320,00"
06/12/2020,31.710.480,"577.103.955,30",18.683.560,"333.393.819,60",5.434.000,"111.493.600,00",1.278.000,"20.749.440,00"
06/11/2020,18.365.890,"339.451.315,10",27.134.420,"421.098.994,60",1.175.000,"26.456.000,00",14.222.000,"147.408.200,00"
06/10/2020,17.451.600,"221.324.154,60",25.428.290,"352.100.866,60",711.000,"13.786.200,00",10.950.000,"135.703.350,00"
06/09/2020,8.525.820,"121.178.964,50",10.914.740,"212.581.276,80",3.020.000,"69.208.000,00",22.842.000,"270.410.160,00"
06/08/2020,11.548.170,"281.002.739,80",20.688.820,"391.434.283,30",8.075.000,"142.596.000,00",29.565.000,"399.345.580,00"
06/05/2020,11.992.160,"264.734.366,40",10.960.130,"195.527.159,70",17.339.000,"284.869.800,00",5.346.000,"86.963.000,00"
06/04/2020,11.918.330,"245.183.291,60",9.023.290,"209.916.263,00",11.269.107,"153.264.172,90",11.339.333,"665.268.627,65"
06/03/2020,13.462.910,"308.261.571,80",11.631.710,"207.576.094,40",11.315.000,"166.017.000,00",200.000,"2.452.000,00"
06/02/2020,11.387.020,"250.706.979,40",8.530.340,"157.179.387,30",8.220.140,"131.091.384,00",3.504.000,"63.415.500,00"
06/01/2020,11.095.230,"261.935.726,60",8.720.160,"158.909.175,90",11.065.770,"169.664.519,00",18.002.640,"362.241.174,00"
05/29/2020,7.156.270,"139.480.046,60",10.791.600,"259.715.695,10",4.870.000,"72.985.000,00",12.095.680,"116.761.320,00"
05/28/2020,5.173.210,"150.516.934,50",11.127.090,"279.043.174,40",11.398.987,"180.757.308,50",4.467.960,"99.275.660,00"
05/27/2020,6.780.880,"178.385.029,50",13.756.350,"348.031.895,70",5.770.000,"76.334.500,00",938.000,"14.237.230,00"
05/26/2020,7.918.490,"153.090.641,40",15.756.850,"318.735.612,30",1.600.000,"24.263.440,00",1.312.000,"24.551.990,00"
05/25/2020,6.508.010,"154.401.725,70",13.692.660,"265.737.788,30",10.063.960,"174.466.675,00",3.447.960,"68.545.260,00"
05/22/2020,9.571.900,"167.084.467,50",15.881.420,"370.085.049,30",8.140.240,"117.920.560,00",9.702.280,"132.096.154,16"
05/21/2020,24.935.560,"615.076.067,60",8.524.040,"199.856.001,40",11.037.000,"193.932.000,00",7.622.467,"116.515.723,46"
05/20/2020,11.674.640,"240.405.811,30",8.182.010,"173.749.216,00",4.822.250,"69.873.150,00",9.785.790,"139.086.564,30"
05/19/2020,19.819.260,"589.784.491,30",14.375.090,"264.998.196,10",22.144.570,"306.837.497,00",24.501.720,"289.234.099,00"
05/18/2020,8.126.720,"188.236.561,80",8.547.860,"157.358.614,10",2.198.200,"24.181.355,50",6.799.750,"98.219.607,10"
05/15/2020,8.473.060,"212.023.748,70",8.358.560,"174.181.925,30",1.959.960,"38.850.892,00",21.094.990,"260.491.051,65"
05/14/2020,12.232.360,"360.388.948,80",11.777.600,"321.681.677,40",1.060.000,"15.516.000,00",13.136.786,"230.775.856,28"
05/13/2020,12.279.370,"325.697.542,10",36.670.940,"1.023.830.091,40",5.154.000,"231.003.750,00",15.742.825,"387.341.898,53"
05/12/2020,10.667.040,"231.384.078,70",13.233.920,"376.761.851,50",2.029.000,"30.681.323,00",2.030.000,"44.374.000,00"
05/11/2020,7.747.350,"182.166.254,50",12.831.390,"263.685.971,20",9.773.003,"230.697.075,90",8.425.000,"134.348.750,00"
05/08/2020,45.743.770,"1.471.209.172,40",8.021.870,"181.053.725,00",9.714.613,"206.713.058,50",10.017.830,"189.206.075,29"
05/07/2020,14.784.090,"349.163.019,40",5.760.340,"138.715.365,80",4.900.000,"102.990.000,00",2.800.000,"55.383.600,00"
05/06/2020,7.036.250,"165.005.612,50",4.665.090,"108.788.387,80",3.077.000,"118.625.400,00",1.543.000,"40.187.585,00"
05/05/2020,3.944.630,"89.872.793,80",2.732.220,"50.147.198,10",13.539.608,"217.108.772,60",9.200.000,"145.570.000,00"
05/04/2020,10.393.910,"131.302.948,70",6.221.860,"102.722.561,80",6.891.398,"383.422.687,90",2.028.300,"305.303.560,00"
04/29/2020,8.897.760,"238.369.344,90",9.105.060,"230.273.903,40",8.534.319,"142.155.401,50",300.000,"6.255.000,00"
04/28/2020,6.494.510,"168.039.111,30",5.577.310,"106.598.872,90",8.581.400,"135.284.110,00",1.280.000,"19.300.000,00"
04/27/2020,6.927.690,"198.521.045,30",11.828.070,"196.728.164,70",8.676.260,"157.910.900,00",7.135.960,"128.119.350,00"
04/24/2020,7.625.400,"151.230.123,70",12.444.800,"190.163.130,80",6.425.000,"103.894.575,00",2.930.000,"54.322.560,00"
04/23/2020,7.333.620,"171.804.265,30",11.781.150,"269.049.980,20",4.924.410,"62.999.845,00",730.000,"15.416.000,00"
04/22/2020,6.741.610,"169.818.772,40",15.430.250,"350.388.975,50",5.603.000,"84.776.700,00",3.938.230,"129.665.380,00"
04/21/2020,9.222.470,"208.478.555,20",13.645.510,"297.250.932,90",4.296.260,"61.426.504,00",3.826.097,"52.346.672,24"
04/20/2020,6.979.650,"131.980.410,60",8.586.990,"181.997.803,10",620.000,"12.588.000,00",414.000,"7.553.828,00"
04/17/2020,8.851.680,"169.477.342,40",9.259.840,"214.802.293,10",6.675.620,"115.777.963,50",23.196.868,"605.718.339,60"
04/16/2020,12.539.700,"306.512.577,50",9.156.360,"190.356.789,50",3.831.293,"84.939.100,00",10.979.000,"434.476.000,00"
04/15/2020,7.577.950,"170.181.682,00",8.583.250,"210.506.224,50",3.851.750,"101.015.720,00",2.994.000,"49.544.360,00"
04/14/2020,7.777.490,"168.168.416,90",10.978.600,"217.634.222,10",2.215.000,"39.705.000,00",3.395.000,"41.877.350,00"
04/13/2020,4.967.760,"113.090.299,10",9.622.980,"227.834.685,10",3.580.413,"98.099.338,12",3.060.000,"27.684.000,00"
04/10/2020,4.564.560,"101.425.853,70",7.629.470,"181.853.284,50",3.864.000,"111.645.600,00",4.892.000,"168.907.250,00"
04/09/2020,6.239.580,"146.923.727,40",30.593.310,"311.589.613,10",8.495.515,"209.172.307,00",6.539.105,"206.593.898,00"
04/08/2020,7.415.600,"156.855.457,60",7.427.220,"175.595.220,60",11.763.000,"186.709.300,00",2.439.930,"104.242.737,00"
