Ngày,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND)
04/13/2023,18.990.042,"513.658.866,10",30.867.093,"819.981.583,00",-11.877.051,"-306.322.716,90"
04/12/2023,26.078.937,"734.567.931,40",39.180.909,"1.062.568.905,26",-13.101.972,"-328.000.973,86"
04/11/2023,21.250.500,"619.561.694,00",45.741.825,"1.179.397.336,28",-24.491.325,"-559.835.642,28"
04/10/2023,30.591.731,"773.242.165,30",41.067.742,"1.079.029.068,70",-10.476.011,"-305.786.903,40"
04/07/2023,22.209.564,"787.902.938,40",23.694.170,"960.675.102,06",-1.484.606,"-172.772.163,66"
04/06/2023,24.064.701,"582.492.979,70",31.137.272,"797.015.311,95",-7.072.571,"-214.522.332,25"
04/05/2023,31.136.500,"777.902.765,00",16.391.678,"562.954.668,95",14.744.822,"214.948.096,05"
04/04/2023,33.592.313,"824.244.124,48",39.237.136,"1.085.844.433,33",-5.644.823,"-261.600.308,85"
04/03/2023,34.847.128,"909.845.746,50",44.665.753,"1.216.418.723,74",-9.818.625,"-306.572.977,24"
03/31/2023,49.193.767,"1.364.468.357,40",41.701.238,"1.207.328.419,75",7.492.529,"157.139.937,65"
03/30/2023,29.483.200,"913.605.743,95",47.990.893,"1.314.609.092,74",-18.507.693,"-401.003.348,79"
03/29/2023,18.772.993,"590.808.088,85",27.465.176,"797.140.335,54",-8.692.183,"-206.332.246,69"
03/28/2023,37.081.583,"1.090.087.113,58",27.238.892,"947.729.654,66",9.842.691,"142.357.458,92"
03/27/2023,34.093.720,"843.756.864,02",22.177.808,"674.605.732,33",11.915.912,"169.151.131,69"
03/24/2023,30.064.642,"949.697.436,66",65.999.993,"1.361.737.318,69",-35.935.351,"-412.039.882,03"
03/23/2023,43.192.897,"1.223.665.364,29",27.080.332,"889.257.436,44",16.112.565,"334.407.927,85"
03/22/2023,39.481.408,"1.225.051.480,75",45.377.678,"1.215.943.451,95",-5.896.270,"9.108.028,80"
03/21/2023,40.593.549,"1.105.707.733,61",83.523.010,"1.536.783.895,65",-42.929.461,"-431.076.162,04"
03/20/2023,18.491.500,"603.332.800,02",72.256.371,"1.441.518.927,08",-53.764.871,"-838.186.127,06"
03/17/2023,161.896.271,"3.314.134.257,50",128.529.183,"3.100.740.977,20",33.367.088,"213.393.280,30"
03/16/2023,65.232.100,"1.656.785.219,50",55.856.835,"1.564.322.968,10",9.375.265,"92.462.251,40"
03/15/2023,45.627.298,"1.155.304.416,80",29.572.469,"934.122.045,60",16.054.829,"221.182.371,20"
03/14/2023,49.932.768,"1.313.568.542,85",32.691.764,"909.932.609,53",17.241.004,"403.635.933,32"
03/13/2023,65.916.538,"1.716.822.122,90",28.857.147,"824.680.566,11",37.059.391,"892.141.556,79"
03/10/2023,42.389.438,"1.095.700.343,53",22.440.466,"655.035.942,38",19.948.972,"440.664.401,15"
03/09/2023,48.290.952,"1.255.900.156,60",35.811.830,"1.055.630.280,38",12.479.122,"200.269.876,22"
03/08/2023,42.005.175,"1.137.079.191,80",29.595.755,"880.229.949,20",12.409.420,"256.849.242,60"
03/07/2023,42.488.040,"1.074.691.066,26",34.562.627,"924.047.146,41",7.925.413,"150.643.919,85"
03/06/2023,29.389.083,"714.036.902,53",38.556.400,"825.820.526,07",-9.167.317,"-111.783.623,54"
03/03/2023,21.686.838,"545.448.031,93",28.385.456,"688.658.576,59",-6.698.618,"-143.210.544,66"
03/02/2023,31.913.081,"863.222.528,60",36.383.805,"991.498.477,37",-4.470.724,"-128.275.948,77"
03/01/2023,29.405.700,"752.226.280,10",40.639.773,"1.071.925.051,00",-11.234.073,"-319.698.770,90"
02/28/2023,33.514.285,"896.264.234,59",39.721.238,"902.787.864,65",-6.206.953,"-6.523.630,06"
02/27/2023,38.503.568,"848.060.336,90",72.781.790,"1.518.006.841,86",-34.278.222,"-669.946.504,96"
02/24/2023,37.016.272,"877.868.920,50",47.434.339,"1.118.410.656,15",-10.418.067,"-240.541.735,65"
02/23/2023,46.805.674,"1.819.505.230,10",79.451.181,"2.513.993.851,17",-32.645.507,"-694.488.621,07"
02/22/2023,34.270.730,"918.903.929,10",42.664.166,"1.246.347.421,90",-8.393.436,"-327.443.492,80"
02/21/2023,45.255.357,"1.109.236.634,75",48.110.102,"1.171.006.454,67",-2.854.745,"-61.769.819,92"
02/20/2023,43.180.790,"1.079.820.065,45",42.475.728,"1.170.761.803,40",705.062,"-90.941.737,95"
02/17/2023,38.568.208,"1.021.505.199,15",38.548.634,"1.023.821.423,35",19.574,"-2.316.224,20"
02/16/2023,45.381.648,"1.148.811.854,49",51.645.245,"1.273.563.988,03",-6.263.597,"-124.752.133,55"
02/15/2023,66.501.233,"1.917.208.550,85",86.674.906,"2.285.830.945,32",-20.173.673,"-368.622.394,47"
02/14/2023,36.699.317,"1.020.312.930,50",33.832.452,"997.278.539,63",2.866.865,"23.034.390,87"
02/13/2023,29.474.165,"917.830.630,45",33.877.500,"983.762.064,84",-4.403.335,"-65.931.434,39"
02/10/2023,38.031.143,"1.179.545.748,25",37.714.541,"1.158.453.718,56",316.602,"21.092.029,69"
02/09/2023,47.905.196,"1.446.649.923,80",39.207.257,"1.428.985.336,15",8.697.939,"17.664.587,65"
02/08/2023,57.234.799,"1.569.851.467,65",40.124.464,"1.208.927.407,40",17.110.335,"360.924.060,25"
02/07/2023,35.245.464,"1.003.168.962,00",38.297.321,"997.586.057,99",-3.051.857,"5.582.904,01"
02/06/2023,44.422.298,"1.475.023.675,00",28.017.976,"1.066.165.389,45",16.404.322,"408.858.285,55"
02/03/2023,48.234.281,"1.487.845.292,65",26.417.982,"930.903.292,30",21.816.299,"556.942.000,35"
02/02/2023,50.149.315,"1.679.284.788,40",32.825.862,"1.268.363.255,20",17.323.453,"410.921.533,20"
02/01/2023,54.114.210,"1.505.988.634,60",45.602.060,"1.435.870.567,60",8.512.150,"70.118.067,00"
01/31/2023,38.105.630,"1.229.473.846,80",30.307.144,"1.248.405.292,89",7.798.486,"-18.931.446,09"
01/30/2023,65.482.762,"1.681.567.947,95",28.893.454,"951.398.439,45",36.589.308,"730.169.508,50"
01/27/2023,58.618.862,"1.528.191.679,05",30.812.865,"1.012.406.678,01",27.805.997,"515.785.001,04"
01/19/2023,63.597.086,"1.801.155.575,90",31.725.174,"992.377.695,55",31.871.912,"808.777.880,35"
01/18/2023,57.506.058,"1.482.575.994,30",24.949.949,"790.343.394,90",32.556.109,"692.232.599,40"
01/17/2023,47.064.444,"1.229.411.262,20",13.083.173,"445.520.137,63",33.981.271,"783.891.124,57"
01/16/2023,52.293.317,"1.266.720.029,60",40.553.355,"1.054.867.055,64",11.739.962,"211.852.973,96"
01/13/2023,37.294.327,"1.014.127.163,15",156.415.340,"4.040.635.638,90",-119.121.013,"-3.026.508.475,75"
01/12/2023,33.485.791,"973.396.531,95",21.646.340,"670.931.392,70",11.839.451,"302.465.139,25"
01/11/2023,29.579.000,"807.097.140,00",15.550.712,"569.726.665,64",14.028.288,"237.370.474,36"
01/10/2023,56.257.431,"1.573.682.051,70",33.377.339,"1.145.902.434,11",22.880.092,"427.779.617,59"
01/09/2023,43.303.864,"1.080.400.278,45",19.412.974,"546.675.009,58",23.890.890,"533.725.268,87"
01/06/2023,45.252.902,"1.193.660.774,15",31.613.803,"848.306.772,70",13.639.099,"345.354.001,45"
01/05/2023,50.681.744,"1.396.679.944,35",24.451.030,"733.985.955,94",26.230.714,"662.693.988,41"
01/04/2023,41.690.846,"1.082.849.661,60",27.493.867,"713.824.555,45",14.196.979,"369.025.106,15"
01/03/2023,39.893.578,"1.007.344.349,30",24.164.205,"762.524.061,83",15.729.373,"244.820.287,47"
12/30/2022,47.555.295,"1.431.352.658,50",33.989.327,"938.603.543,00",13.565.968,"492.749.115,50"
12/29/2022,41.817.994,"1.072.241.928,93",38.203.393,"831.014.221,30",3.614.601,"241.227.707,63"
12/28/2022,45.732.656,"1.263.343.646,80",36.173.470,"931.467.302,80",9.559.186,"331.876.344,00"
12/27/2022,65.041.270,"1.448.618.275,38",24.077.896,"699.372.054,48",40.963.374,"749.246.220,90"
12/26/2022,44.302.016,"1.318.546.538,50",26.784.353,"861.191.198,42",17.517.663,"457.355.340,08"
12/23/2022,40.436.320,"1.061.935.451,90",29.577.463,"813.755.073,20",10.858.857,"248.180.378,70"
12/22/2022,38.641.650,"1.028.631.664,65",126.180.964,"3.534.615.334,55",-87.539.314,"-2.505.983.669,90"
12/21/2022,89.758.084,"2.311.307.531,35",26.211.778,"646.678.930,39",63.546.306,"1.664.628.600,96"
12/20/2022,103.671.805,"2.571.923.056,90",27.701.703,"701.933.027,57",75.970.102,"1.869.990.029,33"
12/19/2022,54.771.780,"1.244.403.064,25",57.260.121,"1.308.114.902,35",-2.488.341,"-63.711.838,10"
12/16/2022,104.476.450,"2.547.293.764,40",85.563.833,"2.283.864.602,58",18.912.617,"263.429.161,82"
12/15/2022,46.897.109,"1.102.805.764,80",28.850.364,"783.477.134,50",18.046.745,"319.328.630,30"
12/14/2022,55.346.763,"1.549.449.471,80",54.607.714,"1.518.674.469,65",739.049,"30.775.002,15"
12/13/2022,94.162.646,"2.432.219.019,00",48.062.032,"1.536.349.135,55",46.100.614,"895.869.883,45"
12/12/2022,49.787.049,"1.588.747.509,10",40.794.484,"1.290.551.169,44",8.992.565,"298.196.339,66"
12/09/2022,53.757.098,"1.478.860.462,00",34.672.679,"1.027.258.739,05",19.084.419,"451.601.722,95"
12/08/2022,56.187.490,"1.613.911.481,20",33.936.182,"1.021.844.302,80",22.251.308,"592.067.178,40"
12/07/2022,66.152.453,"1.843.304.775,15",27.246.056,"809.895.553,75",38.906.397,"1.033.409.221,40"
12/06/2022,83.175.911,"2.155.259.523,45",52.899.355,"1.308.903.243,43",30.276.556,"846.356.280,02"
12/05/2022,88.361.589,"2.416.399.470,20",47.765.694,"1.030.429.867,42",40.595.895,"1.385.969.602,78"
12/02/2022,114.003.934,"3.158.615.275,90",36.281.621,"967.911.957,53",77.722.313,"2.190.703.318,37"
12/01/2022,97.219.141,"2.588.860.303,00",64.835.690,"1.572.614.862,23",32.383.451,"1.016.245.440,77"
11/30/2022,117.039.064,"2.926.549.784,60",79.268.251,"1.280.658.081,47",37.770.813,"1.645.891.703,13"
11/29/2022,146.917.480,"3.605.651.561,85",40.340.122,"974.783.534,90",106.577.358,"2.630.868.026,95"
11/28/2022,97.827.180,"2.687.616.861,88",32.432.998,"1.015.579.720,92",65.394.182,"1.672.037.140,96"
11/25/2022,61.225.072,"1.849.450.976,61",24.151.699,"879.384.634,98",37.073.373,"970.066.341,63"
11/24/2022,57.699.565,"1.612.016.978,35",47.449.846,"1.328.811.692,53",10.249.719,"283.205.285,82"
11/23/2022,43.634.305,"1.073.167.221,98",45.608.814,"1.027.480.019,77",-1.974.509,"45.687.202,21"
11/22/2022,65.053.956,"1.574.861.777,50",58.470.076,"1.339.386.701,35",6.583.880,"235.475.076,15"
11/21/2022,47.689.645,"1.076.548.354,85",46.128.542,"1.052.195.867,09",1.561.103,"24.352.487,76"
11/18/2022,101.906.581,"2.109.210.321,82",111.361.275,"2.175.791.597,55",-9.454.694,"-66.581.275,73"
11/17/2022,134.739.952,"2.875.128.265,70",69.918.123,"1.383.398.409,60",64.821.829,"1.491.729.856,10"
11/16/2022,98.951.018,"2.185.210.596,75",60.798.005,"1.561.017.175,75",38.153.013,"624.193.421,00"
11/15/2022,131.301.315,"2.820.128.861,95",64.173.103,"1.635.756.736,33",67.128.212,"1.184.372.125,62"
11/14/2022,141.674.863,"2.624.179.485,55",40.270.192,"972.525.761,05",101.404.671,"1.651.653.724,50"
11/11/2022,165.657.383,"3.235.528.889,45",32.984.697,"775.815.292,67",132.672.686,"2.459.713.596,78"
11/10/2022,62.542.272,"1.668.470.355,55",74.821.655,"1.682.814.376,57",-12.279.383,"-14.344.021,02"
11/09/2022,69.184.460,"1.646.936.060,47",50.343.024,"1.100.443.316,81",18.841.436,"546.492.743,66"
11/08/2022,82.244.873,"1.824.864.020,26",56.586.496,"1.291.480.338,70",25.658.377,"533.383.681,56"
11/07/2022,71.352.009,"1.732.763.197,95",55.143.809,"1.234.289.192,82",16.208.200,"498.474.005,13"
11/04/2022,46.332.522,"1.424.437.795,40",54.925.253,"1.460.628.288,76",-8.592.731,"-36.190.493,36"
11/03/2022,23.803.140,"723.149.692,80",19.897.630,"475.236.316,55",3.905.510,"247.913.376,25"
11/02/2022,32.545.371,"848.992.389,71",48.163.745,"1.108.706.713,98",-15.618.374,"-259.714.324,27"
11/01/2022,26.766.342,"768.365.742,92",74.562.335,"1.542.384.488,61",-47.795.993,"-774.018.745,69"
10/31/2022,53.432.158,"1.272.391.712,85",47.649.288,"1.052.029.202,85",5.782.870,"220.362.510,00"
10/28/2022,34.629.582,"1.115.393.185,91",123.258.554,"4.533.889.238,13",-88.628.972,"-3.418.496.052,22"
10/27/2022,43.396.467,"1.097.363.497,85",55.184.565,"1.275.170.070,65",-11.788.098,"-177.806.572,80"
10/26/2022,23.026.307,"584.793.270,60",28.325.041,"669.965.274,60",-5.298.734,"-85.172.004,00"
10/25/2022,55.204.917,"1.222.647.012,90",62.067.692,"1.308.755.903,64",-6.862.775,"-86.108.890,74"
10/24/2022,40.831.493,"1.137.502.670,70",38.686.455,"1.122.160.314,92",2.145.038,"15.342.355,78"
10/21/2022,41.818.749,"1.330.814.651,70",73.166.099,"1.776.640.504,59",-31.347.350,"-445.825.852,89"
10/20/2022,34.743.451,"1.030.734.521,00",33.318.060,"861.429.025,91",1.425.391,"169.305.495,09"
10/19/2022,31.498.074,"972.135.794,05",40.838.139,"1.055.036.647,00",-9.340.065,"-82.900.852,95"
10/18/2022,37.446.210,"1.223.417.416,00",45.013.548,"1.249.112.058,10",-7.567.338,"-25.694.642,10"
10/17/2022,29.170.135,"855.024.437,75",22.828.262,"617.804.344,78",6.341.873,"237.220.092,97"
10/14/2022,47.903.339,"1.227.593.880,90",39.810.004,"1.022.720.697,15",8.093.335,"204.873.183,75"
10/13/2022,50.522.952,"1.262.245.359,60",34.640.719,"796.804.246,32",15.882.233,"465.441.113,28"
10/12/2022,78.263.096,"1.925.240.338,20",28.331.568,"692.870.406,23",49.931.528,"1.232.369.931,97"
10/11/2022,39.729.915,"1.313.444.530,75",43.947.664,"1.172.290.477,48",-4.217.749,"141.154.053,27"
10/10/2022,49.959.493,"1.421.408.211,90",29.891.353,"819.107.446,20",20.068.140,"602.300.765,70"
10/07/2022,80.124.539,"2.376.234.800,74",78.773.122,"2.134.781.146,85",1.351.417,"241.453.653,89"
10/06/2022,26.874.440,"850.468.375,90",34.148.812,"908.099.958,03",-7.274.372,"-57.631.582,13"
10/05/2022,39.019.013,"1.188.769.490,00",31.312.021,"926.363.209,46",7.706.992,"262.406.280,54"
10/04/2022,40.094.440,"1.161.305.303,80",53.808.164,"1.488.847.529,63",-13.713.724,"-327.542.225,83"
10/03/2022,24.371.428,"910.759.396,55",43.902.216,"1.382.716.868,25",-19.530.788,"-471.957.471,70"
09/30/2022,64.029.096,"1.911.039.003,10",41.357.818,"1.497.028.871,07",22.671.278,"414.010.132,03"
09/29/2022,21.434.301,"663.139.682,60",24.573.840,"792.668.403,67",-3.139.539,"-129.528.721,07"
09/28/2022,22.243.771,"743.087.303,50",21.600.275,"742.690.470,80",643.496,"396.832,70"
09/27/2022,22.324.933,"678.847.816,35",31.666.560,"1.063.399.399,95",-9.341.627,"-384.551.583,60"
09/26/2022,34.238.967,"1.048.072.655,00",48.582.577,"1.509.380.704,17",-14.343.610,"-461.308.049,17"
09/23/2022,19.886.050,"738.612.522,60",31.888.669,"1.085.399.619,35",-12.002.619,"-346.787.096,75"
09/22/2022,22.432.270,"750.213.058,30",33.916.048,"1.229.530.998,96",-11.483.778,"-479.317.940,66"
09/21/2022,17.044.088,"665.376.478,80",22.134.549,"770.868.904,50",-5.090.461,"-105.492.425,70"
09/20/2022,32.707.983,"1.122.261.324,95",20.273.428,"674.553.742,90",12.434.555,"447.707.582,05"
09/19/2022,23.177.169,"806.776.495,30",20.473.966,"633.613.517,65",2.703.203,"173.162.977,65"
09/16/2022,51.570.663,"2.080.841.828,55",80.154.016,"2.507.049.741,33",-28.583.353,"-426.207.912,78"
09/15/2022,20.399.238,"805.538.150,95",31.508.585,"1.133.802.062,52",-11.109.347,"-328.263.911,57"
09/14/2022,29.069.582,"820.311.544,70",23.083.647,"821.216.298,10",5.985.935,"-904.753,40"
09/13/2022,25.247.276,"927.645.766,30",33.758.715,"1.165.366.235,30",-8.511.439,"-237.720.469,00"
09/12/2022,21.729.162,"772.547.754,10",14.736.033,"552.478.525,23",6.993.129,"220.069.228,87"
09/09/2022,20.922.400,"703.238.934,10",15.451.600,"501.048.560,10",5.470.800,"202.190.374,00"
09/08/2022,19.381.800,"695.435.091,00",17.697.100,"529.507.166,00",1.684.700,"165.927.925,00"
09/07/2022,15.147.500,"568.588.116,50",33.195.000,"1.033.496.759,50",-18.047.500,"-464.908.643,00"
09/06/2022,15.581.900,"564.753.163,00",23.025.300,"800.910.079,00",-7.443.400,"-236.156.916,00"
09/05/2022,16.810.500,"706.164.887,00",24.013.600,"1.005.414.497,00",-7.203.100,"-299.249.610,00"
08/31/2022,20.016.400,"706.514.718,20",22.047.800,"894.101.847,20",-2.031.400,"-187.587.129,00"
08/30/2022,15.287.500,"626.612.380,00",17.187.384,"636.583.288,80",-1.899.884,"-9.970.908,80"
08/29/2022,14.812.800,"601.309.286,00",26.620.000,"972.937.079,00",-11.807.200,"-371.627.793,00"
08/26/2022,16.658.100,"546.813.470,00",22.948.000,"640.432.428,00",-6.289.900,"-93.618.958,00"
08/25/2022,22.711.296,"678.576.257,60",15.038.696,"583.725.787,60",7.672.600,"94.850.470,00"
08/24/2022,15.518.800,"687.996.400,00",21.618.100,"812.012.424,60",-6.099.300,"-124.016.024,60"
08/23/2022,21.991.300,"781.236.621,00",23.824.010,"825.383.316,10",-1.832.710,"-44.146.695,10"
08/22/2022,11.972.395,"480.357.706,80",22.370.595,"645.733.316,80",-10.398.200,"-165.375.610,00"
08/19/2022,20.578.600,"844.627.768,00",31.245.000,"1.004.295.335,00",-10.666.400,"-159.667.567,00"
08/18/2022,29.300.800,"1.172.296.317,60",22.223.629,"1.010.478.161,96",7.077.171,"161.818.155,64"
08/17/2022,24.993.520,"858.342.303,00",23.998.120,"874.040.263,00",995.400,"-15.697.960,00"
08/16/2022,40.801.078,"1.264.589.563,40",20.827.634,"807.327.222,20",19.973.444,"457.262.341,20"
08/15/2022,27.305.200,"1.053.487.355,00",22.947.373,"968.371.174,50",4.357.827,"85.116.180,50"
08/12/2022,26.218.000,"870.015.472,00",17.879.600,"736.178.410,00",8.338.400,"133.837.062,00"
08/11/2022,32.479.100,"1.142.761.445,80",27.576.940,"1.025.670.547,80",4.902.160,"117.090.898,00"
08/10/2022,16.336.900,"593.469.225,80",13.430.900,"522.459.794,80",2.906.000,"71.009.431,00"
08/09/2022,20.340.000,"676.385.735,90",20.248.700,"731.184.657,40",91.300,"-54.798.921,50"
08/08/2022,24.054.400,"789.444.198,40",23.838.600,"903.852.389,40",215.800,"-114.408.191,00"
08/05/2022,38.304.500,"1.202.193.880,00",43.861.561,"1.497.725.444,20",-5.557.061,"-295.531.564,20"
08/04/2022,37.010.200,"1.364.853.484,00",41.639.660,"1.336.916.559,00",-4.629.460,"27.936.925,00"
08/03/2022,44.215.840,"1.532.504.073,00",24.128.440,"897.103.553,00",20.087.400,"635.400.520,00"
08/02/2022,41.182.800,"1.359.319.626,40",28.271.600,"990.145.888,40",12.911.200,"369.173.738,00"
08/01/2022,42.252.400,"1.438.948.063,30",18.719.300,"784.722.963,30",23.533.100,"654.225.100,00"
07/29/2022,35.988.400,"1.508.360.782,40",24.517.600,"1.175.329.144,40",11.470.800,"333.031.638,00"
07/28/2022,34.120.300,"1.392.596.839,90",19.434.500,"731.652.785,90",14.685.800,"660.944.054,00"
07/27/2022,25.756.232,"1.227.156.381,40",18.600.832,"608.631.363,24",7.155.400,"618.525.018,16"
07/26/2022,16.030.600,"526.729.285,90",13.454.500,"479.838.654,90",2.576.100,"46.890.631,00"
07/25/2022,18.040.500,"788.285.814,80",16.398.800,"594.750.891,80",1.641.700,"193.534.923,00"
07/22/2022,24.302.431,"1.015.461.710,35",16.606.276,"643.948.453,40",7.696.155,"371.513.256,95"
07/21/2022,28.762.800,"1.104.612.785,00",17.256.920,"709.899.540,00",11.505.880,"394.713.245,00"
07/20/2022,25.383.440,"954.839.575,30",19.990.880,"759.025.239,18",5.392.560,"195.814.336,12"
07/19/2022,14.278.700,"687.740.931,20",27.299.740,"993.768.345,20",-13.021.040,"-306.027.414,00"
07/18/2022,17.557.360,"674.138.293,76",19.434.060,"788.520.968,76",-1.876.700,"-114.382.675,00"
07/15/2022,21.320.540,"710.918.446,20",37.884.730,"1.216.303.580,20",-16.564.190,"-505.385.134,00"
07/14/2022,27.245.000,"743.899.987,90",14.709.520,"532.084.412,90",12.535.480,"211.815.575,00"
07/13/2022,16.495.700,"525.980.577,30",33.118.000,"1.089.172.874,30",-16.622.300,"-563.192.297,00"
07/12/2022,20.084.680,"669.673.749,60",26.906.380,"917.815.708,00",-6.821.700,"-248.141.958,40"
07/11/2022,16.872.200,"677.748.904,20",17.910.100,"655.573.112,20",-1.037.900,"22.175.792,00"
07/08/2022,21.591.500,"808.962.999,60",37.838.600,"1.213.727.248,60",-16.247.100,"-404.764.249,00"
07/07/2022,29.352.200,"1.097.578.013,00",15.755.500,"588.569.197,00",13.596.700,"509.008.816,00"
07/06/2022,30.629.400,"1.157.823.545,70",49.718.316,"1.870.705.452,30",-19.088.916,"-712.881.906,60"
07/05/2022,27.878.800,"936.293.425,80",29.010.859,"1.137.390.333,50",-1.132.059,"-201.096.907,70"
07/04/2022,16.371.400,"735.923.174,00",19.152.300,"858.362.583,00",-2.780.900,"-122.439.409,00"
07/01/2022,29.377.800,"991.589.946,60",26.351.300,"1.074.757.464,60",3.026.500,"-83.167.518,00"
06/30/2022,24.863.400,"946.618.361,40",24.218.866,"940.120.924,80",644.534,"6.497.436,60"
06/29/2022,27.577.908,"1.291.641.688,41",31.708.148,"1.481.988.385,41",-4.130.240,"-190.346.697,00"
06/28/2022,34.041.600,"1.339.456.940,00",28.484.700,"1.195.916.686,00",5.556.900,"143.540.254,00"
06/27/2022,28.738.800,"1.104.932.501,00",17.458.100,"876.962.596,00",11.280.700,"227.969.905,00"
06/24/2022,22.809.500,"868.337.745,20",26.036.100,"931.143.161,20",-3.226.600,"-62.805.416,00"
06/23/2022,38.759.225,"1.366.483.284,38",19.950.009,"782.899.065,88",18.809.216,"583.584.218,50"
06/22/2022,34.535.400,"1.304.923.118,00",28.899.800,"1.288.711.206,00",5.635.600,"16.211.912,00"
06/21/2022,52.008.300,"1.743.372.748,00",41.098.000,"1.298.433.645,00",10.910.300,"444.939.103,00"
06/20/2022,30.865.619,"1.304.703.840,60",56.038.069,"1.910.271.887,10",-25.172.450,"-605.568.046,50"
06/17/2022,79.309.400,"2.557.511.819,00",57.321.960,"2.253.341.170,00",21.987.440,"304.170.649,00"
06/16/2022,41.397.400,"1.642.625.453,80",23.666.800,"987.694.989,80",17.730.600,"654.930.464,00"
06/15/2022,36.848.400,"1.528.446.565,20",45.553.000,"1.744.565.744,20",-8.704.600,"-216.119.179,00"
06/14/2022,97.421.500,"4.371.252.133,80",72.303.500,"3.580.656.560,80",25.118.000,"790.595.573,00"
06/13/2022,80.672.600,"3.639.561.926,00",104.496.800,"3.739.567.432,00",-23.824.200,"-100.005.506,00"
06/10/2022,21.826.100,"977.046.186,00",20.602.800,"880.032.776,00",1.223.300,"97.013.410,00"
06/09/2022,30.016.800,"1.207.331.216,00",22.734.385,"1.041.639.764,00",7.282.415,"165.691.452,00"
06/08/2022,33.922.400,"1.465.753.042,00",25.322.400,"1.180.504.253,00",8.600.000,"285.248.789,00"
06/07/2022,37.797.700,"1.725.770.952,00",32.820.915,"1.525.959.807,00",4.976.785,"199.811.145,00"
06/06/2022,40.126.640,"2.042.643.814,00",42.973.742,"1.973.608.824,00",-2.847.102,"69.034.990,00"
06/03/2022,14.802.660,"736.808.728,00",19.802.760,"926.406.139,00",-5.000.100,"-189.597.411,00"
06/02/2022,20.307.750,"1.031.112.271,90",37.532.733,"1.588.452.600,64",-17.224.983,"-557.340.328,74"
06/01/2022,36.375.800,"1.755.490.974,40",26.704.900,"1.166.867.657,40",9.670.900,"588.623.317,00"
05/31/2022,49.814.100,"1.995.450.437,80",38.923.557,"1.621.265.977,10",10.890.543,"374.184.460,70"
05/30/2022,79.286.800,"3.313.185.871,00",30.222.500,"1.632.858.809,00",49.064.300,"1.680.327.062,00"
05/27/2022,32.824.700,"1.309.017.294,00",29.511.900,"1.205.946.705,00",3.312.800,"103.070.589,00"
05/26/2022,29.724.500,"1.136.838.720,50",37.310.900,"1.415.484.471,00",-7.586.400,"-278.645.750,50"
05/25/2022,28.858.000,"1.004.175.312,00",25.621.241,"981.713.463,65",3.236.759,"22.461.848,35"
05/24/2022,68.795.800,"2.417.090.456,00",66.462.642,"2.023.603.789,50",2.333.158,"393.486.666,50"
05/23/2022,25.607.600,"895.395.754,00",35.877.846,"1.318.853.231,20",-10.270.246,"-423.457.477,20"
05/20/2022,25.685.300,"876.055.701,00",35.654.600,"1.284.538.937,00",-9.969.300,"-408.483.236,00"
05/19/2022,38.081.585,"1.564.258.929,15",42.479.785,"1.657.509.795,15",-4.398.200,"-93.250.866,00"
05/18/2022,44.504.400,"1.649.067.366,00",43.792.520,"1.499.747.984,00",711.880,"149.319.382,00"
05/17/2022,50.070.500,"1.616.090.159,00",49.457.800,"1.685.678.962,00",612.700,"-69.588.803,00"
05/16/2022,41.022.500,"1.417.242.743,80",32.318.800,"1.221.281.366,80",8.703.700,"195.961.377,00"
05/13/2022,76.144.400,"2.727.776.057,50",56.337.164,"2.177.128.406,70",19.807.236,"550.647.650,80"
05/12/2022,31.133.300,"1.566.294.589,40",38.231.806,"1.674.338.589,50",-7.098.506,"-108.044.000,10"
05/11/2022,29.201.500,"1.249.177.707,80",34.360.000,"1.349.085.345,80",-5.158.500,"-99.907.638,00"
05/10/2022,59.485.100,"2.151.490.208,00",37.604.512,"1.415.671.235,85",21.880.588,"735.818.972,15"
05/09/2022,42.389.500,"1.813.831.614,00",30.035.620,"1.234.630.385,00",12.353.880,"579.201.229,00"
05/06/2022,31.444.700,"1.356.295.252,00",30.667.800,"1.356.262.724,00",776.900,"32.528,00"
05/05/2022,31.657.240,"1.534.906.654,00",25.824.840,"1.225.900.807,00",5.832.400,"309.005.847,00"
05/04/2022,12.483.000,"584.860.002,00",21.667.800,"910.650.701,00",-9.184.800,"-325.790.699,00"
04/29/2022,56.778.600,"3.731.565.308,00",53.699.110,"3.638.339.407,00",3.079.490,"93.225.901,00"
04/28/2022,24.034.100,"1.173.401.036,00",37.524.600,"1.514.921.286,00",-13.490.500,"-341.520.250,00"
04/27/2022,30.750.706,"1.591.927.669,90",44.736.206,"1.866.549.615,90",-13.985.500,"-274.621.946,00"
04/26/2022,71.760.320,"2.779.280.638,00",35.608.220,"1.762.071.661,00",36.152.100,"1.017.208.977,00"
04/25/2022,51.854.200,"2.172.004.042,00",47.017.672,"1.941.075.089,00",4.836.528,"230.928.953,00"
04/22/2022,64.240.100,"3.321.233.826,00",42.905.400,"2.406.854.819,00",21.334.700,"914.379.007,00"
04/21/2022,63.893.900,"2.347.836.511,00",30.283.499,"1.408.039.020,83",33.610.401,"939.797.490,18"
04/20/2022,51.310.900,"1.819.672.659,00",28.306.640,"1.387.321.830,00",23.004.260,"432.350.829,00"
