Ngày,KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND)
05/07/2021,652.319.900,"18.260.550.777,00",631.936.000,"17.804.086.826,00",19.989.952,"526.549.360,00",16.956.860,"430.689.032,00"
05/06/2021,548.298.000,"14.383.322.285,00",523.213.200,"13.664.635.881,00",13.490.818,"521.929.106,60",28.750.846,"1.080.579.547,00"
05/05/2021,570.464.000,"15.756.049.182,00",557.625.800,"15.236.239.606,00",43.565.117,"1.405.261.084,00",42.009.355,"1.431.484.168,30"
05/04/2021,586.590.113,"15.264.745.200,00",598.481.700,"15.288.463.055,00",47.046.220,"974.483.304,37",50.654.607,"1.111.276.757,17"
04/29/2021,494.485.700,"14.269.869.901,00",467.914.800,"13.120.353.071,00",23.262.400,"650.814.330,00",20.261.400,"614.926.030,00"
04/28/2021,480.772.300,"10.987.541.601,00",480.841.100,"10.851.297.828,00",10.423.502,"367.677.826,53",12.861.874,"430.692.555,53"
04/27/2021,441.071.400,"10.179.727.447,00",446.860.700,"10.190.436.079,00",55.119.009,"1.279.368.119,12",55.582.909,"1.292.457.829,12"
04/26/2021,569.815.500,"13.514.396.849,00",562.757.400,"12.919.636.350,00",30.856.432,"1.188.115.057,55",34.651.432,"1.307.057.557,55"
04/23/2021,566.225.600,"14.308.018.860,00",580.575.500,"14.670.787.722,00",11.261.870,"296.526.790,00",11.774.870,"311.112.690,00"
04/22/2021,642.703.500,"16.247.763.764,00",622.732.600,"15.547.920.927,00",17.200.481,"610.166.460,25",13.500.273,"422.273.247,25"
04/20/2021,684.777.800,"18.278.436.941,00",682.713.600,"17.957.488.646,00",24.757.808,"912.362.987,00",28.387.348,"1.063.741.490,00"
04/19/2021,661.732.300,"15.827.588.752,00",665.839.000,"15.437.839.410,00",30.183.520,"744.365.686,00",34.075.405,"915.343.970,70"
04/16/2021,852.416.100,"17.824.823.028,00",820.046.200,"17.099.818.829,00",20.048.377,"862.682.261,00",20.434.677,"813.676.463,00"
04/15/2021,696.836.400,"17.126.723.795,00",660.881.500,"15.476.843.333,00",20.373.926,"969.676.963,40",20.325.526,"981.559.913,40"
04/14/2021,711.816.200,"15.269.199.370,00",701.666.600,"14.367.226.810,00",26.541.760,"856.632.389,59",24.058.810,"791.015.939,59"
04/13/2021,854.126.900,"17.289.407.119,00",865.243.800,"17.765.470.259,00",29.814.933,"1.695.199.627,50",29.861.933,"1.729.228.627,50"
04/12/2021,744.665.400,"17.010.831.442,00",739.586.000,"16.776.436.504,00",21.667.522,"870.629.838,30",22.073.723,"933.830.588,60"
04/09/2021,577.909.000,"12.210.037.630,00",574.381.800,"11.940.574.162,00",35.864.065,"785.914.536,00",36.663.580,"2.747.995.204,00"
04/08/2021,543.645.000,"11.247.218.146,00",558.076.000,"11.239.257.837,00",19.231.349,"433.011.978,50",19.964.996,"655.098.618,00"
04/07/2021,596.064.000,"12.682.856.532,00",571.474.700,"12.133.677.774,00",39.125.850,"1.102.672.139,40",40.355.820,"1.084.521.250,40"
04/06/2021,573.129.300,"13.080.773.338,00",562.776.800,"12.952.312.487,00",24.493.019,"728.029.240,25",24.550.105,"718.623.367,25"
04/05/2021,558.870.100,"12.953.598.397,00",550.092.200,"12.916.267.532,00",36.650.207,"580.256.081,40",31.142.807,"522.523.189,40"
04/02/2021,528.218.100,"12.071.116.918,00",539.184.400,"12.684.163.446,00",28.216.385,"714.260.444,20",17.403.865,"676.675.964,20"
04/01/2021,545.177.500,"12.723.584.623,00",543.742.500,"12.572.105.203,00",17.537.100,"573.804.720,00",17.131.100,"511.575.670,00"
03/31/2021,596.631.800,"11.457.273.615,00",591.309.300,"10.762.831.331,00",14.633.945,"411.831.490,00",25.121.155,"1.262.151.460,00"
03/30/2021,620.373.700,"12.644.989.993,00",570.760.400,"11.299.683.164,00",35.687.370,"1.078.228.863,50",21.308.850,"864.298.151,50"
03/29/2021,520.256.400,"10.351.450.595,00",492.922.200,"9.566.887.560,00",49.940.480,"1.218.377.912,00",41.203.180,"989.129.332,00"
03/26/2021,554.572.300,"12.222.160.851,00",545.326.800,"12.017.619.588,00",19.429.206,"549.826.264,00",16.112.682,"514.389.147,04"
03/25/2021,535.216.600,"11.574.057.704,00",530.421.900,"11.308.047.537,00",33.921.215,"1.229.120.669,35",47.296.179,"2.553.591.246,25"
03/24/2021,574.312.200,"13.036.113.094,00",579.012.300,"13.108.972.012,00",34.307.736,"914.710.891,70",61.099.735,"1.461.983.936,20"
03/23/2021,574.895.900,"12.469.722.333,00",569.172.500,"12.012.777.661,00",16.218.600,"621.113.450,00",11.242.800,"455.281.550,00"
03/22/2021,569.534.800,"12.252.737.463,00",533.696.700,"11.381.390.418,00",28.008.500,"825.361.300,00",29.083.345,"939.234.152,00"
03/19/2021,534.442.500,"12.890.826.791,00",486.878.200,"11.286.741.603,00",18.689.563,"572.548.997,70",28.886.663,"906.892.282,70"
03/18/2021,513.047.800,"11.833.301.195,00",492.937.500,"11.461.266.191,00",25.092.458,"815.624.688,00",23.749.748,"830.582.667,00"
03/17/2021,590.278.300,"12.644.787.304,00",532.110.400,"10.898.069.963,00",13.026.506,"393.879.298,60",37.231.300,"1.001.655.994,60"
03/16/2021,576.471.200,"12.226.769.866,00",546.399.500,"11.247.013.603,00",30.375.132,"1.086.162.113,75",28.610.832,"1.013.851.715,75"
03/15/2021,572.859.900,"12.007.779.738,00",560.050.900,"11.623.273.886,00",27.885.232,"744.355.743,50",27.397.632,"718.528.043,50"
03/12/2021,525.138.600,"11.627.598.730,00",513.232.600,"10.888.929.002,00",13.256.900,"579.645.275,00",13.006.900,"555.818.275,00"
03/11/2021,520.367.100,"11.825.471.607,00",516.545.700,"11.591.465.201,00",20.554.738,"630.541.403,00",19.848.738,"640.938.003,00"
03/10/2021,506.963.800,"11.616.732.448,00",486.904.900,"10.882.081.887,00",24.693.933,"710.100.191,15",42.269.523,"1.078.136.946,40"
03/09/2021,529.387.200,"12.084.176.060,00",488.869.100,"10.882.661.161,00",11.983.599,"477.864.461,45",8.161.199,"361.580.416,45"
03/08/2021,568.468.400,"12.934.842.994,00",531.425.300,"11.574.785.272,00",12.447.544,"505.360.045,20",13.229.244,"537.803.330,20"
03/05/2021,497.474.600,"12.181.383.183,00",444.044.000,"10.817.172.538,00",9.681.801,"429.480.219,90",9.292.801,"404.422.669,90"
03/04/2021,565.502.200,"13.257.985.484,00",559.383.600,"13.159.770.054,00",26.762.370,"844.927.203,00",16.691.570,"609.537.463,00"
03/03/2021,516.045.000,"12.058.077.196,00",502.235.900,"11.473.098.253,00",30.733.260,"676.664.056,90",28.016.342,"618.683.204,90"
03/02/2021,480.496.500,"12.399.241.594,00",438.536.500,"11.208.441.771,00",28.188.260,"807.834.642,10",22.191.714,"836.631.936,50"
03/01/2021,532.516.900,"12.919.689.375,00",519.662.300,"12.337.772.306,00",24.441.930,"615.287.250,50",12.572.310,"496.737.896,50"
02/26/2021,469.204.600,"12.303.987.224,00",456.578.800,"11.690.299.282,00",13.974.958,"402.804.131,50",13.635.058,"394.959.131,50"
02/25/2021,435.050.000,"11.163.574.770,00",422.606.400,"10.589.618.047,00",8.767.156,"348.872.531,05",8.075.857,"314.910.574,40"
02/24/2021,515.818.700,"12.816.158.452,00",485.969.600,"11.706.906.183,00",11.509.150,"386.818.915,00",11.225.250,"390.334.925,00"
02/23/2021,505.137.400,"12.547.584.177,00",462.966.100,"11.129.978.377,00",14.708.047,"584.902.245,00",13.931.731,"632.779.619,50"
02/22/2021,497.122.300,"12.112.206.670,00",486.544.800,"11.811.823.456,00",46.642.079,"836.713.768,00",16.636.379,"453.279.488,00"
02/19/2021,473.687.400,"11.401.026.067,00",460.993.100,"11.303.779.838,00",13.460.944,"585.514.021,20",14.374.954,"644.317.331,20"
02/18/2021,504.532.600,"11.314.448.111,00",488.598.400,"11.900.672.268,00",9.918.180,"458.484.365,50",9.628.180,"450.979.865,50"
02/17/2021,408.117.900,"9.773.766.063,00",422.830.500,"10.320.748.583,00",37.290.219,"720.230.877,80",19.789.819,"533.426.397,80"
02/09/2021,376.686.000,"8.314.038.529,00",393.607.800,"8.945.945.959,00",11.816.970,"222.663.528,30",5.866.100,"200.315.600,00"
02/08/2021,552.897.300,"12.950.028.940,00",482.390.500,"10.351.326.156,00",21.822.773,"402.294.137,00",11.816.793,"412.341.439,00"
02/05/2021,373.809.400,"8.205.219.631,00",384.719.600,"8.673.557.373,00",39.631.304,"835.293.340,24",28.894.103,"763.425.689,49"
02/04/2021,390.834.700,"8.534.695.457,00",364.507.600,"8.211.540.952,00",9.441.047,"241.858.575,65",10.858.047,"257.978.975,65"
02/03/2021,530.014.400,"10.301.780.094,00",514.599.000,"10.705.102.919,00",15.915.590,"444.110.496,80",26.154.309,"1.380.733.693,80"
02/02/2021,433.989.400,"8.289.382.896,00",458.822.100,"9.439.108.771,00",20.191.650,"679.689.145,00",16.004.650,"489.082.235,00"
02/01/2021,481.930.900,"9.625.769.659,00",488.640.500,"9.879.297.796,00",15.599.506,"358.203.376,40",17.896.508,"427.962.602,60"
01/29/2021,604.353.900,"12.439.043.639,00",608.758.900,"12.702.916.731,00",11.314.472,"275.164.259,63",18.140.750,"801.527.985,00"
01/28/2021,580.962.000,"13.010.484.722,00",617.959.300,"13.931.248.743,00",28.181.112,"679.276.849,33",26.286.532,"647.986.419,33"
01/27/2021,639.689.200,"13.037.017.007,00",627.861.700,"12.619.112.939,00",26.549.202,"688.176.129,76",24.614.202,"622.209.129,76"
01/26/2021,656.463.100,"13.083.731.289,00",643.691.700,"12.652.296.984,00",18.691.540,"482.317.240,00",19.702.860,"462.607.850,00"
01/25/2021,586.390.000,"12.872.881.288,00",556.978.900,"11.778.843.566,00",11.520.958,"311.315.471,60",7.976.200,"203.925.440,00"
01/22/2021,612.064.500,"12.216.209.323,00",622.932.700,"12.372.153.510,00",10.658.069,"379.622.980,13",8.398.069,"285.261.530,13"
01/21/2021,564.103.700,"11.530.276.076,00",561.095.200,"11.343.461.391,00",23.847.109,"837.105.151,80",25.172.109,"893.152.651,80"
01/20/2021,663.821.800,"13.197.724.893,00",684.555.400,"13.429.613.616,00",9.107.800,"280.624.340,00",6.361.000,"193.354.132,00"
01/19/2021,814.441.500,"15.637.995.019,00",828.042.400,"15.942.971.096,00",19.335.058,"524.111.393,65",13.691.782,"494.314.007,95"
01/18/2021,625.108.700,"14.141.661.531,00",593.457.400,"13.063.567.879,00",10.930.148,"300.806.322,90",9.230.300,"264.229.310,00"
01/15/2021,657.441.900,"14.330.792.389,00",645.737.600,"13.735.465.796,00",29.085.733,"2.045.846.994,70",7.078.680,"296.413.418,00"
01/14/2021,631.343.900,"12.907.389.731,00",631.697.900,"12.898.680.611,00",8.809.486,"286.624.015,48",10.991.896,"565.878.128,38"
01/13/2021,635.930.800,"13.117.804.391,00",619.540.100,"12.798.971.668,00",38.825.288,"1.534.025.110,14",34.799.124,"1.398.822.199,44"
01/12/2021,567.634.500,"12.175.319.085,00",564.310.800,"12.376.672.211,00",14.529.336,"326.866.207,55",8.859.707,"241.705.346,75"
01/11/2021,659.317.200,"13.753.323.265,00",640.435.200,"13.672.957.651,00",19.535.780,"553.268.871,92",44.810.780,"1.532.822.121,92"
01/08/2021,640.596.700,"13.289.452.474,00",642.870.300,"13.645.598.596,00",29.875.595,"1.186.837.814,00",20.202.695,"1.009.935.564,00"
01/07/2021,602.829.300,"12.845.281.760,00",593.048.900,"12.475.753.013,00",8.066.036,"283.955.723,80",17.666.036,"422.131.023,80"
01/06/2021,619.465.600,"13.493.702.021,00",607.791.600,"13.276.300.056,00",38.254.208,"927.273.058,00",35.688.968,"853.370.442,00"
01/05/2021,601.869.900,"12.421.310.642,00",598.351.200,"12.668.466.241,00",23.406.091,"490.465.334,10",25.309.840,"600.195.474,00"
01/04/2021,606.495.200,"12.744.057.891,00",581.281.300,"12.104.442.971,00",28.412.138,"596.781.595,73",12.872.138,"337.670.095,73"
12/31/2020,427.936.960,"8.664.684.369,50",432.531.630,"8.887.902.224,50",16.218.959,"409.003.469,05",11.028.253,"326.123.018,25"
12/30/2020,540.574.210,"10.473.867.314,20",526.474.410,"10.065.020.179,60",17.167.782,"437.934.118,00",18.468.892,"529.158.244,12"
12/29/2020,532.151.200,"10.975.998.127,50",534.252.180,"11.206.713.268,30",21.096.281,"776.057.120,41",16.931.327,"473.888.660,41"
12/28/2020,584.012.990,"11.286.810.379,80",568.771.670,"11.080.485.885,30",35.937.554,"972.154.646,58",44.699.610,"1.229.341.498,18"
12/25/2020,522.344.580,"10.152.977.981,40",516.383.900,"10.067.613.512,20",48.181.649,"1.077.532.685,10",26.478.419,"697.244.600,10"
12/24/2020,605.571.520,"11.190.709.285,10",611.574.310,"11.692.263.279,40",31.806.470,"608.422.736,30",30.613.310,"616.201.138,70"
12/23/2020,662.336.660,"11.921.973.993,10",632.015.970,"11.612.604.230,20",38.552.243,"540.135.950,50",43.269.827,"691.141.608,56"
12/22/2020,610.379.350,"11.242.245.311,10",594.562.100,"11.238.706.946,40",25.762.899,"394.810.524,88",29.435.060,"511.622.537,52"
12/21/2020,575.035.240,"11.325.444.162,70",573.880.760,"11.603.659.947,70",30.159.371,"596.860.168,90",25.964.369,"545.868.433,40"
12/18/2020,466.681.480,"9.483.148.492,80",464.542.670,"9.561.803.953,20",23.770.943,"626.828.374,05",24.042.533,"634.590.649,05"
12/17/2020,555.945.150,"12.089.845.634,30",504.053.880,"10.243.591.255,20",18.394.888,"502.314.564,10",10.859.007,"279.147.410,20"
12/16/2020,489.545.050,"9.559.724.469,20",472.459.420,"9.151.756.080,10",20.169.148,"514.244.824,10",18.051.813,"465.393.620,60"
12/15/2020,534.941.910,"10.615.331.821,00",506.693.890,"9.643.776.160,50",28.683.926,"627.468.713,50",26.634.936,"590.915.656,00"
12/14/2020,429.643.370,"8.860.183.389,50",425.873.500,"8.972.462.477,60",33.038.883,"996.964.005,89",30.525.753,"989.838.464,39"
12/11/2020,339.509.340,"7.048.363.339,90",340.950.900,"7.323.576.577,10",18.458.064,"731.451.880,40",21.240.381,"1.044.795.985,40"
12/10/2020,463.854.380,"9.644.504.685,70",461.850.820,"9.854.296.958,80",26.583.173,"664.292.911,00",19.760.373,"553.137.011,00"
12/09/2020,474.936.720,"9.164.719.901,90",472.847.800,"9.255.361.214,10",12.671.784,"366.616.495,80",20.548.632,"503.229.413,00"
12/08/2020,425.495.360,"8.374.093.250,40",404.776.140,"7.919.915.541,80",12.258.816,"290.551.229,40",11.642.216,"324.654.960,40"
12/07/2020,394.373.110,"7.461.257.600,60",403.946.320,"7.855.947.367,50",10.968.300,"278.432.850,00",8.487.300,"224.798.150,00"
12/04/2020,446.616.350,"8.415.398.682,00",449.516.620,"8.608.812.720,80",14.587.467,"298.301.643,84",11.049.207,"207.237.690,20"
12/03/2020,415.959.820,"7.707.370.281,30",416.979.070,"7.704.383.680,50",11.140.575,"282.364.289,25",10.960.575,"274.037.289,25"
12/02/2020,398.193.100,"7.944.624.311,70",410.404.670,"8.500.515.258,10",85.940.368,"1.899.296.950,75",75.858.496,"1.669.844.652,75"
12/01/2020,447.860.560,"8.716.445.457,10",460.059.670,"9.137.520.614,00",26.102.498,"569.902.379,80",11.347.448,"266.438.961,60"
11/30/2020,369.337.540,"7.493.593.375,50",359.709.010,"7.276.815.440,70",36.569.315,"1.070.964.086,90",38.376.369,"1.103.637.478,70"
11/27/2020,316.585.240,"6.574.995.593,20",317.106.010,"6.747.465.420,00",19.875.720,"497.794.452,50",20.841.720,"644.553.252,50"
11/26/2020,345.085.250,"7.048.740.571,00",347.525.730,"7.179.700.049,40",48.441.500,"1.067.272.100,00",24.153.960,"600.486.938,50"
11/25/2020,358.338.750,"8.089.328.042,20",369.283.520,"8.445.629.689,00",11.890.606,"385.504.378,40",14.582.702,"605.937.016,65"
11/24/2020,417.845.970,"9.133.665.907,10",425.237.640,"9.474.905.128,90",22.508.966,"452.326.964,04",15.482.850,"612.874.142,40"
11/23/2020,381.535.180,"7.968.293.341,70",378.316.880,"7.945.824.552,20",21.810.632,"441.399.789,02",24.750.788,"760.949.126,60"
11/20/2020,400.761.670,"7.233.575.237,70",388.646.930,"7.426.386.729,20",16.856.202,"333.851.342,95",12.694.250,"602.922.815,00"
11/19/2020,388.389.960,"7.912.621.351,50",373.603.470,"7.671.102.603,40",16.632.284,"365.536.548,50",17.733.476,"678.216.414,50"
11/18/2020,379.741.640,"7.624.261.072,80",375.503.520,"7.484.763.243,80",15.304.640,"368.337.295,50",22.656.308,"830.158.612,95"
11/17/2020,314.363.810,"6.138.162.321,80",306.372.170,"5.884.068.557,70",13.833.734,"251.102.934,53",13.379.437,"179.792.565,20"
11/16/2020,395.748.600,"7.816.511.326,40",350.082.100,"7.098.513.110,70",11.313.858,"348.859.941,20",14.237.758,"402.980.365,60"
11/13/2020,355.493.980,"6.000.478.006,20",341.707.000,"6.005.477.460,30",28.799.690,"303.852.334,00",28.447.690,"301.309.934,00"
11/12/2020,265.034.870,"4.584.555.042,70",250.155.530,"4.585.550.572,10",8.396.587,"157.964.294,90",19.671.737,"291.092.430,04"
11/11/2020,292.876.650,"5.664.556.912,80",251.021.580,"4.736.212.728,70",16.892.116,"715.573.405,70",17.788.486,"722.867.240,70"
11/10/2020,355.643.350,"6.993.407.665,40",303.877.560,"6.223.251.317,80",17.180.150,"520.696.315,24",17.112.149,"635.316.223,60"
11/09/2020,306.854.700,"5.580.797.374,30",279.719.660,"5.217.024.873,30",16.843.027,"432.724.824,29",15.748.226,"331.244.999,10"
11/06/2020,197.020.900,"3.919.423.083,00",190.136.000,"3.415.406.740,00",11.507.326,"276.306.287,28",7.207.432,"197.754.254,28"
11/05/2020,220.306.950,"4.354.207.354,70",220.548.010,"4.319.920.628,20",11.103.240,"276.058.940,00",11.754.240,"277.574.940,00"
11/04/2020,270.052.340,"5.272.867.582,10",259.843.750,"4.507.903.864,20",7.601.922,"338.660.712,50",6.603.479,"276.306.496,80"
11/03/2020,248.477.610,"4.929.143.485,00",243.533.300,"4.412.787.251,90",13.055.960,"216.829.566,50",11.420.960,"192.442.816,50"
11/02/2020,228.036.980,"3.836.821.883,40",222.774.710,"3.515.754.634,30",12.691.180,"267.575.091,00",11.956.530,"261.872.961,00"
10/30/2020,235.274.087,"4.817.598.333,00",218.937.345,"4.233.770.270,20",5.434.009,"130.087.534,00",3.643.649,"93.231.690,00"
10/29/2020,286.832.594,"5.825.820.327,60",293.665.557,"5.511.347.084,20",11.512.686,"219.880.598,93",7.677.986,"176.753.532,40"
10/28/2020,348.342.097,"6.702.054.118,70",356.213.811,"6.597.255.329,90",7.040.510,"165.644.070,20",7.279.390,"168.438.966,20"
10/27/2020,345.024.637,"6.361.236.339,40",330.939.012,"6.262.885.249,90",6.177.262,"130.888.450,76",6.951.262,"147.842.180,76"
10/26/2020,354.732.310,"7.125.573.937,70",338.618.587,"6.733.286.494,90",12.135.220,"291.132.753,50",16.696.310,"361.690.302,50"
10/23/2020,322.259.484,"6.473.615.589,70",332.760.445,"6.559.269.270,50",19.484.532,"412.728.041,60",24.429.249,"872.563.018,63"
10/22/2020,265.625.892,"5.353.060.584,80",265.141.751,"5.241.363.032,70",20.075.584,"376.819.333,37",21.132.494,"355.938.078,37"
10/21/2020,325.284.249,"6.313.711.787,00",316.986.416,"6.049.909.648,20",24.011.171,"749.088.349,50",24.580.381,"747.556.414,00"
10/20/2020,328.766.255,"6.734.674.967,50",326.304.918,"6.400.395.062,80",32.003.670,"661.506.340,00",15.146.670,"377.403.990,00"
10/19/2020,308.972.433,"6.129.379.412,60",300.729.426,"5.831.374.275,30",22.628.371,"418.695.497,96",16.249.621,"303.890.967,96"
10/16/2020,347.700.603,"7.172.103.324,30",329.549.798,"6.584.038.323,40",20.004.260,"426.429.035,28",21.846.840,"486.780.179,28"
10/15/2020,364.008.763,"7.114.014.664,60",362.194.844,"6.688.216.699,90",12.322.900,"294.994.604,20",13.207.900,"298.187.604,20"
10/14/2020,332.198.005,"6.659.330.523,50",312.364.264,"6.138.898.354,30",19.085.310,"357.888.307,50",17.405.770,"330.245.655,50"
10/13/2020,263.413.049,"4.844.328.878,10",275.142.493,"4.697.641.361,40",18.150.140,"345.449.062,04",22.647.680,"427.219.950,04"
10/12/2020,354.597.886,"6.701.081.953,70",350.625.158,"6.512.215.408,70",28.817.088,"683.701.786,80",24.417.088,"498.254.986,80"
10/09/2020,296.419.281,"5.069.832.946,10",293.753.109,"5.020.095.260,60",16.282.280,"337.457.036,17",12.087.689,"263.954.262,37"
10/08/2020,380.767.337,"6.212.948.484,00",376.243.385,"6.082.374.994,20",11.732.054,"208.699.815,80",9.598.104,"173.645.581,30"
10/07/2020,413.322.140,"6.731.960.637,00",430.805.300,"6.625.858.242,70",12.663.180,"309.621.498,00",12.025.800,"276.716.211,00"
10/06/2020,396.050.901,"6.214.249.928,88",412.458.340,"6.136.097.314,60",6.966.158,"144.801.633,40",8.081.903,"198.158.955,20"
10/05/2020,351.519.950,"5.512.291.036,40",365.479.260,"5.471.385.208,60",12.516.525,"252.504.501,75",14.815.270,"331.937.136,00"
10/02/2020,420.050.010,"6.971.072.211,30",426.511.050,"6.844.043.172,20",14.313.452,"222.663.998,60",7.914.302,"177.557.875,60"
10/01/2020,275.185.580,"4.957.843.418,30",269.960.500,"4.774.259.846,50",9.771.867,"190.761.841,70",16.228.059,"329.204.457,20"
09/30/2020,259.059.360,"4.670.559.842,30",261.293.470,"4.629.754.611,00",18.439.558,"539.152.976,00",16.657.529,"498.371.030,10"
09/29/2020,374.450.900,"6.795.486.527,80",366.859.440,"6.344.502.510,80",12.880.205,"271.261.383,00",13.000.200,"276.923.778,00"
09/28/2020,326.382.430,"5.523.316.602,10",326.173.310,"5.239.089.485,90",29.486.600,"682.684.140,00",31.220.034,"698.494.418,00"
09/25/2020,275.800.050,"4.601.806.623,10",280.948.310,"4.683.852.751,80",27.501.300,"643.170.000,00",26.653.300,"628.671.600,00"
09/24/2020,296.399.320,"4.636.148.513,10",308.220.380,"4.743.628.200,60",22.160.126,"461.028.388,30",16.489.126,"327.457.388,30"
09/23/2020,269.086.160,"4.536.401.873,00",280.672.530,"4.897.387.775,90",21.567.460,"271.208.058,00",16.329.423,"195.597.119,27"
09/22/2020,316.760.920,"5.160.086.213,60",323.262.830,"5.277.934.128,90",16.283.931,"308.758.333,50",13.664.401,"308.062.353,50"
09/21/2020,289.899.880,"4.873.353.953,30",300.991.550,"5.288.959.433,00",34.815.180,"818.473.731,60",35.351.847,"885.727.622,82"
09/18/2020,253.887.270,"4.212.476.824,50",254.093.990,"4.229.541.480,60",32.648.590,"677.553.046,53",29.379.590,"619.635.796,53"
09/17/2020,326.950.220,"5.053.663.604,50",317.954.510,"4.647.954.279,70",9.705.151,"213.600.996,92",7.680.151,"182.879.351,42"
09/16/2020,232.954.600,"3.837.043.261,80",228.582.830,"3.692.281.622,50",14.707.131,"353.067.783,95",16.070.401,"394.043.537,45"
09/15/2020,293.246.040,"4.548.202.226,70",286.831.920,"4.243.168.293,60",20.861.002,"500.343.212,70",25.288.642,"567.744.154,70"
09/14/2020,266.739.830,"4.208.975.348,90",264.014.920,"4.071.736.237,10",27.437.926,"564.090.814,60",29.660.789,"669.273.807,20"
09/11/2020,224.346.750,"3.637.069.707,90",215.636.420,"3.277.728.793,00",24.578.065,"495.078.766,45",15.377.125,"296.098.416,45"
09/10/2020,237.378.990,"3.916.591.018,30",232.752.970,"3.614.095.260,30",15.366.970,"391.795.060,00",51.826.926,"3.575.855.100,00"
09/09/2020,233.508.370,"4.169.258.936,50",223.661.140,"3.748.856.678,60",19.250.113,"392.843.997,00",15.059.343,"430.007.522,00"
09/08/2020,220.156.100,"3.857.348.891,10",216.598.110,"3.593.549.323,00",13.162.785,"340.173.289,63",14.661.188,"277.832.264,43"
09/07/2020,326.465.480,"5.238.331.542,80",326.112.210,"5.224.769.753,50",34.423.939,"592.428.238,17",36.367.040,"741.620.392,80"
09/04/2020,259.972.010,"4.485.002.558,20",264.606.260,"4.638.746.026,50",9.341.057,"156.924.476,80",14.356.297,"270.188.346,80"
09/03/2020,256.179.690,"4.564.839.897,10",265.499.730,"4.864.304.341,50",7.214.075,"148.102.600,00",7.754.075,"178.104.600,00"
09/01/2020,231.940.260,"3.738.721.290,30",240.301.250,"3.844.431.809,30",11.485.889,"244.940.438,80",10.197.280,"211.128.476,10"
08/31/2020,288.533.090,"4.672.844.649,80",281.925.140,"4.609.636.644,50",8.922.445,"267.278.197,68",10.046.905,"294.253.286,00"
08/28/2020,270.827.450,"4.786.941.743,70",271.919.140,"4.760.405.013,80",15.833.297,"240.907.034,20",13.563.291,"218.339.871,60"
08/27/2020,238.763.180,"3.873.703.049,20",238.396.660,"3.727.126.889,90",23.075.896,"458.692.637,60",20.686.836,"396.448.127,60"
08/26/2020,276.032.610,"4.678.059.710,00",275.012.790,"4.495.009.832,60",11.958.210,"157.259.945,64",18.484.169,"186.172.367,53"
08/25/2020,281.567.690,"4.663.525.407,40",293.065.500,"4.973.560.865,80",29.867.230,"574.034.559,50",34.040.073,"665.614.614,40"
08/24/2020,295.145.640,"4.709.203.497,00",297.852.900,"4.676.933.553,80",18.498.614,"393.109.503,20",17.710.374,"345.861.895,00"
08/21/2020,231.710.530,"3.829.590.463,90",233.359.970,"3.738.030.108,10",11.351.122,"205.019.907,00",13.450.122,"242.007.907,00"
08/20/2020,191.010.350,"3.153.622.901,60",188.705.160,"3.096.032.139,20",14.484.479,"239.064.976,20",34.750.224,"1.964.345.534,40"
08/19/2020,180.273.870,"2.911.094.290,70",191.869.500,"3.134.564.679,30",18.851.802,"261.306.253,54",16.332.802,"244.761.253,54"
08/18/2020,156.540.380,"2.522.362.465,40",159.777.400,"2.427.870.026,50",15.663.710,"292.157.707,00",23.629.278,"477.070.127,40"
08/17/2020,182.207.660,"2.788.367.324,20",187.262.360,"2.873.604.039,10",10.659.279,"197.924.859,60",11.146.279,"218.155.739,60"
08/14/2020,236.811.500,"3.763.949.244,30",233.284.480,"3.865.611.837,20",9.911.000,"96.278.450,00",9.917.850,"96.252.150,00"
08/13/2020,192.948.150,"3.076.786.328,20",198.987.290,"3.219.803.177,30",8.644.688,"157.035.613,20",9.262.688,"175.537.713,20"
08/12/2020,202.927.460,"3.170.967.753,80",201.037.280,"3.211.069.050,90",21.319.410,"306.135.610,00",21.311.310,"346.229.810,00"
08/11/2020,190.879.640,"2.989.028.932,10",194.812.750,"3.028.446.427,80",10.462.507,"149.133.004,35",6.727.230,"147.231.675,00"
08/10/2020,228.053.710,"3.422.442.105,20",241.637.930,"3.617.463.372,60",22.245.650,"266.840.796,50",10.633.650,"184.497.606,50"
08/07/2020,194.372.320,"3.018.945.401,30",195.016.340,"3.117.499.009,70",11.882.352,"283.967.502,40",16.225.352,"280.007.902,40"
08/06/2020,190.707.430,"2.961.986.813,60",201.569.910,"3.185.277.286,70",3.923.584,"92.486.393,60",8.294.444,"128.370.756,60"
08/05/2020,217.674.750,"3.510.330.990,40",229.703.660,"3.782.516.474,10",13.468.794,"296.744.089,40",21.108.794,"443.497.089,40"
08/04/2020,215.047.790,"2.916.307.203,20",222.561.170,"3.034.697.426,50",11.500.661,"240.221.058,15",6.785.660,"135.897.864,15"
08/03/2020,198.565.540,"2.859.778.605,80",214.657.390,"3.019.862.772,80",34.296.392,"484.659.583,85",18.515.502,"307.483.445,35"
07/31/2020,179.289.050,"2.403.338.555,70",189.914.240,"2.557.286.715,10",10.813.783,"173.035.692,22",8.678.421,"170.825.663,10"
