Ngày,KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND)
06/02/2023,893.668.988,"15.590.807.458,91",880.535.279,"14.988.207.753,19",38.236.400,"711.489.657,00",38.272.400,"720.233.907,00"
06/01/2023,754.761.669,"11.879.206.958,61",749.953.401,"11.635.262.389,69",22.401.800,"453.566.078,00",23.219.800,"478.845.728,00"
05/31/2023,809.961.547,"13.123.801.139,52",764.692.200,"12.179.146.383,05",49.674.075,"1.305.001.294,90",44.137.714,"1.183.260.716,80"
05/30/2023,756.328.904,"12.378.315.249,23",733.553.224,"11.858.568.107,00",84.002.192,"1.903.266.689,55",48.179.941,"1.246.313.619,95"
05/29/2023,677.970.666,"10.458.582.433,57",676.622.191,"10.454.925.478,57",72.525.059,"1.277.130.851,25",86.923.216,"1.676.547.220,85"
05/26/2023,554.666.813,"8.662.032.709,88",530.946.184,"8.209.904.416,10",31.273.813,"917.467.473,75",31.801.712,"858.604.605,60"
05/25/2023,562.163.429,"9.396.760.454,08",547.821.418,"9.159.426.090,79",39.941.133,"804.479.651,60",41.168.849,"821.797.738,80"
05/24/2023,631.253.945,"10.359.335.143,47",604.109.461,"9.681.248.981,77",92.709.531,"1.993.656.456,00",93.186.714,"2.017.677.216,35"
05/23/2023,616.431.354,"10.909.812.442,67",569.866.697,"9.605.178.957,19",40.119.482,"762.297.362,47",40.487.681,"731.901.391,17"
05/22/2023,589.331.791,"10.121.054.971,12",556.353.046,"9.252.873.740,12",58.167.866,"1.240.697.707,93",45.955.881,"1.032.781.658,35"
05/19/2023,614.836.074,"9.701.657.479,98",591.493.055,"9.162.426.643,84",54.958.379,"1.101.247.996,50",51.907.378,"1.103.819.969,00"
05/18/2023,514.546.386,"8.425.799.048,21",526.735.928,"8.833.842.956,42",49.487.450,"1.204.020.080,00",25.979.972,"865.800.250,00"
05/17/2023,684.055.492,"10.065.397.097,35",693.826.675,"10.395.386.355,71",59.954.399,"1.251.286.095,20",38.499.459,"831.102.951,20"
05/16/2023,540.492.940,"8.571.636.562,00",547.499.381,"8.709.559.651,81",44.497.948,"846.423.607,55",47.952.837,"892.674.527,25"
05/15/2023,726.176.371,"11.647.602.050,92",697.851.269,"11.040.992.848,26",40.289.758,"732.540.646,20",37.259.753,"696.590.462,65"
05/12/2023,631.331.058,"10.025.286.199,67",638.945.051,"10.148.395.355,73",24.772.002,"475.874.494,90",20.776.000,"354.434.558,00"
05/11/2023,623.815.078,"9.763.419.255,85",630.107.754,"9.763.412.260,94",16.588.620,"443.183.506,26",16.297.519,"442.463.214,16"
05/10/2023,603.400.324,"8.930.003.170,41",602.807.696,"8.869.575.078,32",57.873.911,"1.085.120.164,55",61.692.908,"1.136.292.046,40"
05/09/2023,463.721.358,"7.280.614.451,76",452.931.570,"7.099.316.863,03",50.342.362,"924.898.752,85",48.065.004,"701.439.214,10"
05/08/2023,537.053.764,"8.130.916.687,02",543.740.605,"8.305.104.892,07",57.862.764,"1.351.097.636,15",54.571.991,"1.239.888.704,95"
05/05/2023,411.693.939,"6.347.497.818,14",400.140.152,"6.128.864.778,23",62.743.193,"1.243.434.504,35",62.273.643,"1.073.437.200,85"
05/04/2023,528.254.453,"8.365.678.992,73",512.908.255,"8.039.050.028,39",11.772.308,"209.053.169,40",16.168.403,"335.373.446,30"
04/28/2023,501.930.635,"7.692.472.514,52",498.343.618,"7.765.209.717,79",19.815.602,"465.586.675,80",20.074.100,"474.250.010,00"
04/27/2023,422.436.091,"6.714.098.451,55",410.097.126,"6.408.933.062,53",22.718.049,"409.610.585,45",25.709.598,"676.064.324,99"
04/26/2023,379.452.397,"6.360.298.814,38",365.920.327,"6.065.841.011,77",41.288.570,"671.176.011,00",48.091.967,"923.364.544,99"
04/25/2023,439.796.624,"7.402.217.792,30",420.541.957,"6.898.609.509,86",30.794.832,"623.988.333,80",29.569.010,"570.971.446,00"
04/24/2023,409.272.297,"6.431.964.766,35",398.619.446,"6.095.602.534,36",43.282.334,"850.024.604,30",43.755.320,"872.997.970,00"
04/21/2023,477.493.661,"8.134.633.606,35",453.797.997,"7.638.618.022,61",25.598.161,"488.847.201,20",26.287.583,"470.256.601,90"
04/20/2023,299.552.849,"4.981.555.145,84",300.291.784,"5.041.422.480,59",31.494.140,"733.278.892,00",30.398.969,"710.085.488,15"
04/19/2023,453.068.095,"7.753.464.843,11",444.102.342,"7.580.713.854,55",39.847.375,"619.716.568,00",39.027.925,"606.142.442,00"
04/18/2023,443.416.451,"7.342.487.792,76",449.251.773,"7.522.781.225,12",26.732.962,"554.859.957,00",32.318.216,"757.830.550,02"
04/17/2023,355.472.355,"5.580.086.753,32",372.043.929,"5.955.186.419,92",40.755.450,"1.115.125.638,50",36.224.150,"1.124.876.913,50"
04/14/2023,673.318.755,"10.941.277.104,54",664.643.627,"10.848.832.920,35",56.467.744,"1.176.287.546,65",56.691.644,"1.188.005.321,65"
04/13/2023,556.400.840,"9.238.755.744,09",536.656.251,"8.866.811.003,82",62.899.940,"1.111.194.739,80",64.790.548,"1.125.246.697,90"
04/12/2023,610.298.326,"10.196.777.895,70",588.656.490,"9.641.130.855,24",44.114.433,"863.033.621,00",39.553.231,"829.371.503,70"
04/11/2023,594.416.219,"9.334.290.542,08",567.676.366,"8.843.904.464,40",48.496.030,"1.004.324.664,60",47.202.730,"958.783.474,60"
04/10/2023,731.956.296,"12.055.610.329,12",709.644.336,"11.528.811.366,93",53.500.429,"1.505.555.369,20",58.580.859,"1.662.465.584,00"
04/07/2023,556.005.192,"8.723.315.496,58",554.481.836,"8.633.168.747,47",29.313.954,"453.904.520,20",29.691.454,"574.155.520,20"
04/06/2023,895.878.914,"13.773.237.523,69",877.993.065,"13.404.082.506,72",29.876.151,"578.889.032,50",31.690.751,"706.003.812,50"
04/05/2023,643.057.509,"10.122.137.163,71",648.685.674,"10.196.298.043,27",70.225.184,"1.092.992.540,50",71.285.610,"1.097.571.847,50"
04/04/2023,667.137.706,"10.919.674.144,91",667.537.126,"10.681.243.185,11",46.860.200,"866.341.135,00",29.103.900,"651.283.005,00"
04/03/2023,686.396.687,"11.153.577.004,79",685.304.070,"11.065.454.386,73",33.054.240,"900.207.695,00",32.716.240,"900.311.695,00"
03/31/2023,483.373.998,"8.460.221.019,74",504.024.100,"8.900.801.484,90",56.934.032,"1.008.092.749,00",57.503.332,"1.032.402.084,00"
03/30/2023,501.383.868,"8.524.973.745,60",484.940.936,"8.205.029.861,29",69.032.941,"1.019.317.683,35",69.299.941,"1.022.685.883,35"
03/29/2023,375.555.932,"6.500.226.068,90",361.362.333,"6.172.353.455,75",31.583.106,"643.320.483,60",34.234.306,"712.879.933,60"
03/28/2023,516.664.890,"8.339.060.530,00",522.935.787,"8.402.565.140,11",50.711.953,"1.069.414.365,99",32.805.200,"922.750.310,00"
03/27/2023,450.598.924,"7.291.181.115,44",452.771.670,"7.221.136.656,45",30.706.840,"710.554.145,00",26.624.840,"627.318.105,00"
03/24/2023,458.194.774,"7.178.965.981,65",445.464.288,"7.043.713.356,60",20.546.000,"374.894.693,00",21.286.000,"402.086.843,00"
03/23/2023,316.725.663,"5.350.897.015,73",314.745.610,"5.344.145.594,58",38.979.731,"622.925.352,00",21.782.731,"404.172.912,00"
03/22/2023,319.796.122,"5.624.188.402,81",317.537.477,"5.505.236.544,41",43.373.286,"967.782.848,00",39.089.286,"932.062.548,00"
03/21/2023,310.259.382,"5.245.641.473,77",295.822.658,"4.968.701.114,13",43.773.295,"899.801.495,45",41.529.846,"809.070.660,45"
03/20/2023,423.962.523,"7.097.726.081,03",399.374.885,"6.456.449.200,37",44.180.593,"1.004.348.627,00",43.260.593,"991.377.777,00"
03/17/2023,316.670.625,"5.691.534.204,54",365.797.548,"6.073.446.643,88",21.019.000,"388.730.340,00",23.814.000,"443.416.340,00"
03/16/2023,383.004.355,"6.309.599.072,95",385.888.053,"6.259.654.585,53",34.534.312,"572.439.176,00",35.191.312,"572.245.076,00"
03/15/2023,473.175.710,"7.453.238.224,42",505.510.277,"8.216.805.857,14",53.993.477,"1.153.687.937,14",56.315.777,"1.204.995.012,14"
03/14/2023,469.875.452,"7.442.799.441,30",489.294.435,"8.006.682.733,04",35.471.535,"847.082.300,25",38.335.035,"891.260.400,25"
03/13/2023,420.182.753,"6.692.619.980,84",463.993.374,"7.787.624.317,97",81.678.705,"1.855.426.098,05",84.950.405,"1.953.290.373,05"
03/10/2023,382.828.184,"6.486.128.231,96",394.951.146,"6.671.194.921,79",38.987.199,"690.915.810,00",44.002.999,"742.170.335,00"
03/09/2023,472.581.345,"7.969.238.155,13",484.720.520,"8.149.126.684,69",34.234.454,"715.006.561,00",35.303.279,"715.590.156,00"
03/08/2023,417.627.619,"6.658.225.496,14",421.575.531,"6.646.839.037,70",14.895.435,"301.833.987,80",15.407.135,"306.990.787,80"
03/07/2023,345.799.613,"5.348.527.847,30",362.295.219,"5.778.744.662,86",27.460.667,"820.370.961,55",33.766.667,"915.518.103,55"
03/06/2023,331.191.040,"5.064.993.970,75",313.183.984,"4.787.582.367,86",26.315.763,"529.561.861,70",24.414.163,"509.560.261,70"
03/03/2023,339.055.955,"5.234.601.561,72",321.116.091,"4.845.193.021,51",49.399.928,"970.718.062,40",46.939.528,"942.184.352,40"
03/02/2023,269.276.119,"4.219.159.437,72",262.236.473,"4.007.076.413,76",36.368.557,"830.256.923,30",34.578.557,"810.459.923,30"
03/01/2023,398.489.952,"5.819.169.453,66",400.188.535,"5.888.827.864,30",46.488.255,"867.085.257,12",35.015.012,"611.481.232,62"
02/28/2023,304.767.347,"4.297.626.260,49",288.365.306,"4.018.384.664,15",59.438.367,"887.836.380,65",45.521.254,"727.519.376,35"
02/27/2023,425.049.104,"6.307.423.006,14",402.638.020,"5.912.466.242,16",49.244.767,"1.064.357.305,63",43.957.467,"1.019.836.525,63"
02/24/2023,341.272.287,"5.019.112.928,26",318.352.452,"4.414.783.870,28",19.879.132,"275.543.211,00",13.973.822,"212.988.305,00"
02/23/2023,551.768.750,"8.590.678.256,09",522.027.500,"7.973.218.445,97",48.973.300,"739.252.320,00",47.524.880,"708.429.021,80"
02/22/2023,698.479.566,"10.531.006.765,31",683.727.362,"10.170.570.427,31",29.767.700,"643.079.690,00",27.701.300,"598.500.130,00"
02/21/2023,586.406.462,"9.233.752.984,81",583.373.325,"9.211.624.599,63",31.537.627,"760.272.576,23",31.013.927,"735.689.126,23"
02/20/2023,541.984.943,"8.969.730.699,20",549.768.741,"9.142.851.870,17",29.161.493,"749.310.784,55",26.803.393,"678.761.844,55"
02/17/2023,377.523.679,"5.943.079.054,75",373.103.897,"5.813.485.275,14",19.054.700,"327.439.100,00",19.960.500,"380.341.591,90"
02/16/2023,353.251.830,"5.828.860.859,01",349.015.657,"5.705.810.120,61",36.373.150,"858.252.527,00",26.250.550,"642.366.407,00"
02/15/2023,421.226.484,"6.605.899.984,07",405.910.732,"6.409.315.263,74",41.716.700,"518.027.116,00",45.354.200,"593.249.016,00"
02/14/2023,284.026.479,"4.452.887.459,93",277.852.452,"4.256.028.688,99",41.322.485,"782.571.486,00",42.427.785,"804.010.443,40"
02/13/2023,524.174.485,"7.523.320.196,72",530.463.630,"7.780.716.120,12",56.178.170,"1.018.679.499,10",57.486.070,"1.040.202.499,10"
02/10/2023,347.437.907,"5.677.597.185,31",343.033.781,"5.545.346.861,29",37.650.815,"783.943.100,55",38.288.515,"809.273.500,55"
02/09/2023,306.941.051,"5.301.785.049,11",312.592.998,"5.282.216.464,60",60.687.440,"1.437.922.555,20",62.575.040,"1.554.115.305,20"
02/08/2023,379.016.454,"6.193.147.020,51",410.710.208,"6.946.202.139,95",61.568.000,"1.264.865.160,00",56.758.800,"1.204.121.035,00"
02/07/2023,509.541.413,"8.578.895.333,51",505.868.234,"8.519.575.818,20",36.475.596,"830.372.382,20",46.988.128,"1.302.952.566,60"
02/06/2023,344.197.485,"5.864.212.011,84",355.711.977,"6.163.353.456,48",75.339.485,"1.357.430.114,60",76.139.185,"1.369.755.034,60"
02/03/2023,411.538.841,"7.095.390.592,65",410.305.061,"7.188.621.318,45",30.086.450,"742.763.415,00",30.845.050,"738.547.464,50"
02/02/2023,492.901.557,"7.852.173.324,91",524.155.794,"8.708.012.550,23",25.359.250,"429.309.830,00",25.157.550,"438.742.920,00"
02/01/2023,861.828.204,"14.415.929.800,73",857.059.717,"14.011.820.032,17",39.740.192,"805.506.932,60",16.665.838,"469.634.619,20"
01/31/2023,573.338.539,"10.201.782.677,54",573.723.452,"9.979.247.736,74",62.399.220,"1.195.156.076,00",56.803.953,"1.134.346.415,20"
01/30/2023,649.902.793,"10.671.525.105,25",670.475.052,"11.014.327.173,45",25.501.700,"574.831.131,00",24.861.300,"556.616.325,10"
01/27/2023,463.738.197,"7.976.925.230,14",504.312.169,"8.890.251.167,33",29.835.700,"605.128.490,00",30.325.700,"630.207.490,00"
01/19/2023,461.430.041,"7.866.162.346,89",492.109.377,"8.738.001.752,44",30.121.100,"919.782.770,00",29.002.100,"905.714.370,00"
01/18/2023,455.758.652,"7.477.896.099,25",494.197.900,"8.398.718.550,68",36.676.250,"461.428.941,30",28.898.050,"390.167.781,30"
01/17/2023,481.497.654,"8.097.837.100,15",534.341.344,"9.265.464.081,98",62.908.494,"1.015.040.179,80",52.012.483,"1.170.961.242,80"
01/16/2023,340.812.969,"5.452.941.421,12",357.115.847,"5.890.575.216,78",71.195.188,"1.790.847.754,10",76.109.188,"1.873.655.154,10"
01/13/2023,402.907.239,"6.435.749.112,02",425.381.536,"7.047.878.457,12",173.394.801,"4.036.155.911,40",48.065.094,"765.954.632,90"
01/12/2023,324.338.349,"5.283.329.386,11",339.855.907,"5.640.753.661,84",111.556.829,"1.923.312.647,00",88.788.145,"1.362.271.128,00"
01/11/2023,435.955.230,"6.829.956.520,53",459.220.807,"7.337.819.277,04",35.073.218,"530.715.462,84",27.839.142,"461.857.683,60"
01/10/2023,341.694.505,"5.536.968.342,74",366.744.406,"6.125.218.289,84",97.416.803,"1.750.484.130,20",97.448.303,"1.749.958.930,20"
01/09/2023,311.418.649,"5.055.550.614,48",335.628.638,"5.622.400.577,85",75.054.515,"1.708.338.550,00",64.835.465,"1.572.832.440,00"
01/06/2023,524.925.808,"8.617.492.872,71",542.718.859,"9.011.481.717,55",55.395.467,"1.209.156.240,50",51.079.993,"1.131.737.433,10"
01/05/2023,399.619.400,"6.227.587.572,38",440.534.057,"7.313.918.751,36",25.050.900,"664.895.194,00",21.352.200,"529.560.724,00"
01/04/2023,495.339.413,"7.777.919.962,41",505.314.465,"8.033.064.398,43",64.167.920,"1.018.730.881,29",60.538.520,"916.951.851,29"
01/03/2023,433.443.293,"6.795.346.505,04",457.404.357,"7.223.562.205,21",27.499.961,"771.578.055,00",24.795.051,"672.738.045,00"
12/30/2022,271.041.472,"4.145.373.274,92",277.173.684,"4.463.601.060,37",51.416.462,"1.319.479.197,20",34.066.462,"940.564.177,20"
12/29/2022,311.172.018,"4.634.671.614,44",303.237.637,"4.745.848.012,69",63.001.966,"1.856.023.070,00",63.257.035,"1.895.368.256,40"
12/28/2022,321.947.175,"5.072.852.295,68",323.470.238,"5.192.266.195,19",134.430.165,"2.446.180.096,20",161.731.765,"3.221.021.556,20"
12/27/2022,398.995.244,"5.709.197.819,23",446.930.491,"6.584.963.015,08",60.302.071,"1.265.395.090,00",64.409.838,"1.300.750.379,00"
12/26/2022,481.920.330,"7.108.790.799,60",499.454.852,"7.578.626.776,56",31.714.017,"807.250.869,20",29.443.100,"758.565.570,00"
12/23/2022,333.203.744,"5.244.961.547,64",353.889.245,"5.754.250.369,30",102.104.412,"1.715.025.374,70",103.198.372,"1.832.569.326,70"
12/22/2022,449.490.264,"6.953.301.085,36",460.360.549,"7.243.003.777,83",106.428.951,"2.533.450.400,00",56.550.409,"1.176.024.458,50"
12/21/2022,596.917.068,"8.973.976.128,16",611.327.418,"9.439.943.771,13",92.016.725,"2.081.959.167,40",131.042.925,"3.257.175.217,40"
12/20/2022,804.628.264,"12.310.354.067,93",844.275.634,"13.330.078.433,03",74.278.362,"1.565.405.656,62",87.006.151,"1.784.501.908,12"
12/19/2022,728.186.535,"12.049.759.654,84",738.934.707,"12.272.759.682,87",109.052.313,"1.425.210.609,67",109.194.163,"1.408.390.904,67"
12/16/2022,624.870.814,"10.288.645.657,25",643.509.035,"10.665.261.581,32",84.938.795,"1.703.715.193,08",58.916.401,"1.307.258.809,68"
12/15/2022,543.139.709,"8.961.214.324,89",579.366.375,"9.731.714.495,44",60.514.130,"1.022.680.828,00",34.453.854,"652.841.707,00"
12/14/2022,555.807.233,"9.110.329.783,55",560.117.417,"9.162.701.066,46",89.007.528,"1.725.892.083,95",80.553.933,"1.640.320.498,95"
12/13/2022,561.919.800,"8.631.035.016,59",634.749.425,"10.105.524.405,18",53.053.425,"854.877.708,30",53.003.425,"876.342.587,30"
12/12/2022,680.831.096,"11.119.378.089,27",696.933.505,"11.383.375.144,03",77.311.373,"2.164.621.046,80",78.463.611,"2.223.505.244,50"
12/09/2022,596.381.992,"9.239.688.708,33",625.477.054,"10.057.978.173,97",26.210.050,"457.977.175,00",44.976.296,"787.784.961,90"
12/08/2022,730.723.993,"11.675.388.501,57",747.130.917,"12.247.474.630,81",32.040.409,"684.468.012,00",29.302.509,"604.658.762,00"
12/07/2022,657.010.610,"9.913.606.138,82",694.033.940,"10.741.721.889,33",84.002.641,"1.079.460.028,50",80.670.983,"1.077.394.320,50"
12/06/2022,1.163.885.995,"18.337.218.178,02",1.165.617.246,"18.697.318.751,67",111.128.570,"1.506.132.355,12",85.114.470,"1.258.577.275,12"
12/05/2022,886.177.076,"14.383.752.009,22",926.016.068,"15.778.856.601,91",131.351.081,"2.523.194.107,25",90.653.697,"1.657.308.997,65"
12/02/2022,830.348.739,"12.364.379.225,96",919.148.321,"15.161.220.130,00",50.363.160,"954.260.700,40",54.359.160,"1.007.654.550,40"
12/01/2022,1.052.226.936,"16.890.382.922,55",1.064.044.980,"17.295.436.266,73",64.086.601,"1.151.228.917,65",60.745.901,"1.142.973.317,65"
11/30/2022,768.999.654,"10.803.776.277,65",799.125.468,"12.262.750.531,63",136.333.741,"2.207.844.070,43",97.369.541,"1.326.696.926,43"
11/29/2022,868.548.344,"12.433.754.497,53",973.476.894,"14.698.458.361,65",59.464.763,"1.056.198.414,40",60.337.363,"1.173.711.594,40"
11/28/2022,677.411.132,"10.536.365.097,38",756.303.651,"12.484.751.908,82",86.093.852,"1.528.388.558,40",87.386.852,"1.548.114.658,40"
11/25/2022,434.958.490,"6.139.712.355,45",485.562.775,"7.546.224.081,84",57.579.824,"848.547.466,36",52.764.824,"717.596.816,36"
11/24/2022,381.691.985,"5.262.073.851,68",394.065.852,"5.689.988.818,75",25.439.204,"481.630.907,95",30.439.863,"640.174.518,95"
11/23/2022,404.241.310,"5.573.374.401,53",410.836.971,"5.766.462.561,84",41.085.866,"616.875.239,82",41.702.766,"638.726.954,82"
11/22/2022,825.514.438,"12.787.432.551,28",809.736.150,"12.584.036.389,05",45.213.605,"887.141.184,50",46.564.505,"959.936.769,50"
11/21/2022,430.585.043,"5.936.480.118,54",413.670.268,"5.667.436.735,19",60.130.559,"1.107.681.491,95",61.249.959,"1.127.476.711,95"
11/18/2022,665.352.921,"9.021.125.172,52",653.523.733,"8.958.265.871,27",58.273.852,"991.541.468,60",86.909.282,"1.482.253.900,35"
11/17/2022,390.409.289,"5.523.874.484,51",479.641.975,"7.619.108.936,57",86.546.499,"1.463.288.993,74",81.013.754,"1.362.901.709,49"
11/16/2022,736.156.623,"9.274.545.274,14",797.463.043,"10.514.123.876,51",77.390.831,"1.232.454.454,52",68.443.631,"1.140.939.563,52"
11/15/2022,399.421.092,"5.252.037.103,06",477.092.939,"6.559.050.805,17",56.899.892,"854.376.331,44",55.968.392,"859.395.877,44"
11/14/2022,372.024.898,"4.750.367.723,10",519.408.158,"7.218.510.987,98",52.488.108,"916.940.755,60",50.219.208,"896.507.065,60"
11/11/2022,432.243.101,"5.890.174.303,38",576.180.086,"8.598.662.019,35",42.011.858,"666.314.426,00",57.717.058,"958.817.496,00"
11/10/2022,501.547.128,"7.371.312.751,84",508.200.894,"7.866.620.403,52",34.121.823,"685.854.329,00",34.128.823,"667.468.529,00"
11/09/2022,371.534.187,"5.841.045.301,58",357.331.478,"5.871.404.411,05",81.858.718,"2.126.871.184,40",79.447.028,"2.091.807.724,40"
11/08/2022,381.380.285,"5.750.610.269,28",418.779.636,"6.635.392.977,75",56.110.348,"901.749.980,30",61.213.348,"1.019.289.180,30"
11/07/2022,397.935.084,"6.088.039.418,14",429.078.039,"7.139.330.628,33",74.511.729,"1.265.378.049,40",75.220.533,"1.293.761.714,40"
11/04/2022,535.885.974,"8.984.915.704,33",538.686.631,"9.079.540.636,13",31.296.300,"685.015.492,00",33.256.300,"725.025.992,00"
11/03/2022,330.158.327,"5.787.976.116,95",339.062.275,"6.133.330.895,62",33.726.891,"773.314.151,40",33.746.891,"773.458.651,40"
11/02/2022,392.117.674,"7.373.987.794,20",363.671.263,"6.844.928.114,43",56.734.700,"859.927.577,00",60.171.400,"931.692.557,00"
11/01/2022,473.475.209,"8.366.919.939,84",427.182.206,"7.804.113.107,11",32.463.813,"679.928.105,60",28.919.013,"725.371.705,60"
10/31/2022,486.510.701,"8.436.118.841,54",467.420.293,"8.404.912.292,10",38.643.178,"799.986.030,00",46.744.178,"996.108.340,00"
10/28/2022,421.726.557,"7.308.453.320,28",401.857.273,"7.054.956.499,42",112.039.312,"4.161.550.301,30",37.575.212,"823.448.913,40"
10/27/2022,447.352.205,"7.682.347.804,36",447.614.979,"7.761.139.846,29",65.931.835,"1.362.759.997,26",65.655.835,"1.340.321.437,26"
10/26/2022,287.211.230,"4.888.031.958,32",281.226.706,"4.861.599.480,35",84.844.460,"1.947.962.449,10",89.726.048,"2.032.187.487,65"
10/25/2022,547.584.570,"9.086.494.557,79",544.283.943,"9.212.511.156,78",64.473.949,"1.211.569.786,80",67.933.949,"1.279.669.856,80"
10/24/2022,450.034.008,"7.676.105.446,85",438.003.731,"7.524.581.008,33",92.052.580,"2.565.038.424,05",91.987.580,"2.564.282.174,05"
10/21/2022,547.662.798,"10.260.811.116,02",501.474.520,"9.550.207.924,83",75.183.195,"2.319.181.998,00",74.786.995,"2.311.869.198,00"
10/20/2022,266.539.393,"5.278.183.333,04",276.887.428,"5.829.615.068,40",37.660.262,"1.019.862.739,68",38.699.927,"1.063.687.668,74"
10/19/2022,273.811.064,"5.372.304.373,30",265.380.627,"5.437.775.300,01",45.643.700,"1.376.288.230,00",45.632.700,"1.365.733.130,00"
10/18/2022,384.530.059,"7.590.416.313,13",368.730.486,"7.437.980.811,14",39.802.594,"777.325.562,74",39.318.979,"769.148.676,74"
10/17/2022,344.149.978,"6.754.440.748,11",334.824.471,"6.662.441.065,88",58.160.502,"1.400.597.861,60",57.188.392,"1.357.361.025,60"
10/14/2022,399.685.931,"7.970.602.381,09",402.808.191,"8.125.176.334,38",130.890.097,"4.691.998.991,60",66.321.966,"2.169.313.499,20"
10/13/2022,304.525.097,"5.770.954.595,74",307.677.857,"6.013.363.104,85",55.765.631,"1.231.881.686,15",57.444.081,"1.275.003.852,55"
10/12/2022,390.378.332,"7.077.296.543,60",452.216.033,"8.428.151.154,32",72.145.912,"1.497.744.647,45",69.772.212,"1.400.783.947,45"
10/11/2022,481.141.565,"8.949.651.755,13",458.954.425,"8.466.952.271,45",67.659.809,"1.823.617.330,20",69.466.809,"1.813.342.330,20"
10/10/2022,440.946.661,"8.090.952.950,10",458.443.645,"8.505.632.829,35",129.364.202,"4.345.594.596,00",75.280.245,"2.312.228.257,40"
10/07/2022,640.127.123,"11.939.174.447,53",614.121.514,"11.656.523.427,78",51.783.819,"1.639.746.721,60",47.445.019,"1.463.394.445,10"
10/06/2022,419.680.559,"8.420.150.839,89",393.814.289,"7.937.303.286,32",35.543.856,"992.814.431,20",36.288.856,"1.012.283.931,20"
10/05/2022,310.788.724,"6.266.735.328,46",302.180.535,"6.194.222.289,61",48.459.553,"1.329.762.499,00",48.107.753,"1.324.448.514,00"
10/04/2022,417.341.675,"8.396.203.613,23",397.263.019,"8.183.572.356,10",47.669.437,"1.193.732.952,00",52.779.437,"1.332.977.952,00"
10/03/2022,431.537.057,"8.906.682.543,71",372.958.157,"7.641.082.497,83",35.524.014,"912.513.579,00",36.859.914,"939.354.884,00"
09/30/2022,479.245.120,"9.914.550.593,44",520.732.992,"11.303.114.734,77",88.748.323,"3.267.048.379,80",92.410.683,"3.335.125.691,80"
09/29/2022,353.580.826,"7.858.289.664,64",350.178.314,"7.936.199.928,61",62.652.216,"1.711.995.281,80",55.788.616,"1.558.112.841,80"
09/28/2022,431.544.148,"9.413.240.293,09",434.037.962,"9.453.724.201,05",23.557.980,"765.371.630,60",23.237.980,"754.211.630,60"
09/27/2022,356.616.758,"8.068.422.189,39",342.404.108,"7.742.290.397,71",40.626.713,"1.073.421.103,10",39.929.713,"1.033.290.503,10"
09/26/2022,605.667.706,"13.840.554.903,94",596.079.753,"13.848.102.483,40",41.936.116,"1.184.365.461,40",39.099.616,"1.156.831.340,40"
09/23/2022,396.659.246,"9.234.782.122,25",373.603.088,"8.560.865.146,95",27.113.000,"833.741.250,00",25.408.000,"774.792.250,00"
09/22/2022,383.792.011,"9.238.895.569,72",365.919.180,"8.672.491.278,06",28.627.039,"1.070.146.844,20",28.600.639,"1.092.557.044,20"
09/21/2022,286.565.161,"6.821.475.006,49",268.632.193,"6.355.633.329,86",57.404.727,"1.928.674.420,00",55.119.480,"1.674.205.140,00"
09/20/2022,353.422.456,"8.243.521.572,05",366.074.926,"8.722.902.927,91",42.900.895,"1.060.737.737,50",45.516.295,"1.126.754.387,50"
09/19/2022,569.637.223,"13.511.067.523,78",574.114.600,"13.885.524.681,56",50.765.376,"1.574.851.301,95",50.524.376,"1.585.652.151,95"
09/16/2022,489.703.477,"12.037.855.213,67",463.655.058,"11.553.364.899,04",30.076.935,"706.533.534,50",28.113.365,"625.909.097,60"
09/15/2022,331.498.160,"8.546.642.189,08",315.505.586,"8.138.782.822,90",36.649.290,"1.241.929.679,35",28.576.290,"749.870.579,35"
09/14/2022,503.928.780,"12.236.279.373,20",499.792.264,"11.941.969.008,76",25.894.708,"694.032.375,05",24.768.708,"656.032.780,05"
09/13/2022,337.986.871,"8.669.342.716,00",329.534.367,"8.531.026.756,82",48.655.972,"2.226.752.341,10",48.796.472,"2.238.141.495,10"
09/12/2022,327.624.433,"8.984.186.281,64",320.031.532,"8.814.503.253,58",15.822.950,"560.107.436,60",17.896.950,"606.593.836,60"
09/09/2022,466.642.500,"11.066.605.522,00",473.645.500,"11.503.082.745,00",41.431.687,"1.131.970.087,10",40.460.687,"1.111.983.487,10"
09/08/2022,480.359.100,"11.257.798.636,00",491.053.199,"11.760.869.788,00",39.503.524,"1.539.468.941,00",39.275.524,"1.531.446.141,00"
09/07/2022,715.729.299,"17.512.486.070,00",686.808.500,"16.729.614.764,00",50.385.081,"1.317.448.437,15",51.938.081,"1.373.522.737,15"
09/06/2022,480.913.000,"11.948.308.918,00",469.884.000,"11.663.424.283,00",36.857.559,"1.177.374.735,95",38.541.759,"1.264.526.230,95"
09/05/2022,399.722.199,"10.408.816.837,00",387.414.700,"10.066.464.308,00",49.338.900,"1.481.738.615,50",46.372.300,"1.222.596.177,50"
08/31/2022,397.307.300,"10.356.274.006,00",391.729.600,"10.197.351.949,00",33.003.181,"856.553.600,70",21.572.381,"547.723.230,70"
