Ngày,KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),Tổng KL ròng (CP)
02/22/2022,"-425.028.546,00","-34.000,00","-3.761.900,00","-3.889.000,00","-62.019.595,00"
02/21/2022,"324.491.855,00","459.000,00","44.665.550,00","1.614.400,00","204.225.636,00"
02/18/2022,"-308.899.398,00","-2.950.700,00","-80.485.458,80","1.364.300,00","123.339.025,00"
02/17/2022,"674.871.506,00","-5.335.100,00","-74.615.730,00","11.623.300,00","633.599.798,00"
02/16/2022,"-235.788.688,00","-607.986,00","364.733.328,60","1.799.100,00","-23.494.533,00"
02/15/2022,"423.918.679,00","-1.001.000,00","-155.818.500,00","16.773.300,00","1.013.068.361,00"
02/14/2022,"156.418.669,00","497.038,00","18.335.947,80","-8.230.100,00","-251.387.512,00"
02/11/2022,"58.871.941,00","-1.065.902,00","-34.842.901,85","-9.599.100,00","-477.315.286,00"
02/10/2022,"-385.161.280,00","1.698.000,00","48.659.600,00","-10.178.600,00","-698.757.466,00"
02/09/2022,"-896.038.208,00","-4.201.800,00","11.997.840,00","8.336.800,00","252.991.627,00"
02/08/2022,"-761.076.064,00","1.239.099,00","43.105.513,00","-7.458.500,00","-337.109.047,00"
02/07/2022,"-354.863.154,00","1.136.500,00","26.682.400,00","9.152.700,00","348.472.338,00"
01/28/2022,"573.834.524,00","375.900,00","37.152.650,00","10.490.800,00","350.969.753,00"
01/27/2022,"-78.262.107,00","920.000,00","81.756.000,00","9.702.900,00","215.977.526,00"
01/26/2022,"-772.613.378,00","-41.800,00","44.246.368,40","12.164.600,00","513.204.947,00"
01/25/2022,"-152.712.114,00","-3.327.000,00","-109.666.560,00","36.606.200,00","1.312.886.740,00"
01/24/2022,"-639.787.293,00","-5.521.080,00","-75.892.698,38","-7.605.400,00","-154.784.574,00"
01/21/2022,"-1.152.338.672,00","935.862,00","65.137.670,00","-30.405.800,00","-1.063.859.953,00"
01/20/2022,"-151.071.655,00","-173.000,00","33.084.500,00","-869.300,00","-150.337.593,00"
01/19/2022,"339.294.104,00","-5.803.689,00","-163.190.716,00","2.349.500,00","643.842,00"
01/18/2022,"562.493.530,00","1.970.255,00","61.182.016,30","27.521.000,00","857.043.520,00"
01/17/2022,"-253.959.065,00","-15.664.294,00","-251.397.749,20","842.000,00","101.488.253,00"
01/14/2022,"-26.044.328,00","-7.203.700,00","-325.412.955,00","18.732.500,00","675.854.617,00"
01/13/2022,"-127.761.727,00","-3.658.100,00","-156.616.857,60","-5.388.200,00","-162.914.974,00"
01/12/2022,"-154.667.289,00","558.100,00","-35.912.815,50","3.708.700,00","414.524.277,00"
01/11/2022,"1.296.635.691,00","5.580.954,00","256.466.937,40","1.975.800,00","132.701.577,00"
01/10/2022,"253.860.982,00","-7.811.775,00","-47.442.828,75","-9.413.300,00","-467.280.787,00"
01/07/2022,"455.011.008,00","-20.836.979,00","-386.404.210,60","-9.420.700,00","-463.905.241,00"
01/06/2022,"829.498.266,00","-5.851.730,00","-252.437.677,00","-3.886.000,00","-287.558.073,00"
01/05/2022,"-167.377.027,00","31.959.624,00","478.951.908,25","-1.188.000,00","-143.702.475,00"
01/04/2022,"219.211.745,00","-3.775.775,00","-97.015.660,90","13.154.200,00","471.187.419,00"
12/31/2021,"-238.580.713,00","3.293.103,00","448.457.486,00","1.229.800,00","145.222.676,00"
12/30/2021,"-301.502.922,00","692.350,00","69.796.654,00","3.308.500,00","94.742.851,00"
12/29/2021,"-383.051.106,00","-14.102.953,00","-585.714.883,40","6.623.800,00","246.852.858,00"
12/28/2021,"681.654.197,00","4.478.782,00","229.643.891,05","12.785.800,00","400.206.686,00"
12/27/2021,"607.604.944,00","-2.145.300,00","-99.759.310,00","12.304.200,00","501.792.050,00"
12/24/2021,"49.012.382,00","1.845.845,00","147.507.886,85","-1.441.900,00","-16.594.936,00"
12/23/2021,"-402.063.483,00","7.263.900,00","332.330.770,00","-10.080.700,00","-631.291.171,00"
12/22/2021,"-240.120.162,00","1.588.447,00","112.071.615,71","3.951.200,00","203.891.010,00"
12/21/2021,"-176.102.307,00","3.115.972,00","139.770.650,60","1.330.000,00","-3.489.924,00"
12/20/2021,"-171.410.940,00","-6.102.600,00","-314.546.765,00","2.409.000,00","31.765.847,00"
12/17/2021,"621.608.879,00","-12.448.064,00","-479.403.092,20","-18.686.700,00","-628.312.252,00"
12/16/2021,"-490.249.298,00","-5.390.072,00","-325.829.429,60","-4.827.800,00","-105.837.082,00"
12/15/2021,"473.150.648,00","-2.138.888,00","-126.363.973,00","-11.157.000,00","-253.065.821,00"
12/14/2021,"-88.390.790,00","341.314,00","-205.009.619,50","-45.903.100,00","-1.751.234.823,00"
12/13/2021,"-89.908.813,00","2.927.462,00","105.467.454,35","-2.444.900,00","-77.690.015,00"
12/10/2021,"-174.192.268,00","1.364.700,00","5.570.137,40","-7.685.000,00","-423.272.698,00"
12/09/2021,"-104.562.260,00","-960.400,00","-26.938.085,00","7.491.700,00","357.011.516,00"
12/08/2021,"-625.982.536,00","-4.563.749,00","-70.645.503,74","-5.022.900,00","-118.511.483,00"
12/07/2021,"-74.854.776,00","-36.846.530,00","-433.059.871,00","7.535.200,00","248.890.066,00"
12/06/2021,"469.377.875,00","2.405.000,00","126.899.750,00","2.533.800,00","232.857.620,00"
12/03/2021,"-419.841.843,00","18.784.872,00","586.662.219,20","-13.904.600,00","-458.442.641,00"
12/02/2021,"-726.071.716,00","-2.784.700,00","-79.434.500,00","-19.563.200,00","-698.913.332,00"
12/01/2021,"533.698.203,00","-4.224.944,00","-121.225.166,40","-17.650.900,00","-1.101.182.030,00"
11/30/2021,"47.119.690,00","-607.912,00","-54.245.464,30","-17.060.500,00","-560.051.547,00"
11/29/2021,"152.730.333,00","213.900,00","-102.788.290,00","-2.420.300,00","-278.275.750,00"
11/26/2021,"-125.199.188,00","8.199.604,00","335.439.937,60","-43.014.100,00","-1.769.205.847,00"
11/25/2021,"-258.357.375,00","-11.327.107,00","-182.405.216,51","-13.763.800,00","-508.181.477,00"
11/24/2021,"-612.517.741,00","-1.395.192,00","51.711.002,00","-20.556.000,00","-663.208.187,00"
11/23/2021,"-525.318.243,00","-4.072.545,00","-52.341.071,20","6.598.400,00","278.967.014,00"
11/22/2021,"-144.179.956,00","1.504.610,00","102.632.736,00","6.150.100,00","478.868.319,00"
11/19/2021,"319.850.185,00","-260.471,00","-67.689.126,50","-22.365.600,00","-914.913.542,00"
11/18/2021,"-1.432.863.351,00","-3.938.951,00","-94.072.588,50","-9.507.400,00","-454.059.860,00"
11/17/2021,"241.548.137,00","-3.793.284,00","-65.026.560,43","-7.967.800,00","-364.198.733,00"
11/16/2021,"-879.510.393,00","-12.913.813,00","-236.256.915,60","-4.653.400,00","106.546.437,00"
11/15/2021,"490.015.666,00","-9.312.050,00","-251.190.557,50","-6.653.400,00","-117.002.997,00"
11/12/2021,"-67.984.199,00","-3.130.147,00","-86.530.817,57","4.151.300,00","212.262.920,00"
11/11/2021,"218.265.300,00","-1.994.548,00","-48.903.422,16","-25.556.500,00","-1.197.859.527,00"
11/10/2021,"-657.429.223,00","6.723.208,00","291.748.287,40","-3.719.900,00","-372.846.445,00"
11/09/2021,"-2.269.137.924,00","-15.300,00","3.529.550,00","-3.303.500,00","46.089.734,00"
11/08/2021,"593.829.488,00","-2.181.872,00","-82.479.160,00","10.108.400,00","526.991.952,00"
11/05/2021,"384.290.238,00","786.750,00","-67.364.120,00","5.843.100,00","252.573.496,00"
11/04/2021,"-514.715.324,00","-4.305.414,00","-33.043.493,40","-5.900.300,00","-173.391.312,00"
11/03/2021,"-443.161.660,00","3.596.969,00","198.095.180,40","731.400,00","226.844.251,00"
11/02/2021,"147.168.714,00","2.823.200,00","86.079.060,00","-9.436.400,00","-580.166.822,00"
11/01/2021,"-794.697.702,00","-2.330.296,00","-53.113.264,80","-21.626.800,00","-1.249.794.928,00"
10/29/2021,"272.261.068,00","-8.928.615,00","-183.172.450,82","-2.704.300,00","-107.277.212,00"
10/28/2021,"751.803.747,00","4.645.900,00","164.794.175,00","14.095.200,00","633.899.101,00"
10/27/2021,"1.907.846.989,00","-1.682.016,00","-22.889.610,62","21.094.200,00","1.015.390.120,00"
10/26/2021,"-86.750.861,00","2.495.672,00","11.213.986,00","3.966.000,00","-27.849.124,00"
10/25/2021,"69.634.353,00","3.119.600,00","452.813.460,00","-14.643.200,00","-758.219.826,00"
10/22/2021,"4.549.567,00","-2.535.000,00","-10.963.060,00","-14.153.900,00","-296.153.294,00"
10/21/2021,"-1.147.578.424,00","-3.111.372,00","-91.887.226,00","-16.548.600,00","-869.218.085,00"
10/20/2021,"455.437.462,00","-3.616.700,00","-43.995.338,00","-27.574.800,00","-1.464.018.565,00"
10/19/2021,"-537.659.005,00","1.223.954,00","93.973.510,80","-7.215.000,00","-481.823.523,00"
10/18/2021,"-305.577.284,00","-4.041.128,00","-80.759.774,40","-11.068.000,00","-590.726.294,00"
10/15/2021,"272.506.159,00","-4.074.340,00","-180.973.348,00","-330.700,00","71.310.762,00"
10/14/2021,"-327.884.184,00","-383.316,00","-6.367.290,00","-8.919.900,00","-670.303.637,00"
10/13/2021,"893.695.965,00","-3.848.050,00","-91.010.920,00","-9.194.600,00","-552.218.880,00"
10/12/2021,"161.814.428,00","1.234.263,00","51.103.210,95","-7.743.100,00","-327.325.711,00"
10/11/2021,"1.010.019.482,00","-205.600,00","5.819.950,00","4.978.300,00","191.742.763,00"
10/08/2021,"78.794.211,00","-3.494.000,00","-67.803.800,00","-8.492.000,00","-142.562.041,00"
10/07/2021,"-124.119.776,00","3.329.520,00","48.294.079,00","-14.315.100,00","-580.700.562,00"
10/06/2021,"-335.465.418,00","2.644.200,00","214.779.200,00","-11.064.100,00","-424.699.334,00"
10/05/2021,"-363.400.668,00","-15.148.497,00","-576.283.501,80","-10.757.500,00","-453.214.955,00"
10/04/2021,"477.604.856,00","-368.000,00","16.417.800,00","-8.345.400,00","-271.088.965,00"
10/01/2021,"119.395.425,00","543.500,00","46.313.200,00","-11.368.200,00","-460.086.830,00"
09/30/2021,"31.154.160,00","-2.389.200,00","-72.696.200,00","-6.558.700,00","-182.869.523,00"
09/29/2021,"225.241.364,00","-7.105.073,00","-221.352.159,50","-14.362.200,00","-506.774.280,00"
09/28/2021,"740.259.630,00","2.759.657,00","85.801.626,00","16.422.900,00","484.373.954,00"
09/27/2021,"88.454.970,00","-5.076.900,00","-149.824.275,00","-6.597.000,00","-267.394.394,00"
09/24/2021,"-183.757.648,00","-6.638.963,00","-182.309.038,40","4.627.700,00","37.501.284,00"
09/23/2021,"-134.470.727,00","-2.563.000,00","-68.491.220,00","-11.535.600,00","-365.918.176,00"
09/22/2021,"-323.669.114,00","-17.011.216,00","-481.983.707,87","-13.001.900,00","-226.183.277,00"
09/21/2021,"118.827.943,00","-1.793.000,00","-39.862.100,00","-10.467.000,00","-307.922.286,00"
09/20/2021,"192.765.988,00","-4.942.360,00","-213.882.375,96","-3.337.900,00","-126.617.450,00"
09/17/2021,"435.901.780,00","-927.079,00","-37.943.886,40","-48.401.600,00","-1.673.300.341,00"
09/16/2021,"221.176.964,00","-1.247.360,00","-55.911.561,96","-15.864.700,00","-1.242.279.756,00"
09/15/2021,"457.071.208,00","-3.928.450,00","-186.379.080,00","-1.378.100,00","26.988.139,00"
09/14/2021,"607.871.046,00","9.077.800,00","411.925.310,00","-11.183.700,00","-389.575.584,00"
09/13/2021,"499.639.427,00","3.101.160,00","260.877.790,00","-7.385.600,00","-362.194.405,00"
09/10/2021,"-366.122.406,00","1.671.200,00","43.950.240,00","-12.890.500,00","-843.070.320,00"
09/09/2021,"-375.958.953,00","-7.157.005,00","-263.447.188,75","-7.068.800,00","-549.636.490,00"
09/08/2021,"-508.827.035,00","-3.107.700,00","-74.780.150,00","-3.841.100,00","-338.511.032,00"
09/07/2021,"-428.113.514,00","-2.157.222,00","77.612.648,10","-11.193.600,00","-552.145.344,00"
09/06/2021,"25.221.413,00","2.527.040,00","116.182.040,10","2.959.400,00","-352.871.726,00"
09/01/2021,"-934.041.874,00","452.000,00","66.929.900,00","-3.794.200,00","-318.403.823,00"
08/31/2021,"-87.698.096,00","-1.919.410,00","-37.849.339,50","1.526.200,00","-208.896.200,00"
08/30/2021,"70.046.911,00","-3.035.201,00","-78.269.011,45","-6.944.600,00","-394.043.367,00"
08/27/2021,"304.269.607,00","1.292.636,00","242.813.454,20","2.837.100,00","-117.063.122,00"
08/26/2021,"333.720.224,00","-3.844.445,00","-161.767.260,00","-5.878.300,00","-459.706.693,00"
08/25/2021,"-553.678.678,00","3.946.625,00","114.895.385,60","236.100,00","-111.651.603,00"
08/24/2021,"296.704.689,00","-3.578.136,00","-54.495.074,10","2.474.300,00","111.746.331,00"
08/23/2021,"564.615.615,00","4.075.910,00","129.848.455,58","-11.650.300,00","-361.000.711,00"
08/20/2021,"618.066.391,00","11.242.586,00","521.716.259,60","-11.139.500,00","-411.253.116,00"
08/19/2021,"-696.090.660,00","-9.771.693,00","-142.720.309,10","2.212.700,00","159.688.897,00"
08/18/2021,"-41.726.086,00","-139.300,00","26.639.285,00","-34.893.200,00","-1.867.320.211,00"
08/17/2021,"-598.016.434,00","-1.007.000,00","-65.281.300,00","-21.674.000,00","-1.366.486.325,00"
08/16/2021,"-603.630.607,00","-6.234.140,00","-209.091.882,00","-19.485.300,00","-958.748.208,00"
08/13/2021,"-805.012.264,00","2.628.060,00","90.096.120,00","-24.643.000,00","-1.319.544.468,00"
08/12/2021,"-754.815.739,00","-1.506.490,00","22.444.895,35","-2.393.300,00","-171.696.407,00"
08/11/2021,"-464.791.047,00","-4.073.045,00","-360.019.749,50","-25.107.800,00","-951.885.729,00"
08/10/2021,"-296.221.115,00","-6.572.300,00","-665.671.691,00","-22.865.900,00","-1.062.285.700,00"
08/09/2021,"193.531.677,00","-13.309.300,00","-758.578.255,00","-3.595.000,00","-332.625.652,00"
08/06/2021,"-330.852.502,00","-1.118.400,00","-23.427.280,00","262.300,00","14.088.514,00"
08/05/2021,"-4.859.348,00","12.097.700,00","-238.235.990,00","17.136.100,00","637.682.539,00"
08/04/2021,"68.218.370,00","6.356.556,00","-22.927.295,40","15.413.400,00","385.997.479,00"
08/03/2021,"-383.935.107,00","3.135.008,00","-1.772.055,10","6.946.900,00","56.301.432,00"
08/02/2021,"-609.537.823,00","-5.748.353,00","-217.724.987,73","5.259.500,00","192.752.584,00"
07/30/2021,"-116.993.333,00","3.859.900,00","135.920.143,00","9.671.300,00","469.653.475,00"
07/29/2021,"-902.411.070,00","2.955.000,00","-119.328.000,00","-4.934.100,00","-192.539.322,00"
07/28/2021,"-14.295.817,00","2.005.460,00","-43.948.699,00","-2.400.500,00","-72.178.179,00"
07/27/2021,"-1.085.187.847,00","178.654,00","-13.395.010,00","-4.658.500,00","-221.197.135,00"
07/26/2021,"175.371.284,00","975.805,00","-266.634,00","-8.906.300,00","-254.673.588,00"
07/23/2021,"-1.065.749.469,00","-745.002,00","-74.679.645,60","-7.794.000,00","-223.329.122,00"
07/22/2021,"-308.138.341,00","-1.262.070,00","-39.215.905,60","-871.700,00","-96.536.696,00"
07/21/2021,"-378.438.558,00","769.529,00","-22.839.539,10","-10.917.600,00","-180.644.515,00"
07/20/2021,"326.241.291,00","1.111.200,00","40.388.110,00","-1.866.800,00","-318.634.021,00"
07/19/2021,"426.718.061,00","14.086.300,00","335.159.910,00","3.868.200,00","127.145.575,00"
07/16/2021,"-557.517.019,00","-1.862.900,00","-49.957.908,00","-5.575.100,00","-3.168.286,00"
07/15/2021,"-1.384.813.217,00","1.446.145,00","66.422.277,50","21.278.400,00","745.764.505,00"
07/14/2021,"267.610.884,00","-413.300,00","-43.717.770,00","7.973.700,00","360.098.281,00"
07/13/2021,"-148.725.381,00","878.000,00","-18.954.450,00","2.416.400,00","-210.113.468,00"
07/12/2021,"1.218.023.503,00","-873.910,00","-9.036.804,71","41.634.900,00","1.361.973.282,00"
07/09/2021,"-209.778.319,00","-8.191.206,00","-207.651.468,40","19.110.600,00","747.463.011,00"
07/08/2021,"-823.631.054,00","3.012.000,00","88.640.350,00","1.535.700,00","-141.439.354,00"
07/07/2021,"720.822.073,00","1.335.294,00","34.830.234,80","50.791.500,00","2.166.892.259,00"
07/06/2021,"194.607.243,00","1.836.000,00","77.308.630,00","-1.038.200,00","18.727.426,00"
07/05/2021,"-440.802.789,00","-4.119.915,00","-123.812.562,75","-3.020.500,00","-148.508.707,00"
07/02/2021,"-1.194.481.033,00","-2.755.612,00","-83.401.580,90","2.016.500,00","106.509.201,00"
07/01/2021,"-649.566.981,00","-4.631.742,00","-122.666.183,00","-4.107.300,00","-401.240.529,00"
06/30/2021,"-43.726.510,00","-13.338.525,00","-404.235.180,00","-1.280.300,00","54.732.959,00"
06/29/2021,"-20.389.653,00","-622.978,00","-32.605.843,70","-614.400,00","54.679.375,00"
06/28/2021,"-169.313.171,00","-2.889.023,00","-192.226.402,20","-6.671.900,00","-354.631.278,00"
06/25/2021,"170.180.797,00","19.810.090,00","520.033.384,20","-1.717.800,00","63.399.194,00"
06/24/2021,"106.940.631,00","-6.494.084,00","-211.445.428,30","1.080.200,00","28.367.140,00"
06/23/2021,"-440.386.501,00","-1.483.000,00","-76.007.988,00","110.200,00","90.568.294,00"
06/22/2021,"-188.143.766,00","-2.925.000,00","-327.657.922,00","-1.285.200,00","54.555.345,00"
06/21/2021,"-195.278.960,00","2.253.000,00","141.149.605,00","-25.163.700,00","-1.127.075.505,00"
06/18/2021,"323.623.325,00","-11.636.306,00","-278.573.352,00","-4.564.500,00","-95.863.502,00"
06/17/2021,"-572.865.780,00","1.094.160,00","7.785.200,70","-3.507.900,00","-202.002.708,00"
06/16/2021,"-484.373.360,00","3.424.512,00","149.223.211,60","2.228.100,00","102.971.402,00"
06/15/2021,"130.204.645,00","-701.600,00","-95.727.783,20","4.369.400,00","203.828.565,00"
06/14/2021,"-686.227.154,00","4.971.448,00","98.795.136,60","331.400,00","56.483.008,00"
06/11/2021,"-291.870.110,00","-4.407.000,00","-95.717.400,00","14.844.400,00","1.081.427.670,00"
06/10/2021,"-260.079.792,00","-35.613,00","-8.819.325,00","-213.600,00","225.460.815,00"
06/09/2021,"-102.999.942,00","-1.456.092,00","-51.340.733,50","-20.287.000,00","-689.903.906,00"
06/08/2021,"457.050.469,00","-1.295.962,00","-43.896.838,88","-10.878.200,00","-437.340.832,00"
06/07/2021,"-40.046.328,00","3.356.599,00","81.767.908,00","-14.566.300,00","-661.575.316,00"
06/04/2021,"80.742.846,00","-15.481.611,00","123.406.111,10","-18.468.500,00","-1.140.918.629,00"
06/03/2021,"-350.278.517,00","-11.846.800,00","-160.254.640,00","-14.896.900,00","-1.065.537.049,00"
06/02/2021,"174.627.880,00","740.619,00","-63.897.997,00","-19.781.700,00","-1.334.758.625,00"
06/01/2021,"61.104.850,00","-12.741.885,00","-183.904.803,30","-8.793.700,00","-589.138.878,00"
05/31/2021,"-512.241.574,00","5.428.207,00","212.553.947,10","-35.230.500,00","-1.567.562.795,00"
05/28/2021,"-112.165.977,00","-11.077.580,00","-100.011.304,20","1.925.900,00","-13.247.176,00"
05/27/2021,"358.398.596,00","1.162.740,00","20.901.233,80","622.700,00","83.760.622,00"
05/26/2021,"-384.311.041,00","-9.162.000,00","-73.380.330,00","3.625.000,00","111.526.613,00"
05/25/2021,"-509.089.547,00","801.033,00","16.935.433,00","1.046.800,00","-1.677.618,00"
05/24/2021,"-177.829.854,00","10.462.179,00","254.257.992,00","-6.473.300,00","-421.543.975,00"
05/21/2021,"-2.632.148,00","-5.115.780,00","-182.080.410,00","-4.638.300,00","-250.498.969,00"
05/20/2021,"144.400.307,00","5.968.725,00","174.459.021,00","-7.981.800,00","-285.891.658,00"
05/19/2021,"-115.971.740,00","-1.416.935,00","-74.495.604,50","-8.831.800,00","-369.898.953,00"
05/18/2021,"-241.016.532,00","-4.288.000,00","-143.755.400,00","-10.579.900,00","-657.029.209,00"
05/17/2021,"-516.663.871,00","-6.712.015,00","-399.062.666,50","-29.060.200,00","-1.484.255.354,00"
05/14/2021,"635.761.585,00","-8.963.966,00","-73.800.896,00","-32.414.800,00","-1.595.480.011,00"
05/13/2021,"-58.001.509,00","400.594,00","53.964.982,28","-20.962.600,00","-1.039.293.731,00"
05/12/2021,"672.569.301,00","3.188.700,00","171.775.780,00","-5.834.100,00","-507.692.567,00"
05/11/2021,"123.807.245,00","-10.073.956,00","-136.145.120,00","-4.272.800,00","-367.942.278,00"
05/10/2021,"-310.560.426,00","-4.018.400,00","-66.024.455,00","5.255.100,00","73.157.684,00"
05/07/2021,"19.881.183,00","-9.113.000,00","-239.164.680,00","-7.741.100,00","-465.637.303,00"
05/06/2021,"277.972.360,00","17.700.428,00","665.722.075,40","-17.879.400,00","-966.435.916,00"
05/05/2021,"237.410.274,00","234.287,00","52.125.470,60","-16.127.900,00","-755.655.258,00"
05/04/2021,"524.417.734,00","10.788.403,00","336.333.497,41","-9.449.100,00","-496.469.624,00"
04/29/2021,"-748.187.948,00","-3.134.970,00","-40.504.306,88","-4.177.900,00","-401.884.266,00"
04/28/2021,"-523.987.521,00","2.058.402,00","54.798.794,00","9.935.000,00","386.615.643,00"
04/27/2021,"-268.087.695,00","-1.222.900,00","-110.860.390,00","8.548.400,00","297.051.676,00"
04/26/2021,"-281.618.603,00","-14.734.886,00","-273.948.117,10","-11.605.900,00","-284.459.878,00"
04/23/2021,"-8.300.536,00","2.187.000,00","47.781.975,00","15.260.800,00","369.091.115,00"
