Ngày,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND)
01/19/2021,41.164.200,"1.247.119.561,00",35.247.676,"1.089.563.093,70",5.916.524,"157.556.467,30"
01/18/2021,20.514.600,"763.413.165,00",41.008.748,"1.321.763.810,90",-20.494.148,"-558.350.645,90"
01/15/2021,21.419.780,"817.081.548,00",30.478.200,"1.054.008.766,00",-9.058.420,"-236.927.218,00"
01/14/2021,18.942.910,"687.858.292,00",41.146.270,"1.364.744.601,50",-22.203.360,"-676.886.309,50"
01/13/2021,20.982.510,"824.082.309,00",39.292.584,"1.001.179.225,70",-18.310.074,"-177.096.916,70"
01/12/2021,28.400.082,"1.076.535.479,00",32.277.229,"702.879.983,80",-3.877.147,"373.655.495,20"
01/11/2021,45.808.700,"1.802.669.181,00",28.078.400,"642.239.371,00",17.730.300,"1.160.429.810,00"
01/08/2021,35.923.793,"1.370.685.534,00",37.014.100,"868.098.888,00",-1.090.307,"502.586.646,00"
01/07/2021,45.950.900,"1.582.580.716,00",45.449.000,"1.513.009.829,00",501.900,"69.570.887,00"
01/06/2021,24.330.830,"841.810.555,00",43.032.670,"1.363.626.932,00",-18.701.840,"-521.816.377,00"
01/05/2021,36.680.330,"1.116.484.389,00",49.978.751,"1.278.100.277,10",-13.298.421,"-161.615.888,10"
01/04/2021,32.528.434,"1.316.513.530,80",63.113.500,"1.850.741.126,00",-30.585.066,"-534.227.595,20"
12/31/2020,21.915.790,"729.966.096,60",33.234.716,"801.753.963,30",-11.318.926,"-71.787.866,70"
12/30/2020,46.505.274,"1.162.522.625,12",53.528.814,"1.199.823.696,90",-7.023.540,"-37.301.071,78"
12/29/2020,25.460.426,"920.641.760,60",22.909.700,"621.788.362,60",2.550.726,"298.853.398,00"
12/28/2020,30.901.826,"1.071.815.610,40",28.274.780,"671.945.305,20",2.627.046,"399.870.305,20"
12/25/2020,24.048.340,"819.634.524,20",48.716.710,"1.055.025.277,90",-24.668.370,"-235.390.753,70"
12/24/2020,32.431.940,"1.112.372.565,10",23.553.238,"532.187.790,70",8.878.702,"580.184.774,40"
12/23/2020,29.653.417,"905.589.357,06",43.791.480,"901.997.351,60",-14.138.063,"3.592.005,46"
12/22/2020,48.071.898,"1.676.751.120,80",55.108.547,"1.479.522.675,46",-7.036.649,"197.228.445,34"
12/21/2020,28.994.422,"877.424.771,00",36.307.284,"798.609.814,50",-7.312.862,"78.814.956,50"
12/18/2020,41.895.800,"1.050.502.789,80",42.405.240,"900.526.206,30",-509.440,"149.976.583,50"
12/17/2020,25.318.260,"770.185.598,30",63.089.371,"2.064.765.876,10",-37.771.111,"-1.294.580.277,80"
12/16/2020,20.174.570,"545.568.519,40",32.795.700,"780.241.601,70",-12.621.130,"-234.673.082,30"
12/15/2020,28.238.064,"893.929.185,70",41.940.540,"1.085.521.930,60",-13.702.476,"-191.592.744,90"
12/14/2020,40.922.644,"1.241.758.138,64",33.230.160,"679.017.858,70",7.692.484,"562.740.279,94"
12/11/2020,23.477.377,"782.110.540,60",32.436.217,"880.532.778,70",-8.958.840,"-98.422.238,10"
12/10/2020,35.871.914,"1.090.952.429,10",49.682.140,"1.259.267.726,80",-13.810.226,"-168.315.297,70"
12/09/2020,33.036.838,"873.276.778,50",26.028.110,"683.545.575,50",7.008.728,"189.731.203,00"
12/08/2020,21.678.030,"676.387.976,90",42.076.060,"1.026.098.563,30",-20.398.030,"-349.710.586,40"
12/07/2020,47.723.619,"1.103.097.559,05",47.954.309,"995.971.264,45",-230.690,"107.126.294,60"
12/04/2020,23.506.486,"699.118.679,80",20.874.780,"551.983.228,04",2.631.706,"147.135.451,76"
12/03/2020,19.308.830,"464.162.445,13",33.186.050,"916.251.748,23",-13.877.220,"-452.089.303,10"
12/02/2020,119.920.731,"2.766.557.947,50",57.981.589,"1.434.601.960,80",61.939.142,"1.331.955.986,70"
12/01/2020,24.858.570,"858.885.368,10",45.770.840,"1.137.362.828,00",-20.912.270,"-278.477.459,90"
11/30/2020,33.551.398,"820.566.229,14",52.272.590,"1.138.742.714,20",-18.721.192,"-318.176.485,06"
11/27/2020,24.781.397,"841.695.582,10",30.298.960,"599.270.458,50",-5.517.563,"242.425.123,60"
11/26/2020,35.637.568,"1.022.434.176,80",43.091.898,"886.948.752,00",-7.454.330,"135.485.424,80"
11/25/2020,43.672.710,"1.484.762.274,50",24.294.410,"745.036.937,25",19.378.300,"739.725.337,25"
11/24/2020,33.148.976,"1.357.274.083,10",34.729.690,"994.218.788,10",-1.580.714,"363.055.295,00"
11/23/2020,23.561.242,"887.613.456,80",22.980.256,"752.351.537,52",580.986,"135.261.919,28"
11/20/2020,26.629.530,"985.199.505,00",43.618.872,"635.179.371,35",-16.989.342,"350.020.133,65"
11/19/2020,31.547.390,"1.104.375.043,10",51.234.188,"1.433.554.829,30",-19.686.798,"-329.179.786,20"
11/18/2020,28.733.568,"786.179.758,45",28.788.470,"924.037.503,50",-54.902,"-137.857.745,05"
11/17/2020,25.098.070,"617.623.941,45",27.927.498,"825.599.439,10",-2.829.428,"-207.975.497,65"
11/16/2020,29.754.760,"895.980.249,70",61.132.330,"1.160.978.059,90",-31.377.570,"-264.997.810,20"
11/13/2020,18.064.370,"473.544.595,30",31.841.240,"679.005.223,20",-13.776.870,"-205.460.627,90"
11/12/2020,30.607.079,"592.327.497,24",29.477.400,"324.195.316,70",1.129.679,"268.132.180,54"
11/11/2020,20.096.660,"572.089.715,80",44.048.830,"902.579.952,80",-23.952.170,"-330.490.237,00"
11/10/2020,31.382.087,"1.066.828.667,16",60.829.922,"960.686.676,08",-29.447.835,"106.141.991,08"
11/09/2020,21.099.400,"691.924.370,70",44.569.291,"947.403.348,69",-23.469.891,"-255.478.977,99"
11/06/2020,25.241.920,"424.887.568,40",30.023.354,"859.045.025,40",-4.781.434,"-434.157.457,00"
11/05/2020,18.727.110,"571.113.429,10",17.214.460,"630.650.315,60",1.512.650,"-59.536.886,50"
11/04/2020,31.042.501,"673.787.307,11",23.051.220,"861.357.678,90",7.991.281,"-187.570.371,79"
11/03/2020,20.285.350,"563.600.020,29",11.696.650,"447.785.896,20",8.588.700,"115.814.124,09"
11/02/2020,21.350.970,"650.510.868,10",13.786.920,"469.056.552,30",7.564.050,"181.454.315,80"
10/30/2020,32.930.540,"814.219.747,10",36.494.100,"863.076.154,80",-3.563.560,"-48.856.407,70"
10/29/2020,27.064.440,"761.029.959,30",25.005.420,"783.568.857,50",2.059.020,"-22.538.898,20"
10/28/2020,41.224.578,"1.113.484.868,30",24.928.378,"740.275.740,40",16.296.200,"373.209.127,90"
10/27/2020,32.333.720,"911.741.176,30",43.977.180,"823.831.230,30",-11.643.460,"87.909.946,00"
10/26/2020,21.520.640,"626.675.048,33",23.609.620,"531.591.712,20",-2.088.980,"95.083.336,13"
10/23/2020,38.398.407,"1.223.168.570,93",15.067.420,"438.597.918,80",23.330.987,"784.570.652,13"
10/22/2020,29.144.010,"810.073.984,20",16.261.510,"343.391.253,50",12.882.500,"466.682.730,70"
10/21/2020,17.588.360,"502.644.162,70",16.847.370,"409.345.985,70",740.990,"93.298.177,00"
10/20/2020,31.734.316,"747.132.323,78",16.928.580,"459.714.588,00",14.805.736,"287.417.735,78"
10/19/2020,19.189.110,"505.801.693,30",23.700.880,"549.358.499,20",-4.511.770,"-43.556.805,90"
10/16/2020,19.395.859,"487.139.796,92",22.034.410,"598.814.247,30",-2.638.551,"-111.674.450,38"
10/15/2020,36.519.910,"612.271.752,80",29.441.430,"768.636.613,10",7.078.480,"-156.364.860,30"
10/14/2020,19.397.610,"486.119.762,10",22.112.730,"513.249.008,90",-2.715.120,"-27.129.246,80"
10/13/2020,33.878.880,"436.874.086,00",17.912.400,"474.700.430,50",15.966.480,"-37.826.344,50"
10/12/2020,28.000.803,"617.478.308,12",23.443.550,"633.447.617,10",4.557.253,"-15.969.308,98"
10/09/2020,11.705.689,"296.523.627,26",17.454.173,"396.830.516,90",-5.748.484,"-100.306.889,64"
10/08/2020,14.633.790,"329.839.972,10",21.615.750,"491.840.530,40",-6.981.960,"-162.000.558,30"
10/07/2020,31.528.657,"501.677.005,20",23.627.910,"688.385.127,20",7.900.747,"-186.708.122,00"
10/06/2020,30.173.963,"470.664.497,80",22.166.600,"500.815.078,40",8.007.363,"-30.150.580,60"
10/05/2020,32.366.531,"496.198.643,20",19.618.215,"364.409.601,25",12.748.316,"131.789.041,95"
10/02/2020,39.916.660,"610.245.273,00",23.187.830,"405.751.071,30",16.728.830,"204.494.201,70"
10/01/2020,23.727.030,"754.083.330,10",15.667.650,"626.672.348,50",8.059.380,"127.410.981,60"
09/30/2020,19.007.760,"495.797.605,90",17.960.710,"400.184.646,00",1.047.050,"95.612.959,90"
09/29/2020,16.878.319,"332.981.860,96",17.401.430,"387.996.508,60",-523.111,"-55.014.647,64"
09/28/2020,22.082.034,"368.076.715,00",18.664.380,"372.107.345,50",3.417.654,"-4.030.630,50"
09/25/2020,21.520.340,"423.250.130,65",13.834.070,"270.552.137,10",7.686.270,"152.697.993,55"
09/24/2020,20.650.430,"430.888.410,40",22.282.730,"531.957.977,20",-1.632.300,"-101.069.566,80"
09/23/2020,20.747.843,"463.370.288,71",38.757.550,"598.061.447,50",-18.009.707,"-134.691.158,79"
09/22/2020,15.506.080,"322.816.582,60",22.422.880,"422.642.718,50",-6.916.800,"-99.826.135,90"
09/21/2020,25.763.047,"834.077.270,00",21.850.660,"606.875.011,30",3.912.387,"227.202.258,70"
09/18/2020,29.259.770,"740.520.759,89",33.174.260,"746.696.267,00",-3.914.490,"-6.175.507,11"
09/17/2020,13.204.640,"346.718.297,90",29.927.190,"849.977.603,00",-16.722.550,"-503.259.305,10"
09/16/2020,17.813.430,"308.197.886,90",19.557.400,"350.071.418,10",-1.743.970,"-41.873.531,20"
09/15/2020,18.001.485,"587.416.475,49",19.393.280,"497.836.916,20",-1.391.795,"89.579.559,29"
09/14/2020,17.467.989,"499.061.682,50",22.059.100,"466.780.181,40",-4.591.111,"32.281.501,10"
09/11/2020,11.858.690,"347.561.531,10",32.534.180,"853.931.775,30",-20.675.490,"-506.370.244,20"
09/10/2020,24.957.900,"624.201.612,40",52.141.410,"2.648.742.186,80",-27.183.510,"-2.024.540.574,40"
09/09/2020,21.877.230,"647.177.354,00",39.240.910,"981.712.057,60",-17.363.680,"-334.534.703,60"
09/08/2020,14.490.520,"387.938.119,40",13.430.910,"394.354.487,40",1.059.610,"-6.416.368,00"
09/07/2020,17.999.010,"619.754.494,85",21.611.409,"614.671.882,57",-3.612.399,"5.082.612,28"
09/04/2020,22.376.570,"699.968.719,90",13.273.290,"452.081.396,32",9.103.280,"247.887.323,58"
09/03/2020,26.452.254,"785.273.259,20",37.875.030,"943.054.136,93",-11.422.776,"-157.780.877,73"
09/01/2020,23.572.321,"861.814.833,50",21.724.350,"821.349.957,90",1.847.971,"40.464.875,60"
08/31/2020,13.255.209,"445.029.086,55",13.324.440,"362.651.391,38",-69.231,"82.377.695,17"
08/28/2020,60.424.592,"1.524.927.559,04",27.056.310,"481.117.678,10",33.368.282,"1.043.809.880,94"
08/27/2020,15.253.051,"476.307.899,10",26.219.291,"570.889.227,80",-10.966.240,"-94.581.328,70"
08/26/2020,15.655.890,"426.922.116,90",15.516.990,"364.627.656,00",138.900,"62.294.460,90"
08/25/2020,39.467.010,"1.175.065.195,50",22.197.000,"437.797.460,20",17.270.010,"737.267.735,30"
08/24/2020,20.405.920,"619.601.512,50",21.057.830,"435.037.121,40",-651.910,"184.564.391,10"
08/21/2020,13.597.458,"344.511.722,02",7.908.410,"183.180.020,10",5.689.048,"161.331.701,92"
08/20/2020,27.483.940,"785.339.635,60",26.056.034,"730.063.995,30",1.427.906,"55.275.640,30"
08/19/2020,13.797.730,"335.488.231,40",8.197.300,"167.104.851,40",5.600.430,"168.383.380,00"
08/18/2020,15.854.316,"444.518.933,98",7.536.606,"232.006.073,60",8.317.710,"212.512.860,38"
08/17/2020,12.816.150,"356.623.425,80",10.797.610,"272.438.343,20",2.018.540,"84.185.082,60"
08/14/2020,20.362.120,"579.564.002,40",19.176.260,"414.111.774,90",1.185.860,"165.452.227,50"
08/13/2020,17.433.840,"448.956.054,60",13.044.960,"254.077.843,10",4.388.880,"194.878.211,50"
08/12/2020,12.678.810,"293.023.780,10",15.380.810,"275.796.925,90",-2.702.000,"17.226.854,20"
08/11/2020,7.299.173,"189.873.121,40",11.421.490,"202.200.954,40",-4.122.317,"-12.327.833,00"
08/10/2020,17.246.250,"468.606.655,40",9.790.140,"223.899.705,30",7.456.110,"244.706.950,10"
08/07/2020,12.036.440,"214.893.541,20",14.747.120,"292.435.929,50",-2.710.680,"-77.542.388,30"
08/06/2020,21.113.630,"372.624.313,90",14.252.730,"271.011.571,10",6.860.900,"101.612.742,80"
08/05/2020,19.386.960,"505.989.771,10",14.026.460,"336.684.697,10",5.360.500,"169.305.074,00"
08/04/2020,7.798.879,"224.595.492,70",10.441.830,"224.144.259,60",-2.642.951,"451.233,10"
08/03/2020,17.952.297,"521.367.739,80",34.397.267,"779.087.020,70",-16.444.970,"-257.719.280,90"
07/31/2020,24.435.470,"590.056.155,90",19.189.937,"415.049.547,72",5.245.533,"175.006.608,18"
07/30/2020,15.990.005,"345.573.060,00",12.982.680,"240.690.077,80",3.007.325,"104.882.982,20"
07/29/2020,35.059.707,"521.305.321,30",26.993.657,"419.055.430,50",8.066.050,"102.249.890,80"
07/28/2020,10.685.730,"208.390.389,20",16.169.490,"414.998.565,50",-5.483.760,"-206.608.176,30"
07/27/2020,29.015.110,"564.607.739,10",16.176.690,"284.713.090,50",12.838.420,"279.894.648,60"
07/24/2020,23.442.790,"492.385.947,30",66.815.272,"738.313.691,82",-43.372.482,"-245.927.744,52"
07/23/2020,13.012.740,"282.902.175,70",10.774.062,"204.934.050,93",2.238.678,"77.968.124,77"
07/22/2020,6.244.570,"138.397.630,60",49.615.767,"426.541.289,77",-43.371.197,"-288.143.659,17"
07/21/2020,6.578.890,"154.523.794,60",5.832.550,"140.062.356,30",746.340,"14.461.438,30"
07/20/2020,5.618.222,"124.822.780,34",7.904.650,"163.763.899,20",-2.286.428,"-38.941.118,86"
07/17/2020,10.202.057,"199.122.801,80",14.069.570,"254.622.790,42",-3.867.513,"-55.499.988,62"
07/16/2020,10.001.850,"303.141.802,50",12.255.180,"212.982.775,48",-2.253.330,"90.159.027,02"
07/15/2020,15.125.620,"442.071.487,70",11.214.120,"199.119.775,30",3.911.500,"242.951.712,40"
07/14/2020,7.242.378,"170.502.663,20",13.154.100,"392.544.225,20",-5.911.722,"-222.041.562,00"
07/13/2020,12.218.880,"277.190.082,40",10.646.250,"296.562.551,80",1.572.630,"-19.372.469,40"
07/10/2020,4.832.950,"121.155.651,90",7.043.290,"140.414.114,58",-2.210.340,"-19.258.462,68"
07/09/2020,15.511.660,"409.098.968,80",7.693.230,"172.533.367,50",7.818.430,"236.565.601,30"
07/08/2020,6.351.780,"157.440.492,90",18.149.938,"399.333.490,10",-11.798.158,"-241.892.997,20"
07/07/2020,25.993.380,"525.014.533,50",40.648.460,"469.760.225,10",-14.655.080,"55.254.308,40"
07/06/2020,9.195.156,"212.602.609,69",14.878.791,"218.221.352,60",-5.683.635,"-5.618.742,91"
07/03/2020,7.336.410,"161.466.718,60",13.903.493,"273.420.701,56",-6.567.083,"-111.953.982,96"
07/02/2020,8.916.830,"193.452.643,90",23.649.190,"210.999.038,30",-14.732.360,"-17.546.394,40"
07/01/2020,13.186.970,"243.831.200,60",22.973.350,"590.510.288,60",-9.786.380,"-346.679.088,00"
06/30/2020,27.417.060,"390.445.849,50",31.782.360,"404.412.833,76",-4.365.300,"-13.966.984,26"
06/29/2020,14.921.100,"329.601.301,80",17.745.864,"263.161.720,60",-2.824.764,"66.439.581,20"
06/26/2020,19.981.160,"231.921.099,10",24.890.130,"375.905.642,80",-4.908.970,"-143.984.543,70"
06/25/2020,10.145.530,"209.306.180,10",18.944.550,"353.203.284,90",-8.799.020,"-143.897.104,80"
06/24/2020,12.790.460,"266.011.887,10",18.917.750,"303.028.120,55",-6.127.290,"-37.016.233,45"
06/23/2020,18.638.280,"454.431.552,50",20.964.830,"460.910.096,90",-2.326.550,"-6.478.544,40"
06/22/2020,14.932.010,"258.117.583,00",12.226.230,"189.149.513,80",2.705.780,"68.968.069,20"
06/19/2020,22.438.737,"264.699.981,50",26.251.858,"351.496.070,98",-3.813.121,"-86.796.089,48"
06/18/2020,13.209.330,"215.650.481,00",21.928.680,"361.489.229,00",-8.719.350,"-145.838.748,00"
06/17/2020,11.256.740,"231.213.426,90",22.795.730,"462.784.435,40",-11.538.990,"-231.571.008,50"
06/16/2020,24.478.380,"288.022.183,70",24.934.130,"511.021.572,50",-455.750,"-222.999.388,80"
06/15/2020,20.183.040,"293.550.501,10",36.715.100,"1.766.707.043,20",-16.532.060,"-1.473.156.542,10"
06/12/2020,37.144.480,"688.597.555,30",19.961.560,"354.143.259,60",17.182.920,"334.454.295,70"
06/11/2020,19.540.890,"365.907.315,10",41.356.420,"568.507.194,60",-21.815.530,"-202.599.879,50"
06/10/2020,18.162.600,"235.110.354,60",36.378.290,"487.804.216,60",-18.215.690,"-252.693.862,00"
06/09/2020,11.545.820,"190.386.964,50",33.756.740,"482.991.436,80",-22.210.920,"-292.604.472,30"
06/08/2020,19.623.170,"423.598.739,80",50.253.820,"790.779.863,30",-30.630.650,"-367.181.123,50"
06/05/2020,29.331.160,"549.604.166,40",16.306.130,"282.490.159,70",13.025.030,"267.114.006,70"
06/04/2020,23.187.437,"398.447.464,50",20.362.623,"875.184.890,65",2.824.814,"-476.737.426,15"
06/03/2020,24.777.910,"474.278.571,80",11.831.710,"210.028.094,40",12.946.200,"264.250.477,40"
06/02/2020,19.607.160,"381.798.363,40",12.034.340,"220.594.887,30",7.572.820,"161.203.476,10"
06/01/2020,22.161.000,"431.600.245,60",26.722.800,"521.150.349,90",-4.561.800,"-89.550.104,30"
05/29/2020,12.026.270,"212.465.046,60",22.887.280,"376.477.015,10",-10.861.010,"-164.011.968,50"
05/28/2020,16.572.197,"331.274.243,00",15.595.050,"378.318.834,40",977.147,"-47.044.591,40"
05/27/2020,12.550.880,"254.719.529,50",14.694.350,"362.269.125,70",-2.143.470,"-107.549.596,20"
05/26/2020,9.518.490,"177.354.081,40",17.068.850,"343.287.602,30",-7.550.360,"-165.933.520,90"
05/25/2020,16.571.970,"328.868.400,70",17.140.620,"334.283.048,30",-568.650,"-5.414.647,60"
05/22/2020,17.712.140,"285.005.027,50",25.583.700,"502.181.203,46",-7.871.560,"-217.176.175,96"
05/21/2020,35.972.560,"809.008.067,60",16.146.507,"316.371.724,86",19.826.053,"492.636.342,74"
05/20/2020,16.496.890,"310.278.961,30",17.967.800,"312.835.780,30",-1.470.910,"-2.556.819,00"
05/19/2020,41.963.830,"896.621.988,30",38.876.810,"554.232.295,10",3.087.020,"342.389.693,20"
05/18/2020,10.324.920,"212.417.917,30",15.347.610,"255.578.221,20",-5.022.690,"-43.160.303,90"
05/15/2020,10.433.020,"250.874.640,70",29.453.550,"434.672.976,95",-19.020.530,"-183.798.336,25"
05/14/2020,13.292.360,"375.904.948,80",24.914.386,"552.457.533,68",-11.622.026,"-176.552.584,88"
05/13/2020,17.433.370,"556.701.292,10",52.413.765,"1.411.171.989,93",-34.980.395,"-854.470.697,83"
05/12/2020,12.696.040,"262.065.401,70",15.263.920,"421.135.851,50",-2.567.880,"-159.070.449,80"
05/11/2020,17.520.353,"412.863.330,40",21.256.390,"398.034.721,20",-3.736.037,"14.828.609,20"
05/08/2020,55.458.383,"1.677.922.230,90",18.039.700,"370.259.800,29",37.418.683,"1.307.662.430,61"
05/07/2020,19.684.090,"452.153.019,40",8.560.340,"194.098.965,80",11.123.750,"258.054.053,60"
05/06/2020,10.113.250,"283.631.012,50",6.208.090,"148.975.972,80",3.905.160,"134.655.039,70"
05/05/2020,17.484.238,"306.981.566,40",11.932.220,"195.717.198,10",5.552.018,"111.264.368,30"
05/04/2020,17.285.308,"514.725.636,60",8.250.160,"408.026.121,80",9.035.148,"106.699.514,80"
04/29/2020,17.432.079,"380.524.746,40",9.405.060,"236.528.903,40",8.027.019,"143.995.843,00"
04/28/2020,15.075.910,"303.323.221,30",6.857.310,"125.898.872,90",8.218.600,"177.424.348,40"
04/27/2020,15.603.950,"356.431.945,30",18.964.030,"324.847.514,70",-3.360.080,"31.584.430,60"
04/24/2020,14.050.400,"255.124.698,70",15.374.800,"244.485.690,80",-1.324.400,"10.639.007,90"
04/23/2020,12.258.030,"234.804.110,30",12.511.150,"284.465.980,20",-253.120,"-49.661.869,90"
04/22/2020,12.344.610,"254.595.472,40",19.368.480,"480.054.355,50",-7.023.870,"-225.458.883,10"
04/21/2020,13.518.730,"269.905.059,20",17.471.607,"349.597.605,14",-3.952.877,"-79.692.545,94"
04/20/2020,7.599.650,"144.568.410,60",9.000.990,"189.551.631,10",-1.401.340,"-44.983.220,50"
04/17/2020,15.527.300,"285.255.305,90",32.456.708,"820.520.632,70",-16.929.408,"-535.265.326,80"
04/16/2020,16.370.993,"391.451.677,50",20.135.360,"624.832.789,50",-3.764.367,"-233.381.112,00"
04/15/2020,11.429.700,"271.197.402,00",11.577.250,"260.050.584,50",-147.550,"11.146.817,50"
04/14/2020,9.992.490,"207.873.416,90",14.373.600,"259.511.572,10",-4.381.110,"-51.638.155,20"
04/13/2020,8.548.173,"211.189.637,22",12.682.980,"255.518.685,10",-4.134.807,"-44.329.047,88"
04/10/2020,8.428.560,"213.071.453,70",12.521.470,"350.760.534,50",-4.092.910,"-137.689.080,80"
04/09/2020,14.735.095,"356.096.034,40",37.132.415,"518.183.511,10",-22.397.320,"-162.087.476,70"
04/08/2020,19.178.600,"343.564.757,60",9.867.150,"279.837.957,60",9.311.450,"63.726.800,00"
04/07/2020,14.842.590,"386.714.611,60",23.568.910,"416.189.122,90",-8.726.320,"-29.474.511,30"
04/06/2020,15.550.792,"276.212.684,00",37.522.580,"476.540.409,50",-21.971.788,"-200.327.725,50"
04/03/2020,12.250.570,"385.293.665,20",26.411.890,"340.059.601,10",-14.161.320,"45.234.064,10"
04/01/2020,23.891.960,"782.130.071,90",18.002.550,"637.132.660,20",5.889.410,"144.997.411,70"
03/31/2020,19.422.353,"454.800.908,00",19.660.833,"381.621.258,30",-238.480,"73.179.649,70"
03/30/2020,18.494.410,"477.232.376,90",12.997.810,"329.608.883,60",5.496.600,"147.623.493,30"
03/27/2020,12.916.320,"209.250.846,40",29.518.170,"443.883.585,10",-16.601.850,"-234.632.738,70"
03/26/2020,10.448.480,"343.733.636,40",23.236.380,"552.041.637,10",-12.787.900,"-208.308.000,70"
03/25/2020,17.206.020,"420.934.489,70",22.752.380,"522.638.281,20",-5.546.360,"-101.703.791,50"
03/24/2020,21.107.970,"601.793.694,20",17.111.290,"455.361.028,90",3.996.680,"146.432.665,30"
03/23/2020,18.327.330,"643.870.784,60",9.295.880,"334.454.254,50",9.031.450,"309.416.530,10"
03/20/2020,9.737.550,"407.163.811,80",12.296.880,"285.592.013,60",-2.559.330,"121.571.798,20"
03/19/2020,18.723.300,"458.721.501,00",32.408.400,"599.857.340,10",-13.685.100,"-141.135.839,10"
03/18/2020,15.678.330,"399.732.329,60",23.127.750,"444.518.190,00",-7.449.420,"-44.785.860,40"
03/17/2020,60.561.022,"993.559.310,82",43.228.330,"588.626.920,10",17.332.692,"404.932.390,72"
03/16/2020,17.285.214,"497.891.152,30",43.034.025,"690.631.304,70",-25.748.811,"-192.740.152,40"
03/13/2020,23.681.080,"628.484.412,50",20.169.730,"333.169.157,50",3.511.350,"295.315.255,00"
03/12/2020,16.887.060,"560.305.411,30",19.804.632,"309.776.534,04",-2.917.572,"250.528.877,26"
03/11/2020,21.904.000,"473.808.973,10",21.934.530,"470.329.851,70",-30.530,"3.479.121,40"
03/10/2020,29.338.620,"536.013.218,80",29.248.330,"585.446.310,20",90.290,"-49.433.091,40"
03/09/2020,18.478.460,"630.348.711,80",9.583.680,"272.567.539,20",8.894.780,"357.781.172,60"
03/06/2020,8.846.780,"217.259.239,80",18.120.720,"366.422.140,60",-9.273.940,"-149.162.900,80"
03/05/2020,8.830.050,"205.725.591,10",17.474.290,"368.302.951,60",-8.644.240,"-162.577.360,50"
03/04/2020,9.667.950,"284.040.933,10",11.068.140,"258.198.841,30",-1.400.190,"25.842.091,80"
03/03/2020,7.059.810,"207.377.703,80",11.085.260,"228.272.962,20",-4.025.450,"-20.895.258,40"
03/02/2020,19.652.550,"662.609.327,00",8.387.230,"255.011.973,10",11.265.320,"407.597.353,90"
02/28/2020,28.198.912,"359.793.729,40",22.768.080,"285.107.874,20",5.430.832,"74.685.855,20"
02/27/2020,9.428.580,"277.692.470,70",10.240.160,"368.153.809,38",-811.580,"-90.461.338,68"
02/26/2020,9.741.720,"320.628.815,40",7.393.380,"223.665.780,00",2.348.340,"96.963.035,40"
02/25/2020,11.236.400,"258.072.650,90",9.659.240,"223.498.637,26",1.577.160,"34.574.013,64"
02/24/2020,14.949.176,"345.933.830,90",9.099.630,"236.739.950,20",5.849.546,"109.193.880,70"
02/21/2020,11.296.500,"308.018.514,90",18.922.546,"484.369.597,10",-7.626.046,"-176.351.082,20"
02/20/2020,8.320.570,"181.789.707,20",10.639.600,"231.285.121,60",-2.319.030,"-49.495.414,40"
02/19/2020,6.880.450,"233.766.857,10",11.648.610,"272.621.923,90",-4.768.160,"-38.855.066,80"
02/18/2020,9.843.950,"285.641.182,90",8.511.020,"202.766.548,30",1.332.930,"82.874.634,60"
02/17/2020,13.347.310,"265.290.546,20",14.277.330,"284.852.823,70",-930.020,"-19.562.277,50"
02/14/2020,13.420.430,"316.035.048,10",12.291.870,"200.051.280,10",1.128.560,"115.983.768,00"
02/13/2020,7.745.080,"205.738.815,00",8.961.650,"152.131.203,50",-1.216.570,"53.607.611,50"
02/12/2020,8.666.170,"251.754.800,60",16.255.510,"272.818.323,00",-7.589.340,"-21.063.522,40"
02/11/2020,7.478.920,"202.621.169,50",9.924.640,"216.167.525,50",-2.445.720,"-13.546.356,00"
02/10/2020,8.599.630,"248.965.070,10",8.327.240,"169.757.202,50",272.390,"79.207.867,60"
02/07/2020,13.243.270,"257.045.716,00",13.212.210,"280.253.060,60",31.060,"-23.207.344,60"
02/06/2020,10.015.930,"234.790.030,70",21.236.800,"450.630.465,40",-11.220.870,"-215.840.434,70"
02/05/2020,12.250.380,"320.460.070,30",20.766.570,"381.626.194,80",-8.516.190,"-61.166.124,50"
02/04/2020,10.550.920,"245.994.625,50",17.173.760,"414.295.796,70",-6.622.840,"-168.301.171,20"
02/03/2020,27.440.300,"736.305.119,50",19.586.770,"420.648.363,60",7.853.530,"315.656.755,90"
01/31/2020,40.906.270,"725.036.456,80",36.252.900,"570.714.499,40",4.653.370,"154.321.957,40"
01/30/2020,12.668.660,"363.805.467,30",7.663.600,"210.583.174,60",5.005.060,"153.222.292,70"
01/22/2020,7.367.660,"124.166.614,20",8.358.150,"187.549.160,30",-990.490,"-63.382.546,10"
01/21/2020,6.609.320,"182.990.502,60",11.432.010,"277.540.969,90",-4.822.690,"-94.550.467,30"
01/20/2020,15.089.790,"390.210.835,20",10.130.770,"535.147.299,20",4.959.020,"-144.936.464,00"
01/17/2020,20.649.760,"313.000.565,70",16.556.240,"301.066.942,30",4.093.520,"11.933.623,40"
01/16/2020,18.868.272,"459.344.129,40",19.170.322,"332.996.726,10",-302.050,"126.347.403,30"
01/15/2020,12.636.240,"211.041.690,50",9.994.360,"163.353.546,80",2.641.880,"47.688.143,70"
