Ngày,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND)
03/10/2023,23.337.870,"457.370.346,50",25.185.859,"642.313.893,00",-1.847.989,"-184.943.546,50"
03/09/2023,34.100.025,"761.036.065,00",33.079.730,"772.910.386,00",1.020.295,"-11.874.321,00"
03/08/2023,19.846.554,"427.635.080,14",27.125.447,"677.383.503,15",-7.278.893,"-249.748.423,01"
03/07/2023,42.063.020,"975.468.376,80",27.453.368,"608.451.526,64",14.609.652,"367.016.850,16"
03/06/2023,18.700.242,"481.137.852,18",29.885.182,"677.851.252,13",-11.184.940,"-196.713.399,95"
03/03/2023,21.822.700,"430.567.792,10",36.507.322,"721.668.779,74",-14.684.622,"-291.100.987,64"
03/02/2023,18.059.150,"430.725.691,50",22.920.046,"542.204.791,81",-4.860.896,"-111.479.100,31"
03/01/2023,31.312.085,"799.419.948,10",30.177.852,"671.631.436,60",1.134.233,"127.788.511,50"
02/28/2023,17.011.600,"382.430.064,00",41.645.669,"821.261.514,37",-24.634.069,"-438.831.450,37"
02/27/2023,48.676.920,"1.081.578.456,30",42.828.534,"862.092.330,24",5.848.386,"219.486.126,06"
02/24/2023,13.536.184,"335.197.663,00",33.425.823,"783.715.460,75",-19.889.639,"-448.517.797,75"
02/23/2023,37.440.811,"888.139.232,30",36.810.188,"858.530.386,19",630.623,"29.608.846,11"
02/22/2023,26.541.121,"610.885.820,25",32.519.240,"651.723.831,40",-5.978.119,"-40.838.011,15"
02/21/2023,36.221.785,"723.976.593,80",36.035.694,"698.248.115,00",186.091,"25.728.478,80"
02/20/2023,37.470.100,"856.128.566,00",32.731.329,"663.130.854,15",4.738.771,"192.997.711,85"
02/17/2023,14.005.685,"380.078.489,50",17.121.768,"444.936.007,30",-3.116.083,"-64.857.517,80"
02/16/2023,24.701.340,"582.566.089,95",33.698.523,"811.685.202,90",-8.997.183,"-229.119.112,95"
02/15/2023,31.672.354,"763.495.804,60",25.038.240,"557.910.494,00",6.634.114,"205.585.310,60"
02/14/2023,18.408.000,"418.305.935,00",27.901.720,"650.503.979,80",-9.493.720,"-232.198.044,80"
02/13/2023,43.835.900,"954.913.229,00",30.866.864,"595.301.642,57",12.969.036,"359.611.586,43"
02/10/2023,19.901.213,"497.208.936,00",24.368.530,"631.964.190,66",-4.467.317,"-134.755.254,66"
02/09/2023,38.056.859,"1.012.207.381,10",39.375.780,"935.479.472,10",-1.318.921,"76.727.909,00"
02/08/2023,41.689.391,"922.773.429,28",33.058.014,"614.407.723,40",8.631.377,"308.365.705,88"
02/07/2023,60.369.905,"1.700.686.836,45",51.585.035,"1.322.616.346,75",8.784.870,"378.070.489,70"
02/06/2023,39.107.290,"884.411.392,50",42.416.818,"966.287.296,30",-3.309.528,"-81.875.903,80"
02/03/2023,55.044.214,"1.443.573.962,00",75.927.427,"1.884.928.127,40",-20.883.213,"-441.354.165,40"
02/02/2023,39.497.159,"1.048.567.294,90",26.877.783,"616.007.606,67",12.619.376,"432.559.688,23"
02/01/2023,34.493.224,"813.611.979,75",72.086.338,"1.645.537.633,58",-37.593.114,"-831.925.653,83"
01/31/2023,49.484.419,"946.282.633,05",55.269.854,"1.110.143.960,10",-5.785.435,"-163.861.327,05"
01/30/2023,28.785.291,"641.749.712,55",46.491.232,"1.062.784.293,04",-17.705.941,"-421.034.580,49"
01/27/2023,32.017.640,"955.598.269,80",19.175.063,"539.350.792,56",12.842.577,"416.247.477,24"
01/19/2023,39.168.548,"1.110.895.071,95",41.298.795,"1.049.947.904,88",-2.130.247,"60.947.167,07"
01/18/2023,30.736.537,"778.695.583,60",33.109.071,"626.848.155,10",-2.372.534,"151.847.428,50"
01/17/2023,54.028.813,"1.359.384.091,00",46.640.018,"832.168.731,61",7.388.795,"527.215.359,39"
01/16/2023,37.632.800,"826.687.485,00",29.212.513,"535.406.822,10",8.420.287,"291.280.662,90"
01/13/2023,39.541.213,"889.260.848,35",22.861.975,"509.329.752,90",16.679.238,"379.931.095,45"
01/12/2023,22.045.445,"514.597.978,00",41.396.095,"1.024.439.369,55",-19.350.650,"-509.841.391,55"
01/11/2023,25.395.658,"655.237.463,90",23.389.071,"461.383.301,25",2.006.587,"193.854.162,65"
01/10/2023,32.476.768,"822.445.150,90",30.640.384,"671.791.128,70",1.836.384,"150.654.022,20"
01/09/2023,26.578.665,"649.750.385,00",36.629.327,"755.524.726,00",-10.050.662,"-105.774.341,00"
01/06/2023,41.638.073,"875.642.299,90",42.718.633,"909.154.742,82",-1.080.560,"-33.512.442,92"
01/05/2023,34.504.710,"861.244.934,95",24.495.651,"585.029.735,24",10.009.059,"276.215.199,71"
01/04/2023,23.712.400,"617.106.816,00",31.643.974,"828.920.594,60",-7.931.574,"-211.813.778,60"
01/03/2023,26.357.767,"642.164.413,10",20.347.552,"553.933.218,25",6.010.215,"88.231.194,85"
12/30/2022,18.615.910,"499.177.079,90",44.547.408,"1.068.497.592,35",-25.931.498,"-569.320.512,45"
12/29/2022,32.002.019,"653.491.255,40",37.905.564,"643.802.867,13",-5.903.545,"9.688.388,27"
12/28/2022,70.850.510,"1.872.468.489,00",51.355.458,"1.310.370.065,24",19.495.052,"562.098.423,76"
12/27/2022,43.477.310,"1.097.576.159,00",33.630.601,"959.688.558,57",9.846.709,"137.887.600,43"
12/26/2022,30.899.108,"700.685.356,00",32.301.606,"724.903.094,95",-1.402.498,"-24.217.738,95"
12/23/2022,38.471.909,"1.056.012.617,70",27.127.314,"664.406.824,94",11.344.595,"391.605.792,76"
12/22/2022,92.552.755,"2.326.017.066,34",44.853.298,"905.621.147,09",47.699.457,"1.420.395.919,25"
12/21/2022,43.416.083,"1.003.430.969,55",52.754.268,"1.020.523.855,04",-9.338.185,"-17.092.885,49"
12/20/2022,43.837.037,"943.743.591,04",68.834.847,"1.568.543.762,72",-24.997.810,"-624.800.171,68"
12/19/2022,45.503.033,"1.106.117.709,82",44.514.134,"1.005.684.748,85",988.899,"100.432.960,97"
12/16/2022,34.228.889,"926.493.289,20",60.744.205,"1.221.618.567,10",-26.515.316,"-295.125.277,90"
12/15/2022,45.661.829,"1.211.436.912,00",53.713.286,"1.129.245.249,05",-8.051.457,"82.191.662,95"
12/14/2022,59.801.532,"1.313.447.622,60",64.356.059,"1.375.042.058,19",-4.554.527,"-61.594.435,59"
12/13/2022,60.374.773,"1.405.774.444,50",33.643.767,"808.486.197,85",26.731.006,"597.288.246,65"
12/12/2022,57.528.810,"1.381.856.219,00",51.224.281,"1.393.843.974,65",6.304.529,"-11.987.755,65"
12/09/2022,66.748.323,"1.628.180.597,25",37.889.713,"929.247.223,35",28.858.610,"698.933.373,90"
12/08/2022,48.586.400,"1.349.150.052,00",56.826.763,"1.438.197.264,38",-8.240.363,"-89.047.212,38"
12/07/2022,45.594.884,"1.089.761.114,50",48.507.383,"1.268.183.874,96",-2.912.499,"-178.422.760,46"
12/06/2022,47.580.470,"1.238.699.927,00",99.468.158,"1.908.581.505,45",-51.887.688,"-669.881.578,45"
12/05/2022,50.419.671,"1.374.471.698,80",91.873.010,"2.225.839.141,58",-41.453.339,"-851.367.442,78"
12/02/2022,52.383.800,"1.548.204.133,15",36.899.953,"877.496.622,44",15.483.847,"670.707.510,71"
12/01/2022,44.779.431,"1.030.452.618,45",68.365.071,"1.658.652.823,55",-23.585.640,"-628.200.205,10"
11/30/2022,68.682.263,"1.661.190.709,25",116.463.131,"2.739.979.584,84",-47.780.868,"-1.078.788.875,59"
11/29/2022,57.801.522,"1.172.162.392,30",59.230.730,"1.428.266.724,17",-1.429.208,"-256.104.331,87"
11/28/2022,46.830.700,"1.007.600.710,00",32.933.564,"723.906.405,20",13.897.136,"283.694.304,80"
11/25/2022,35.527.432,"864.839.875,90",27.699.389,"552.023.586,15",7.828.043,"312.816.289,75"
11/24/2022,45.278.597,"1.012.166.206,45",38.558.167,"715.345.687,55",6.720.430,"296.820.518,90"
11/23/2022,29.154.114,"601.327.669,65",20.589.720,"445.265.508,01",8.564.394,"156.062.161,64"
11/22/2022,53.463.456,"1.153.852.258,85",75.908.988,"1.545.142.752,41",-22.445.532,"-391.290.493,56"
11/21/2022,25.060.150,"532.028.814,82",43.881.004,"821.077.387,31",-18.820.854,"-289.048.572,49"
11/18/2022,80.901.005,"1.546.657.559,00",59.571.005,"1.093.606.566,28",21.330.000,"453.050.992,72"
11/17/2022,63.914.313,"1.428.975.766,50",46.403.261,"939.806.875,61",17.511.052,"489.168.890,89"
11/16/2022,63.958.160,"1.457.003.388,80",52.659.986,"966.180.742,70",11.298.174,"490.822.646,10"
11/15/2022,44.139.380,"807.652.446,70",34.875.503,"684.242.906,18",9.263.877,"123.409.540,52"
11/14/2022,66.300.309,"1.252.607.363,45",26.275.776,"506.630.614,70",40.024.533,"745.976.748,75"
11/11/2022,64.685.800,"1.246.061.617,00",40.549.533,"730.428.615,60",24.136.267,"515.633.001,40"
11/10/2022,43.545.884,"996.848.963,70",26.324.100,"534.220.777,50",17.221.784,"462.628.186,20"
11/09/2022,28.337.910,"647.503.132,00",64.957.573,"1.217.471.300,30",-36.619.663,"-569.968.168,30"
11/08/2022,85.182.208,"1.813.313.627,65",68.848.728,"1.347.098.333,45",16.333.480,"466.215.294,20"
11/07/2022,53.933.938,"1.408.196.128,35",39.492.719,"849.718.839,65",14.441.219,"558.477.288,70"
11/04/2022,79.001.821,"1.825.479.710,35",66.443.796,"1.681.239.188,35",12.558.025,"144.240.522,00"
11/03/2022,20.580.900,"499.247.264,00",15.795.595,"405.470.111,10",4.785.305,"93.777.152,90"
11/02/2022,45.090.700,"932.129.892,00",55.055.465,"1.140.783.326,30",-9.964.765,"-208.653.434,30"
11/01/2022,27.519.100,"831.370.780,00",30.141.721,"587.434.531,42",-2.622.621,"243.936.248,58"
10/31/2022,32.529.747,"775.917.077,86",50.418.056,"839.681.046,83",-17.888.309,"-63.763.968,97"
10/28/2022,36.919.230,"707.746.404,00",43.083.414,"887.322.842,43",-6.164.184,"-179.576.438,43"
10/27/2022,39.903.061,"935.016.833,20",29.162.814,"709.886.648,67",10.740.247,"225.130.184,53"
10/26/2022,25.297.100,"599.428.917,00",21.892.241,"484.830.201,12",3.404.859,"114.598.715,88"
10/25/2022,41.997.268,"1.065.282.911,60",34.871.720,"786.626.944,36",7.125.548,"278.655.967,24"
10/24/2022,23.265.819,"601.112.143,35",39.329.636,"827.541.729,80",-16.063.817,"-226.429.586,45"
10/21/2022,22.019.112,"571.396.046,80",37.540.024,"851.347.791,34",-15.520.912,"-279.951.744,54"
10/20/2022,32.158.328,"976.251.997,50",23.206.874,"566.311.078,68",8.951.454,"409.940.918,82"
10/19/2022,17.272.010,"506.180.844,50",16.463.880,"370.880.260,09",808.130,"135.300.584,41"
10/18/2022,18.417.300,"505.837.557,00",26.843.629,"638.123.959,95",-8.426.329,"-132.286.402,95"
10/17/2022,19.483.477,"490.724.746,15",35.777.215,"861.625.480,30",-16.293.738,"-370.900.734,15"
10/14/2022,18.348.763,"489.350.028,45",88.712.477,"3.073.496.010,71",-70.363.714,"-2.584.145.982,26"
10/13/2022,28.553.981,"729.900.927,35",38.948.641,"896.421.475,77",-10.394.660,"-166.520.548,42"
10/12/2022,42.758.920,"990.504.136,00",33.972.667,"972.669.141,75",8.786.253,"17.834.994,25"
10/11/2022,34.319.048,"834.600.503,60",51.495.397,"1.486.669.543,66",-17.176.349,"-652.069.040,06"
10/10/2022,39.640.152,"1.219.462.424,35",95.406.486,"3.417.670.921,05",-55.766.334,"-2.198.208.496,70"
10/07/2022,39.101.782,"1.060.825.933,85",72.322.023,"1.778.895.957,90",-33.220.241,"-718.070.024,05"
10/06/2022,26.626.250,"807.612.931,50",45.074.907,"1.218.004.049,30",-18.448.657,"-410.391.117,80"
10/05/2022,22.378.417,"601.555.741,80",40.337.920,"973.639.880,04",-17.959.503,"-372.084.138,24"
10/04/2022,50.103.000,"1.392.312.781,00",52.381.022,"1.154.975.002,45",-2.278.022,"237.337.778,55"
10/03/2022,26.899.899,"780.678.315,80",64.570.681,"1.542.568.541,32",-37.670.782,"-761.890.225,52"
09/30/2022,70.658.183,"2.241.127.985,35",48.420.414,"1.204.406.009,55",22.237.769,"1.036.721.975,80"
09/29/2022,31.631.078,"1.046.308.223,90",39.290.318,"1.005.836.239,05",-7.659.240,"40.471.984,85"
09/28/2022,27.263.426,"846.970.397,25",25.568.608,"813.869.198,80",1.694.818,"33.101.198,45"
09/27/2022,25.009.728,"850.650.095,85",30.626.924,"829.334.246,60",-5.617.196,"21.315.849,25"
09/26/2022,45.019.932,"1.540.380.519,70",44.730.174,"1.129.794.410,87",289.758,"410.586.108,83"
09/23/2022,15.163.410,"462.552.526,30",29.642.710,"873.962.825,79",-14.479.300,"-411.410.299,49"
09/22/2022,18.700.900,"655.549.131,00",25.298.571,"724.966.541,25",-6.597.671,"-69.417.410,25"
09/21/2022,15.766.508,"460.155.713,35",30.868.167,"1.072.750.256,88",-15.101.659,"-612.594.543,53"
09/20/2022,25.870.853,"777.961.327,20",23.168.410,"678.449.494,75",2.702.443,"99.511.832,45"
09/19/2022,23.983.399,"809.472.046,40",21.675.307,"588.221.847,95",2.308.092,"221.250.198,45"
09/16/2022,22.677.028,"666.262.766,52",21.300.315,"793.418.440,69",1.376.713,"-127.155.674,17"
09/15/2022,17.845.220,"658.137.846,20",30.352.318,"1.217.376.013,37",-12.507.098,"-559.238.167,17"
09/14/2022,19.822.733,"576.851.696,05",29.304.272,"858.875.282,97",-9.481.539,"-282.023.586,92"
09/13/2022,26.911.076,"875.187.347,65",26.553.580,"754.763.624,99",357.496,"120.423.722,66"
09/12/2022,12.469.677,"458.725.682,95",25.272.431,"810.867.215,07",-12.802.754,"-352.141.532,12"
09/09/2022,25.662.100,"884.344.166,00",24.790.600,"666.424.020,00",871.500,"217.920.146,00"
09/08/2022,24.948.000,"882.793.566,00",16.212.000,"543.816.642,00",8.736.000,"338.976.924,00"
09/07/2022,28.115.200,"930.357.366,00",37.926.700,"1.208.301.657,00",-9.811.500,"-277.944.291,00"
09/06/2022,22.660.600,"810.054.555,00",23.363.400,"738.120.792,00",-702.800,"71.933.763,00"
09/05/2022,22.854.400,"748.536.312,00",30.841.400,"1.040.128.935,00",-7.987.000,"-291.592.623,00"
08/31/2022,19.725.500,"758.077.060,00",34.911.800,"1.041.016.694,00",-15.186.300,"-282.939.634,00"
08/30/2022,18.487.884,"692.924.587,80",19.206.600,"620.880.119,00",-718.716,"72.044.468,80"
08/29/2022,29.722.182,"1.027.185.373,00",31.429.782,"960.440.021,00",-1.707.600,"66.745.352,00"
08/26/2022,13.920.300,"447.467.280,00",43.708.530,"1.302.352.936,00",-29.788.230,"-854.885.656,00"
08/25/2022,20.647.900,"690.632.233,00",43.319.900,"1.125.546.820,00",-22.672.000,"-434.914.587,00"
08/24/2022,22.932.700,"683.861.676,60",56.089.723,"1.700.653.780,00",-33.157.023,"-1.016.792.103,40"
08/23/2022,28.419.010,"865.627.651,10",33.191.800,"1.007.682.076,00",-4.772.790,"-142.054.424,90"
08/22/2022,22.784.090,"734.062.235,00",36.028.170,"1.223.729.518,00",-13.244.080,"-489.667.283,00"
08/19/2022,28.861.400,"883.291.742,00",21.985.600,"670.163.584,00",6.875.800,"213.128.158,00"
08/18/2022,56.579.129,"2.208.278.302,36",34.968.100,"1.258.945.343,00",21.611.029,"949.332.959,36"
08/17/2022,44.373.200,"1.397.978.841,00",32.555.800,"843.155.925,00",11.817.400,"554.822.916,00"
08/16/2022,33.047.456,"1.055.204.291,80",23.349.300,"749.187.207,00",9.698.156,"306.017.084,80"
08/15/2022,30.689.473,"958.451.002,50",32.367.600,"965.363.781,00",-1.678.127,"-6.912.778,50"
08/12/2022,17.735.200,"549.654.278,00",16.417.500,"507.444.762,00",1.317.700,"42.209.516,00"
08/11/2022,44.052.240,"1.404.098.955,00",30.173.700,"795.568.546,00",13.878.540,"608.530.409,00"
08/10/2022,17.821.810,"618.754.680,50",22.454.510,"640.057.686,50",-4.632.700,"-21.303.006,00"
08/09/2022,35.257.207,"948.149.978,50",30.056.100,"988.403.311,00",5.201.107,"-40.253.332,50"
08/08/2022,35.792.291,"1.006.169.857,00",37.202.900,"1.135.059.769,00",-1.410.609,"-128.889.912,00"
08/05/2022,35.646.911,"1.029.174.072,20",46.519.535,"1.497.684.283,00",-10.872.624,"-468.510.210,80"
08/04/2022,50.592.393,"1.554.308.625,15",32.164.445,"1.062.285.544,00",18.427.948,"492.023.081,15"
08/03/2022,68.023.600,"1.837.532.256,00",68.698.566,"2.034.536.338,60",-674.966,"-197.004.082,60"
08/02/2022,41.222.600,"1.174.458.598,00",32.499.800,"1.085.314.983,00",8.722.800,"89.143.615,00"
08/01/2022,36.048.823,"1.114.261.139,90",23.727.723,"809.827.418,90",12.321.100,"304.433.721,00"
07/29/2022,54.778.900,"1.594.836.397,00",45.303.500,"1.908.291.628,00",9.475.400,"-313.455.231,00"
07/28/2022,33.325.100,"944.076.819,00",28.395.900,"1.089.954.483,00",4.929.200,"-145.877.664,00"
07/27/2022,14.776.100,"479.856.816,84",14.673.520,"561.089.406,00",102.580,"-81.232.589,16"
07/26/2022,20.247.100,"642.632.401,00",32.608.900,"872.384.348,00",-12.361.800,"-229.751.947,00"
07/25/2022,16.953.400,"629.131.729,00",12.323.600,"429.960.077,00",4.629.800,"199.171.652,00"
07/22/2022,21.987.545,"938.092.486,05",24.372.400,"735.609.150,00",-2.384.855,"202.483.336,05"
07/21/2022,30.716.520,"1.063.991.312,00",22.892.700,"768.489.305,00",7.823.820,"295.502.007,00"
07/20/2022,21.666.740,"638.087.776,88",30.879.179,"938.573.733,50",-9.212.439,"-300.485.956,62"
07/19/2022,25.068.590,"665.077.782,00",29.999.220,"650.220.887,50",-4.930.630,"14.856.894,50"
07/18/2022,16.779.700,"511.833.666,00",15.770.180,"498.778.306,00",1.009.520,"13.055.360,00"
07/15/2022,27.404.490,"753.540.964,00",28.571.600,"868.827.919,00",-1.167.110,"-115.286.955,00"
07/14/2022,18.258.620,"522.585.429,00",30.592.500,"696.403.409,00",-12.333.880,"-173.817.980,00"
07/13/2022,23.310.700,"656.211.521,00",35.649.570,"969.911.723,00",-12.338.870,"-313.700.202,00"
07/12/2022,16.124.200,"481.880.188,00",31.177.545,"703.554.036,00",-15.053.345,"-221.673.848,00"
07/11/2022,14.191.800,"418.274.993,00",26.566.198,"702.021.730,90",-12.374.398,"-283.746.737,90"
07/08/2022,11.544.300,"332.800.853,00",23.464.800,"653.294.702,00",-11.920.500,"-320.493.849,00"
07/07/2022,25.691.600,"854.901.120,00",20.052.300,"527.476.384,00",5.639.300,"327.424.736,00"
07/06/2022,40.159.216,"1.306.693.191,60",23.371.900,"798.461.859,00",16.787.316,"508.231.332,60"
07/05/2022,28.914.959,"1.097.757.304,70",35.846.760,"1.099.776.782,00",-6.931.801,"-2.019.477,30"
07/04/2022,17.305.600,"614.093.132,00",22.702.200,"689.777.117,00",-5.396.600,"-75.683.985,00"
07/01/2022,22.339.800,"784.305.947,00",27.679.000,"763.559.169,00",-5.339.200,"20.746.778,00"
06/30/2022,21.732.166,"770.305.179,40",28.644.600,"832.542.028,00",-6.912.434,"-62.236.848,60"
06/29/2022,25.672.340,"884.820.763,00",28.787.900,"866.622.343,00",-3.115.560,"18.198.420,00"
06/28/2022,26.554.600,"822.480.682,00",38.997.600,"1.606.741.159,00",-12.443.000,"-784.260.477,00"
06/27/2022,36.477.800,"942.250.703,00",39.947.600,"1.032.493.979,00",-3.469.800,"-90.243.276,00"
06/24/2022,15.018.700,"459.227.576,00",23.293.600,"721.149.582,00",-8.274.900,"-261.922.006,00"
06/23/2022,22.841.084,"743.868.939,50",43.381.400,"1.392.467.922,00",-20.540.316,"-648.598.982,50"
06/22/2022,39.862.134,"1.180.349.645,00",32.086.634,"877.863.723,00",7.775.500,"302.485.922,00"
06/21/2022,42.214.100,"1.243.125.911,00",22.711.500,"652.601.452,00",19.502.600,"590.524.459,00"
06/20/2022,35.539.350,"1.163.057.916,50",36.511.800,"973.359.808,00",-972.450,"189.698.108,50"
06/17/2022,36.478.060,"1.164.893.717,00",32.449.400,"1.063.906.578,00",4.028.660,"100.987.139,00"
06/16/2022,36.800.500,"1.302.831.660,00",43.370.705,"1.345.014.819,75",-6.570.205,"-42.183.159,75"
06/15/2022,54.006.900,"1.865.501.053,00",36.087.000,"925.744.650,00",17.919.900,"939.756.403,00"
06/14/2022,84.910.300,"3.323.350.011,00",57.049.460,"2.270.470.850,00",27.860.840,"1.052.879.161,00"
06/13/2022,92.021.200,"2.965.908.214,00",80.987.900,"2.801.460.365,00",11.033.300,"164.447.849,00"
06/10/2022,24.823.800,"909.942.770,00",22.009.200,"693.359.427,00",2.814.600,"216.583.343,00"
06/09/2022,18.359.985,"650.199.462,00",27.022.100,"913.571.653,00",-8.662.115,"-263.372.191,00"
06/08/2022,30.595.100,"1.058.197.488,00",30.251.200,"1.134.517.493,00",343.900,"-76.320.005,00"
06/07/2022,21.679.615,"837.618.361,00",39.695.700,"1.332.413.610,00",-18.016.085,"-494.795.249,00"
06/06/2022,23.444.102,"1.001.404.254,00",39.536.560,"1.299.677.282,00",-16.092.458,"-298.273.028,00"
06/03/2022,14.607.500,"562.858.090,00",23.388.300,"753.560.131,00",-8.780.800,"-190.702.041,00"
06/02/2022,16.275.583,"617.654.590,74",33.147.700,"1.282.930.179,00",-16.872.117,"-665.275.588,26"
06/01/2022,26.564.100,"1.101.041.185,00",27.150.200,"955.629.284,00",-586.100,"145.411.901,00"
05/31/2022,19.673.048,"653.306.609,30",36.874.800,"1.189.686.499,00",-17.201.752,"-536.379.889,70"
05/30/2022,23.380.600,"895.473.763,00",64.930.100,"2.464.983.592,00",-41.549.500,"-1.569.509.829,00"
05/27/2022,39.647.200,"1.876.148.364,00",29.583.200,"1.146.083.884,00",10.064.000,"730.064.480,00"
05/26/2022,16.100.800,"544.782.976,00",31.978.900,"1.021.638.530,00",-15.878.100,"-476.855.554,00"
05/25/2022,22.678.641,"842.377.885,65",25.995.700,"957.611.057,00",-3.317.059,"-115.233.171,35"
05/24/2022,36.948.242,"1.355.944.961,50",43.588.200,"1.396.821.786,00",-6.639.958,"-40.876.824,50"
05/23/2022,23.272.846,"659.363.704,20",26.304.100,"821.141.498,00",-3.031.254,"-161.777.793,80"
05/20/2022,22.411.400,"728.138.469,00",25.206.700,"915.606.135,00",-2.795.300,"-187.467.666,00"
05/19/2022,18.432.395,"624.654.339,00",24.132.800,"967.175.369,00",-5.700.405,"-342.521.030,00"
05/18/2022,15.229.920,"549.380.409,00",37.230.800,"1.458.354.554,00",-22.000.880,"-908.974.145,00"
05/17/2022,24.464.400,"835.257.500,00",29.481.900,"973.491.429,00",-5.017.500,"-138.233.929,00"
05/16/2022,32.334.300,"1.133.091.735,00",34.484.800,"1.140.083.001,00",-2.150.500,"-6.991.266,00"
05/13/2022,57.547.464,"2.300.146.396,20",48.470.300,"1.553.631.409,00",9.077.164,"746.514.987,20"
05/12/2022,29.785.006,"1.292.711.307,10",51.212.200,"1.929.884.370,00",-21.427.194,"-637.173.062,90"
05/11/2022,28.096.300,"1.069.096.386,00",32.358.300,"1.284.842.822,00",-4.262.000,"-215.746.436,00"
05/10/2022,53.457.112,"2.012.808.555,85",31.898.100,"1.220.167.483,00",21.559.012,"792.641.072,85"
05/09/2022,57.204.820,"2.234.849.170,00",31.085.300,"1.117.085.517,00",26.119.520,"1.117.763.653,00"
05/06/2022,46.719.400,"2.024.813.350,40",50.571.300,"1.931.574.440,40",-3.851.900,"93.238.910,00"
05/05/2022,22.100.900,"932.650.672,00",26.922.300,"1.005.892.355,00",-4.821.400,"-73.241.683,00"
05/04/2022,15.076.300,"595.226.483,00",32.802.100,"1.382.627.334,00",-17.725.800,"-787.400.851,00"
04/29/2022,42.296.300,"1.690.461.065,00",36.414.090,"1.659.734.197,00",5.882.210,"30.726.868,00"
04/28/2022,22.958.000,"893.974.864,00",28.462.300,"1.268.894.413,00",-5.504.300,"-374.919.549,00"
04/27/2022,21.418.300,"881.054.177,00",37.930.900,"1.854.903.920,00",-16.512.600,"-973.849.743,00"
04/26/2022,37.897.100,"1.553.459.059,00",35.568.700,"1.358.941.059,00",2.328.400,"194.518.000,00"
04/25/2022,41.362.772,"1.910.413.644,00",50.070.500,"1.966.158.392,00",-8.707.728,"-55.744.748,00"
04/22/2022,55.585.500,"3.029.804.666,00",28.344.200,"1.100.496.624,00",27.241.300,"1.929.308.042,00"
04/21/2022,54.894.106,"2.366.730.173,13",55.993.163,"2.445.735.854,30",-1.099.057,"-79.005.681,18"
04/20/2022,42.283.440,"1.871.667.127,00",33.599.500,"1.356.089.607,00",8.683.940,"515.577.520,00"
04/19/2022,39.473.380,"1.631.383.677,00",45.404.580,"1.917.737.167,00",-5.931.200,"-286.353.490,00"
04/18/2022,53.409.772,"2.170.716.547,34",36.748.572,"1.550.169.966,34",16.661.200,"620.546.581,00"
04/15/2022,22.495.300,"1.110.477.442,00",36.766.300,"1.506.092.747,00",-14.271.000,"-395.615.305,00"
04/14/2022,14.793.400,"614.341.157,00",18.338.900,"907.008.211,00",-3.545.500,"-292.667.054,00"
04/13/2022,36.999.600,"1.871.885.320,00",26.040.000,"2.141.128.175,00",10.959.600,"-269.242.855,00"
04/12/2022,34.216.500,"1.592.435.991,00",23.626.000,"894.587.687,00",10.590.500,"697.848.304,00"
04/08/2022,33.439.524,"1.410.956.851,55",25.013.600,"977.009.844,00",8.425.924,"433.947.007,55"
04/07/2022,28.066.600,"1.164.147.461,00",28.500.500,"1.394.680.592,00",-433.900,"-230.533.131,00"
04/06/2022,47.642.000,"1.879.308.760,00",64.855.050,"2.514.002.486,00",-17.213.050,"-634.693.726,00"
04/05/2022,20.002.808,"841.791.671,40",20.393.608,"944.201.639,40",-390.800,"-102.409.968,00"
04/04/2022,26.823.900,"1.094.058.545,30",30.808.000,"1.308.568.144,60",-3.984.100,"-214.509.599,30"
04/01/2022,48.600.946,"1.645.575.924,40",32.055.000,"1.387.721.184,00",16.545.946,"257.854.740,40"
03/31/2022,28.518.400,"1.193.113.133,00",20.937.100,"854.544.712,00",7.581.300,"338.568.421,00"
03/30/2022,26.292.200,"1.143.225.644,00",28.168.400,"1.163.279.756,10",-1.876.200,"-20.054.112,10"
03/29/2022,21.483.680,"963.729.246,00",26.667.827,"1.352.166.195,30",-5.184.147,"-388.436.949,30"
03/28/2022,31.002.600,"1.250.441.586,00",22.045.400,"983.434.722,00",8.957.200,"267.006.864,00"
03/25/2022,29.950.700,"1.230.858.410,00",22.691.400,"1.082.097.738,00",7.259.300,"148.760.672,00"
03/24/2022,23.199.781,"1.013.809.909,40",40.684.500,"1.349.587.531,00",-17.484.719,"-335.777.621,60"
03/23/2022,34.120.825,"1.393.638.160,15",47.311.300,"1.894.765.550,00",-13.190.475,"-501.127.389,85"
03/22/2022,35.882.708,"1.531.914.778,00",39.543.258,"1.607.117.757,00",-3.660.550,"-75.202.979,00"
03/21/2022,45.471.000,"1.662.377.520,00",33.492.700,"1.372.102.893,00",11.978.300,"290.274.627,00"
03/18/2022,34.980.600,"1.329.332.071,00",24.122.000,"932.080.233,00",10.858.600,"397.251.838,00"
03/17/2022,24.843.550,"847.163.082,00",37.947.400,"2.038.269.162,00",-13.103.850,"-1.191.106.080,00"
03/16/2022,29.712.874,"1.076.555.002,48",31.442.600,"1.371.237.780,00",-1.729.726,"-294.682.777,52"
03/15/2022,23.504.430,"823.346.302,44",42.827.737,"1.620.881.277,75",-19.323.307,"-797.534.975,31"
03/14/2022,29.588.376,"1.284.573.493,98",32.042.650,"1.125.125.958,00",-2.454.274,"159.447.535,98"
